,year,Community,average_age,rolling_average_age
746,1945,7,38.526315789473685,43.022160391288296
747,1945,8,0.0,42.96921079220468
748,1945,9,15.5,43.489061219555104
749,1945,10,0.0,43.25041906962583
750,1945,11,0.0,43.408696757859765
751,1945,12,46.75,43.86166705488947
752,1945,13,44.61538461538461,44.273490793599436
753,1945,14,37.0,44.70328322339187
754,1945,15,0.0,45.22360296178773
755,1945,16,46.888888888888886,46.0072521838528
756,1945,17,49.733333333333334,46.30428188682309
757,1945,18,58.0,47.6236556104446
758,1945,19,0.0,48.70528826350582
759,1945,20,0.0,50.58265829408687
760,1946,1,19.5,40.91980115122972
761,1946,2,43.204268292682926,46.31980115122972
762,1946,3,6.2,36.17210884353741
763,1946,4,36.13461538461539,
764,1946,5,30.2,
765,1946,6,0.0,
766,1946,7,38.46153846153846,
767,1946,8,0.0,0.0
768,1946,9,0.0,0.0
769,1946,10,0.0,0.0
770,1946,11,0.0,0.0
771,1946,12,29.666666666666668,0.0
772,1946,13,36.714285714285715,0.0
773,1946,14,37.785714285714285,0.0
774,1946,15,0.0,0.0
775,1946,16,44.4,0.0
776,1946,17,45.1764705882353,0.0
777,1946,18,0.0,0.0
778,1946,19,0.0,0.0
779,1946,20,26.0,0.0
780,1947,1,29.25,0.0
781,1947,2,42.35103244837758,0.0
782,1947,3,19.0,0.0
783,1947,4,37.917647058823526,0.0
784,1947,5,29.285714285714285,0.0
785,1947,6,0.0,0.0
786,1947,7,39.611111111111114,0.0
787,1947,8,27.0,0.0
788,1947,9,0.0,0.0
789,1947,10,0.0,0.0
790,1947,11,0.0,0.0
791,1947,12,38.8,0.0
792,1947,13,35.75,0.0
793,1947,14,34.81818181818182,0.0
794,1947,15,0.0,0.0
795,1947,16,48.0,8.8
796,1947,17,45.39393939393939,17.8
797,1947,18,0.0,17.8
798,1947,19,0.0,23.266666666666666
799,1947,20,26.75,23.266666666666666
800,1948,1,33.285714285714285,14.466666666666665
801,1948,2,41.80107526881721,5.466666666666667
802,1948,3,20.363636363636363,10.866666666666665
803,1948,4,37.083333333333336,11.0
804,1948,5,25.5,15.5
805,1948,6,0.0,19.966666666666665
806,1948,7,39.125,24.716666666666665
807,1948,8,28.0,25.316666666666666
808,1948,9,31.0,25.266666666666666
809,1948,10,0.0,26.03333333333333
810,1948,11,0.0,26.806666666666665
811,1948,12,30.75,27.656666666666666
812,1948,13,36.9,27.256666666666668
813,1948,14,33.0,27.406666666666666
814,1948,15,0.0,27.889999999999997
815,1948,16,52.0,29.089999999999996
816,1948,17,46.45454545454545,30.089999999999996
817,1948,18,0.0,31.615
818,1948,19,0.0,33.015
819,1948,20,29.166666666666668,34.665
820,1949,1,27.5,35.875
821,1949,2,43.24431818181818,36.64642857142857
822,1949,3,15.625,36.72142857142857
823,1949,4,37.280701754385966,37.44365079365079
824,1949,5,27.9,37.58809523809524
825,1949,6,0.0,37.095238095238095
826,1949,7,38.6,37.18780952380953
827,1949,8,22.5,37.657809523809526
828,1949,9,0.0,37.38558730158731
829,1949,10,0.0,37.248039408867
830,1949,11,0.0,37.92839655172414
831,1949,12,31.76923076923077,38.579781167108756
832,1949,13,34.666666666666664,38.67820221974033
833,1949,14,35.714285714285715,38.46894296048107
834,1949,15,0.0,39.470379742090266
835,1949,16,56.4,39.932879742090265
836,1949,17,43.791666666666664,39.67349512670565
837,1949,18,0.0,39.96062962962963
838,1949,19,0.0,40.25065811965812
839,1949,20,33.666666666666664,39.4144178095806
840,1950,1,33.30769230769231,37.94073359905428
841,1950,2,42.449230769230766,36.56397888207315
842,1950,3,20.25,35.551901587387164
843,1950,4,40.271028037383175,34.822771700880224
844,1950,5,26.666666666666668,34.36452483147057
845,1950,6,10.0,34.961397447793985
846,1950,7,38.285714285714285,35.52630800893096
847,1950,8,22.333333333333332,35.046210029751535
848,1950,9,8.0,34.895108319897844
849,1950,10,0.0,34.53208183818283
850,1950,11,0.0,34.046036289528594
851,1950,12,31.681818181818183,34.15616615965847
852,1950,13,39.142857142857146,34.8173472814771
853,1950,14,38.3125,35.062194262453104
854,1950,15,24.0,35.66958354554584
855,1950,16,48.77777777777778,36.22546394421694
856,1950,17,48.07692307692308,36.54168182705352
857,1950,18,0.0,37.449494524264175
858,1950,19,0.0,38.42432267483701
859,1950,20,30.4,38.97046154570008
860,1951,1,31.166666666666668,39.701724004171844
861,1951,2,42.93729372937294,40.80568849215592
862,1951,3,18.307692307692307,41.47692884926782
863,1951,4,38.8,42.24333580162024
864,1951,5,25.428571428571427,43.246130832676144
865,1951,6,0.0,44.293273689819
866,1951,7,43.642857142857146,44.82889734783188
867,1951,8,23.75,45.41169065699084
868,1951,9,31.0,45.81446487807492
869,1951,10,0.0,36.907322020932064
870,1951,11,0.0,27.6358934495035
871,1951,12,37.41935483870968,18.525801706384232
872,1951,13,31.8,
873,1951,14,37.583333333333336,
874,1951,15,0.0,
875,1951,16,44.0,
876,1951,17,45.64705882352941,0.0
877,1951,18,0.0,0.0
878,1951,19,0.0,0.0
879,1951,20,31.0,0.0
880,1952,1,32.90909090909091,0.0
881,1952,2,42.70890410958904,0.0
882,1952,3,27.291666666666668,0.0
883,1952,4,41.1484375,0.0
884,1952,5,30.294117647058822,0.0
885,1952,6,0.0,0.0
886,1952,7,37.76470588235294,0.0
887,1952,8,30.0,0.0
888,1952,9,0.0,0.0
889,1952,10,36.0,0.0
890,1952,11,0.0,0.0
891,1952,12,36.642857142857146,-6.6
892,1952,13,46.6,-6.6
893,1952,14,38.48275862068966,-6.6
894,1952,15,0.0,-6.6
895,1952,16,52.42857142857143,-6.6
896,1952,17,46.89473684210526,0.0
897,1952,18,0.0,0.0
898,1952,19,0.0,0.0
899,1952,20,36.0,1.0
900,1953,1,32.69230769230769,1.0
901,1953,2,43.06185567010309,1.0
902,1953,3,17.275,1.0
903,1953,4,39.94444444444444,1.0
904,1953,5,26.954545454545453,0.0
905,1953,6,0.0,0.0
906,1953,7,39.27272727272727,0.0
907,1953,8,27.75,0.2
908,1953,9,0.0,-3.0
909,1953,10,0.0,0.1
910,1953,11,0.0,0.1
911,1953,12,37.17857142857143,0.1
912,1953,13,32.0,6.1
913,1953,14,36.82142857142857,9.3
914,1953,15,0.0,7.8
915,1953,16,47.6,14.0
916,1953,17,47.86206896551724,14.0
917,1953,18,0.0,7.8
918,1953,19,22.0,15.2
919,1953,20,33.5,18.666666666666664
920,1954,1,33.69230769230769,12.466666666666665
921,1954,2,43.32209737827716,19.766666666666666
922,1954,3,20.625,25.216666666666665
923,1954,4,40.525925925925925,23.716666666666665
924,1954,5,26.76923076923077,26.55
925,1954,6,0.0,31.75
926,1954,7,36.666666666666664,30.325
927,1954,8,26.333333333333332,31.208333333333332
928,1954,9,37.0,31.508333333333333
929,1954,10,37.0,29.82651515151515
930,1954,11,0.0,30.73420745920746
931,1954,12,37.80769230769231,30.52587412587413
932,1954,13,39.25,31.135397935397936
933,1954,14,36.60606060606061,31.844488844488843
934,1954,15,0.0,32.59964035964036
935,1954,16,48.0,33.86528138528139
936,1954,17,49.52173913043478,35.727186147186146
937,1954,18,0.0,36.550995670995675
938,1954,19,0.0,37.514632034632044
939,1954,20,34.857142857142854,38.39584415584416
940,1955,1,33.85,39.13362193362194
941,1955,2,43.92929292929293,39.68005050505051
942,1955,3,19.307692307692307,38.824494949494955
943,1955,4,41.265625,38.42676767676768
944,1955,5,30.458333333333332,38.31959064327486
945,1955,6,0.0,36.87163742690059
946,1955,7,44.13333333333333,36.66330409356725
947,1955,8,26.2,37.200192982456144
948,1955,9,25.333333333333332,37.46365452091768
949,1955,10,34.5,37.038237319377245
950,1955,11,0.0,37.775079424640396
951,1955,12,35.1764705882353,37.058412757973734
952,1955,13,34.5,37.33898418654516
953,1955,14,33.73809523809524,37.29241453997552
954,1955,15,29.0,37.63712998712999
955,1955,16,61.666666666666664,38.00601887601888
956,1955,17,50.38095238095238,38.72132499846786
957,1955,18,0.0,39.128602626500204
958,1955,19,-3.0,39.011468016161714
959,1955,20,37.833333333333336,39.65838159640862
960,1956,1,30.0,39.749492707519735
961,1956,2,44.54873646209386,40.038403452540635
962,1956,3,21.454545454545453,40.321304395936856
963,1956,4,40.92857142857143,40.83196378105013
964,1956,5,31.366666666666667,40.865509970918154
965,1956,6,0.0,41.0104686486041
966,1956,7,41.86666666666667,40.88367113597293
967,1956,8,28.0,41.038921135972934
968,1956,9,0.0,41.459386822247446
969,1956,10,0.0,41.49940324260869
970,1956,11,0.0,42.519669790147965
971,1956,12,38.03030303030303,43.05134134440017
972,1956,13,40.166666666666664,43.65412705868588
973,1956,14,35.11290322580645,43.8232447057447
974,1956,15,36.0,44.581701848601845
975,1956,16,44.0,45.07585646833787
976,1956,17,45.6551724137931,46.186895429376825
977,1956,18,0.0,46.795294900276296
978,1956,19,0.0,48.05362823360963
979,1956,20,29.0,38.90802823360963
980,1957,1,29.72222222222222,29.388648388648384
981,1957,2,44.272,
982,1957,3,21.660714285714285,
983,1957,4,41.62285714285714,
984,1957,5,28.71794871794872,
985,1957,6,0.0,0.0
986,1957,7,39.857142857142854,0.0
987,1957,8,28.0,0.0
988,1957,9,36.5,0.0
989,1957,10,0.0,0.0
990,1957,11,0.0,0.0
991,1957,12,36.44,0.0
992,1957,13,47.2,0.0
993,1957,14,37.293103448275865,0.0
994,1957,15,0.0,0.0
995,1957,16,52.75,0.0
996,1957,17,47.35294117647059,0.0
997,1957,18,0.0,0.0
998,1957,19,0.0,0.0
999,1957,20,35.7,0.0
1000,1958,1,32.0,0.0
1001,1958,2,44.44221105527638,0.0
1002,1958,3,26.642857142857142,0.0
1003,1958,4,41.78378378378378,0.0
1004,1958,5,31.133333333333333,0.0
1005,1958,6,0.0,0.0
1006,1958,7,38.76923076923077,0.0
1007,1958,8,28.5,0.0
1008,1958,9,27.25,0.0
1009,1958,10,37.0,0.0
1010,1958,11,0.0,0.0
1011,1958,12,38.57142857142857,0.0
1012,1958,13,0.0,0.0
1013,1958,14,37.12,0.0
1014,1958,15,41.0,0.0
1015,1958,16,54.666666666666664,0.0
1016,1958,17,49.06666666666667,0.0
1017,1958,18,0.0,0.0
1018,1958,19,0.0,0.0
1019,1958,20,32.214285714285715,0.0
1020,1959,1,32.095238095238095,0.0
1021,1959,2,45.33196721311475,0.0
1022,1959,3,26.695652173913043,0.0
1023,1959,4,41.89403973509934,0.0
1024,1959,5,33.114285714285714,0.0
1025,1959,6,0.0,7.2
1026,1959,7,40.90909090909091,7.2
1027,1959,8,28.75,14.6
1028,1959,9,29.5,21.5
1029,1959,10,0.0,21.5
1030,1959,11,0.0,14.3
1031,1959,12,36.2,21.7
1032,1959,13,72.0,14.3
1033,1959,14,40.57142857142857,10.0
1034,1959,15,40.0,17.56
1035,1959,16,54.75,21.16
1036,1959,17,48.21052631578947,16.56
1037,1959,18,76.0,23.080000000000002
1038,1959,19,28.0,26.603076923076923
1039,1959,20,38.266666666666666,26.603076923076923
1040,1960,1,36.5625,29.536410256410257
1041,1960,2,46.18269230769231,33.65948717948718
1042,1960,3,26.655172413793103,34.53948717948718
1043,1960,4,42.56976744186046,34.966410256410256
1044,1960,5,32.61764705882353,33.98288084464555
1045,1960,6,16.0,34.53526179702651
1046,1960,7,49.9,35.64295410471881
1047,1960,8,32.2,35.11795410471881
1048,1960,9,39.5,35.967954104718814
1049,1960,10,13.0,36.99148351648351
1050,1960,11,0.0,39.205769230769235
1051,1960,12,35.351351351351354,37.82954545454545
1052,1960,13,0.0,38.01770334928229
1053,1960,14,38.857142857142854,36.730746827543165
1054,1960,15,44.0,35.87360397040031
1055,1960,16,65.0,33.13931825611459
1056,1960,17,56.0,32.80477280156914
1057,1960,18,0.0,32.4616149068323
1058,1960,19,0.0,33.04357142857143
1059,1960,20,36.0,32.94357142857143
1060,1961,1,34.166666666666664,33.529857142857146
1061,1961,2,46.58638743455497,34.12414285714285
1062,1961,3,21.857142857142858,34.21541046277666
1063,1961,4,43.51898734177215,34.7042814305186
1064,1961,5,29.846153846153847,35.11742428766145
1065,1961,6,0.0,34.98394280617997
1066,1961,7,38.416666666666664,35.489657091894266
1067,1961,8,33.0,35.08958948626046
1068,1961,9,26.0,35.627287145969504
1069,1961,10,37.8,35.827697402379755
1070,1961,11,0.0,36.389571040723986
1071,1961,12,37.32432432432432,36.44864080816585
1072,1961,13,0.0,37.81892228964732
1073,1961,14,38.45,38.10718972777011
1074,1961,15,41.0,38.86277947135986
1075,1961,16,0.0,38.84379082326904
1076,1961,17,50.0,39.291705182811306
1077,1961,18,0.0,39.38755703466315
1078,1961,19,29.0,39.38019010489186
1079,1961,20,38.5,39.51633825304001
1080,1962,1,33.0,40.00144637217505
1081,1962,2,46.75431034482759,40.29204466277334
1082,1962,3,23.57894736842105,40.79917734885749
1083,1962,4,43.6375,41.51854729351479
1084,1962,5,33.65,42.26064304780566
1085,1962,6,18.25,43.054131419898695
1086,1962,7,39.7,43.43654900231627
1087,1962,8,35.625,35.052082982898796
1088,1962,9,29.375,26.33024390243903
1089,1962,10,18.0,17.44
1090,1962,11,0.0,
1091,1962,12,34.16216216216216,
1092,1962,13,46.0,
1093,1962,14,39.37777777777778,
1094,1962,15,41.5,0.0
1095,1962,16,0.0,0.0
1096,1962,17,48.9,0.0
1097,1962,18,0.0,0.0
1098,1962,19,0.0,0.0
1099,1962,20,36.0,0.0
1100,1963,1,31.88888888888889,0.0
1101,1963,2,47.58762886597938,0.0
1102,1963,3,27.0,0.0
1103,1963,4,44.592592592592595,0.0
1104,1963,5,33.57142857142857,0.0
1105,1963,6,40.0,0.0
1106,1963,7,43.916666666666664,0.0
1107,1963,8,35.5,0.0
1108,1963,9,31.666666666666668,0.0
1109,1963,10,14.0,0.0
1110,1963,11,0.0,0.0
1111,1963,12,38.48780487804878,0.0
1112,1963,13,0.0,0.0
1113,1963,14,40.256410256410255,0.0
1114,1963,15,45.5,0.0
1115,1963,16,71.0,0.0
1116,1963,17,58.27272727272727,0.0
1117,1963,18,0.0,0.0
1118,1963,19,22.0,0.0
1119,1963,20,39.833333333333336,-6.4
1120,1964,1,33.51428571428571,-6.4
1121,1964,2,48.914572864321606,-6.4
1122,1964,3,27.426666666666666,-6.4
1123,1964,4,43.73410404624278,-6.4
1124,1964,5,33.19047619047619,0.0
1125,1964,6,28.0,0.0
1126,1964,7,45.75,0.0
1127,1964,8,37.0,0.0
1128,1964,9,31.0,0.0
1129,1964,10,32.6,0.0
1130,1964,11,0.0,0.0
1131,1964,12,38.303030303030305,0.0
1132,1964,13,34.0,0.0
1133,1964,14,41.911764705882355,0.0
1134,1964,15,39.833333333333336,0.0
1135,1964,16,63.0,0.0
1136,1964,17,65.0,0.0
1137,1964,18,0.0,0.0
1138,1964,19,11.5,0.0
1139,1964,20,39.0,0.0
1140,1965,1,35.696969696969695,0.0
1141,1965,2,47.75,0.0
1142,1965,3,27.522222222222222,0.0
1143,1965,4,44.41520467836257,0.0
1144,1965,5,31.155555555555555,0.0
1145,1965,6,33.4,0.0
1146,1965,7,44.69230769230769,0.0
1147,1965,8,38.25,0.0
1148,1965,9,31.09090909090909,0.0
1149,1965,10,30.615384615384617,0.4
1150,1965,11,0.0,0.4
1151,1965,12,37.743589743589745,6.8
1152,1965,13,27.0,6.8
1153,1965,14,43.05882352941177,13.9
1154,1965,15,44.4,13.5
1155,1965,16,60.5,20.1
1156,1965,17,58.375,19.3
1157,1965,18,0.0,26.23333333333333
1158,1965,19,12.5,24.73333333333333
1159,1965,20,32.0,24.73333333333333
1160,1966,1,33.31707317073171,25.133333333333333
1161,1966,2,48.62686567164179,26.704761904761902
1162,1966,3,30.670212765957448,27.771428571428572
1163,1966,4,44.901315789473685,27.92142857142857
1164,1966,5,31.272727272727273,27.92142857142857
1165,1966,6,31.0,29.121428571428574
1166,1966,7,45.15,28.71666666666667
1167,1966,8,36.857142857142854,28.281884057971013
1168,1966,9,30.53846153846154,30.279252479023647
1169,1966,10,37.8,37.80517840494957
1170,1966,11,0.0,36.88104047391509
1171,1966,12,39.86842105263158,38.257230950105566
1172,1966,13,28.0,38.47296593975359
1173,1966,14,42.125,38.41226418536763
1174,1966,15,37.375,38.23179280489625
1175,1966,16,64.4,38.59314003825632
1176,1966,17,0.0,37.30817763224128
1177,1966,18,0.0,37.2122252512889
1178,1966,19,22.25,38.654130013193665
1179,1966,20,39.333333333333336,38.50867546773911
1180,1967,1,33.679245283018865,37.37469197186515
1181,1967,2,50.26767676767677,37.162951081176885
1182,1967,3,29.986666666666668,36.65346128525852
1183,1967,4,42.94405594405595,34.55703271382995
1184,1967,5,31.604166666666668,34.69988985668709
1185,1967,6,30.846153846153847,35.533806907378334
1186,1967,7,40.142857142857146,36.71622448979592
1187,1967,8,36.0,37.68274327122153
1188,1967,9,28.333333333333332,38.88589453172574
1189,1967,10,32.666666666666664,39.481219207050415
1190,1967,11,2.0,40.788520794351996
1191,1967,12,38.38235294117647,41.34606047689168
1192,1967,13,29.0,41.4628550207962
1193,1967,14,39.06666666666667,42.59006090314914
1194,1967,15,33.76923076923077,44.00902194211018
1195,1967,16,80.0,44.364577497665735
1196,1967,17,59.5,35.97846638655462
1197,1967,18,0.0,27.719642857142855
1198,1967,19,24.0,18.357142857142854
1199,1967,20,39.0,
1200,1968,1,35.42307692307692,
1201,1968,2,48.59887005649718,
1202,1968,3,28.3375,
1203,1968,4,45.52866242038217,0.0
1204,1968,5,34.78378378378378,0.0
1205,1968,6,19.8,0.0
1206,1968,7,45.4375,0.0
1207,1968,8,39.111111111111114,0.0
1208,1968,9,34.714285714285715,0.0
1209,1968,10,34.61538461538461,0.0
1210,1968,11,0.0,0.0
1211,1968,12,40.8,0.0
1212,1968,13,24.0,0.0
1213,1968,14,45.125,0.0
1214,1968,15,35.30769230769231,0.0
1215,1968,16,54.0,6.0
1216,1968,17,55.0,6.0
1217,1968,18,0.0,6.0
1218,1968,19,24.0,6.0
1219,1968,20,40.1764705882353,12.8
1220,1969,1,35.27272727272727,6.8
1221,1969,2,50.09615384615385,14.7
1222,1969,3,30.16842105263158,14.7
1223,1969,4,45.401162790697676,14.7
1224,1969,5,36.733333333333334,14.366666666666669
1225,1969,6,30.4,20.133333333333333
1226,1969,7,38.6,18.404761904761905
1227,1969,8,37.72222222222222,25.044761904761906
1228,1969,9,34.54545454545455,33.27809523809524
1229,1969,10,37.0,33.41142857142857
1230,1969,11,32.0,35.59476190476191
1231,1969,12,41.28260869565217,35.623333333333335
1232,1969,13,34.0,34.983333333333334
1233,1969,14,43.89655172413793,33.589999999999996
1234,1969,15,42.0,34.89
1235,1969,16,0.0,34.339999999999996
1236,1969,17,55.0,37.489999999999995
1237,1969,18,0.0,37.42333333333333
1238,1969,19,26.5,38.34333333333334
1239,1969,20,44.5,36.59333333333334
1240,1970,1,34.40963855421687,35.54717948717949
1241,1970,2,51.1,32.53354312354312
1242,1970,3,30.556451612903224,34.084080757951725
1243,1970,4,44.30921052631579,33.652652186523156
1244,1970,5,37.69230769230769,34.93836647223744
1245,1970,6,28.642857142857142,36.14605877992975
1246,1970,7,50.733333333333334,36.84498926121317
1247,1970,8,35.785714285714285,36.967178899531845
1248,1970,9,34.86666666666667,36.92660747096041
1249,1970,10,32.75,37.20517889953184
1250,1970,11,0.0,36.88364043799338
1251,1970,12,40.1,36.918616590616594
1252,1970,13,28.5,36.77742084942085
1253,1970,14,47.416666666666664,36.32185328185328
1254,1970,15,35.705882352941174,36.305128543177325
1255,1970,16,0.0,36.72573460378338
1256,1970,17,62.5,37.20418228223106
1257,1970,18,0.0,37.71300162789252
1258,1970,19,26.09090909090909,38.55703978369537
1259,1970,20,40.375,39.01947880808562
1260,1971,1,33.37662337662338,39.61539448660999
1261,1971,2,51.4,40.086676537892046
1262,1971,3,30.48235294117647,40.172083236456636
1263,1971,4,45.36153846153846,41.07061264822134
1264,1971,5,36.04255319148936,41.45346979107849
1265,1971,6,27.88,41.73861471861472
1266,1971,7,40.473684210526315,42.71861471861472
1267,1971,8,37.32,43.196365914786966
1268,1971,9,36.86666666666667,43.69136591478697
1269,1971,10,32.88235294117647,44.12497936016512
1270,1971,11,35.5,43.95173374613003
1271,1971,12,40.29545454545455,44.20390765917351
1272,1971,13,38.5,44.77956555391036
1273,1971,14,45.375,44.35198979633459
1274,1971,15,35.625,44.9755192080993
1275,1971,16,0.0,45.24158091408841
1276,1971,17,57.0,45.45837251828631
1277,1971,18,0.0,46.361257133670925
1278,1971,19,28.666666666666668,47.5331186055324
1279,1971,20,41.42857142857143,47.154547176960975
1280,1972,1,34.77906976744186,48.13117552945139
1281,1972,2,51.23021582733813,48.62887667887668
1282,1972,3,29.855172413793102,49.432539682539684
1283,1972,4,46.42028985507246,49.26440781440782
1284,1972,5,36.53846153846154,49.705048208496486
1285,1972,6,27.14,51.33579756250166
1286,1972,7,36.888888888888886,51.475797562501654
1287,1972,8,38.35,50.890083276787365
1288,1972,9,37.642857142857146,51.11059609730019
1289,1972,10,35.42857142857143,51.89398167723749
1290,1972,11,0.0,50.95212121212121
1291,1972,12,42.875,50.085454545454546
1292,1972,13,35.166666666666664,50.78545454545454
1293,1972,14,45.2,52.04678787878788
1294,1972,15,38.470588235294116,52.60133333333333
1295,1972,16,0.0,53.17990476190475
1296,1972,17,0.0,54.26298168498168
1297,1972,18,0.0,54.90742612942613
1298,1972,19,31.0,55.548656898656894
1299,1972,20,44.42857142857143,55.41788766788767
1300,1973,1,35.21348314606742,55.98931623931624
1301,1973,2,52.90277777777778,57.18475783475783
1302,1973,3,30.22972972972973,57.059611635927425
1303,1973,4,47.63703703703704,56.95704753336332
1304,1973,5,35.333333333333336,54.28781676413255
1305,1973,6,25.652173913043477,42.83781676413255
1306,1973,7,40.36842105263158,31.31929824561404
1307,1973,8,37.75,19.866666666666667
1308,1973,9,38.833333333333336,
1309,1973,10,40.15384615384615,
1310,1973,11,33.0,
1311,1973,12,42.714285714285715,
1312,1973,13,32.125,9.5
1313,1973,14,46.44444444444444,9.5
1314,1973,15,36.714285714285715,14.680000000000001
1315,1973,16,59.0,16.98
1316,1973,17,0.0,22.555
1317,1973,18,0.0,21.89029411764706
1318,1973,19,32.0,28.134738562091503
1319,1973,20,45.6,29.17579119367045
1320,1974,1,35.96296296296296,28.875791193670448
1321,1974,2,52.54676258992806,29.80079119367045
1322,1974,3,32.49333333333333,29.69216374269006
1323,1974,4,47.1015625,29.002005012531328
1324,1974,5,33.87179487179487,29.81428571428571
1325,1974,6,28.444444444444443,31.694285714285712
1326,1974,7,45.24,31.148131868131866
1327,1974,8,37.03448275862069,32.127587650444795
1328,1974,9,39.36363636363637,33.151562805724296
1329,1974,10,34.375,32.548998703160194
1330,1974,11,28.0,32.44042727458877
1331,1974,12,42.708333333333336,33.83896207312357
1332,1974,13,38.5,35.143365939933446
1333,1974,14,43.57142857142857,36.77760507036823
1334,1974,15,39.875,38.10068199344515
1335,1974,16,0.0,40.0770795089731
1336,1974,17,0.0,41.428402260295854
1337,1974,18,0.0,40.732161658792094
1338,1974,19,32.6,39.26966165879209
1339,1974,20,40.625,38.90528918915647
1340,1975,1,34.252631578947366,36.2618109282869
1341,1975,2,52.51639344262295,34.38310722458319
1342,1975,3,32.64327485380117,34.00518514666112
1343,1975,4,47.85271317829457,34.635185146661115
1344,1975,5,38.07142857142857,34.42904479578392
1345,1975,6,30.045454545454547,37.04777389277389
1346,1975,7,37.833333333333336,37.56563103563103
1347,1975,8,39.1875,37.97926739926739
1348,1975,9,39.27272727272727,37.9792673992674
1349,1975,10,37.0,37.72926739926739
1350,1975,11,34.666666666666664,36.6347619047619
1351,1975,12,45.0,35.65190476190476
1352,1975,13,38.63636363636363,37.82190476190476
1353,1975,14,45.18181818181818,36.841904761904765
1354,1975,15,37.666666666666664,37.75857142857143
1355,1975,16,86.0,36.83
1356,1975,17,0.0,38.50333333333334
1357,1975,18,0.0,38.623333333333335
1358,1975,19,30.142857142857142,32.223333333333336
1359,1975,20,46.0,38.77333333333333
1360,1976,1,36.370370370370374,31.873333333333335
1361,1976,2,55.6484375,23.84
1362,1976,3,32.263888888888886,23.6
1363,1976,4,48.04950495049505,23.6
1364,1976,5,37.34090909090909,16.0
1365,1976,6,26.814814814814813,21.4
1366,1976,7,42.0625,27.0
1367,1976,8,40.57692307692308,23.6
1368,1976,9,40.55555555555556,28.4
1369,1976,10,38.0,28.4
1370,1976,11,28.0,28.7
1371,1976,12,42.68421052631579,30.8
1372,1976,13,31.5,32.03333333333333
1373,1976,14,46.8,33.65833333333333
1374,1976,15,36.793103448275865,34.55833333333333
1375,1976,16,0.0,36.58560606060606
1376,1976,17,0.0,35.18560606060606
1377,1976,18,0.0,35.58560606060606
1378,1976,19,32.0,36.160606060606064
1379,1976,20,45.125,36.240606060606055
1380,1977,1,38.37404580152672,35.99904761904762
1381,1977,2,56.30327868852459,37.58476190476191
1382,1977,3,33.27979274611399,38.376428571428576
1383,1977,4,48.925,40.3597619047619
1384,1977,5,34.333333333333336,40.6597619047619
1385,1977,6,27.76086956521739,41.30738095238095
1386,1977,7,50.142857142857146,42.11055555555556
1387,1977,8,38.8421052631579,43.45222222222222
1388,1977,9,40.375,43.248888888888885
1389,1977,10,46.5,44.4831746031746
1390,1977,11,0.0,45.57841269841269
1391,1977,12,45.35,46.76952380952381
1392,1977,13,37.166666666666664,46.082857142857144
1393,1977,14,44.285714285714285,47.55285714285714
1394,1977,15,39.541666666666664,52.09074534161491
1395,1977,16,63.0,53.012173913043476
1396,1977,17,0.0,53.198840579710144
1397,1977,18,0.0,54.685507246376815
1398,1977,19,37.125,56.155507246376814
1399,1977,20,47.666666666666664,53.503333333333345
1400,1978,1,37.03597122302158,54.57333333333334
1401,1978,2,56.85820895522388,57.90666666666667
1402,1978,3,34.1144578313253,58.44
1403,1978,4,49.87096774193548,58.8
1404,1978,5,32.51724137931034,60.6
1405,1978,6,28.79591836734694,61.246666666666655
1406,1978,7,47.476190476190474,60.60666666666666
1407,1978,8,36.7037037037037,61.70666666666666
1408,1978,9,34.55555555555556,61.96952380952381
1409,1978,10,33.27272727272727,60.66952380952381
1410,1978,11,35.0,61.436190476190475
1411,1978,12,44.88235294117647,61.009523809523806
1412,1978,13,35.0,62.70952380952381
1413,1978,14,41.666666666666664,50.36666666666666
1414,1978,15,36.541666666666664,38.666666666666664
1415,1978,16,0.0,26.03333333333334
1416,1978,17,0.0,13.7
1417,1978,18,0.0,
1418,1978,19,30.0,
1419,1978,20,46.44444444444444,
1420,1979,1,36.5125,
1421,1979,2,56.049586776859506,0.0
1422,1979,3,33.27333333333333,0.0
1423,1979,4,49.96638655462185,0.0
1424,1979,5,32.265306122448976,0.0
1425,1979,6,28.71698113207547,0.0
1426,1979,7,46.096774193548384,0.0
1427,1979,8,42.041666666666664,0.0
1428,1979,9,37.375,0.0
1429,1979,10,35.31578947368421,0.0
1430,1979,11,35.857142857142854,0.0
1431,1979,12,41.8421052631579,0.0
1432,1979,13,38.9,0.0
1433,1979,14,48.125,0.0
1434,1979,15,43.44827586206897,0.0
1435,1979,16,65.0,0.0
1436,1979,17,0.0,6.9
1437,1979,18,0.0,6.9
1438,1979,19,36.8,6.9
1439,1979,20,46.125,11.5
1440,1980,1,36.132075471698116,16.55
1441,1980,2,57.06299212598425,14.45
1442,1980,3,34.5578231292517,19.45
1443,1980,4,47.932038834951456,24.05
1444,1980,5,34.07843137254902,23.783333333333335
1445,1980,6,27.444444444444443,23.893333333333334
1446,1980,7,45.69565217391305,19.093333333333334
1447,1980,8,41.5,14.093333333333334
1448,1980,9,38.73684210526316,16.293333333333333
1449,1980,10,30.565217391304348,11.959999999999999
1450,1980,11,40.0,12.8
1451,1980,12,46.26086956521739,19.65
1452,1980,13,37.42857142857143,26.122727272727275
1453,1980,14,51.5,26.256060606060608
