,year,Community,average_age,rolling_average_age
116,1913,17,0.0,27.873015873015873
117,1913,18,30.742857142857144,30.439682539682543
118,1913,19,0.0,32.0512380952381
119,1913,20,0.0,33.740711779448624
120,1914,1,0.0,34.071664160401
121,1914,2,32.166666666666664,33.95142606516291
122,1914,3,0.0,33.55318045112782
123,1914,4,0.0,33.90829156223893
124,1914,5,0.0,33.715114174324704
125,1914,6,0.0,33.379399888610415
126,1914,7,0.0,33.51484764980445
127,1914,8,0.0,33.29437180265232
128,1914,9,0.0,33.130572519498195
129,1914,10,0.0,33.11889160781728
130,1914,11,0.0,33.94098684591252
131,1914,12,0.0,34.79140864993588
132,1914,13,25.9,35.422902696792875
133,1914,14,0.0,36.18798756305076
134,1914,15,0.0,36.97318349919009
135,1914,16,28.772727272727273,37.40697629198289
136,1914,17,0.0,37.8382989189577
137,1914,18,32.69047619047619,38.35995856772014
138,1914,19,0.0,38.48606933619183
139,1914,20,0.0,38.68818783999852
140,1915,1,0.0,39.01955951510371
141,1915,2,32.476190476190474,39.258489771891114
142,1915,3,0.0,39.70834325174459
143,1915,4,0.0,40.15511497687528
144,1915,5,0.0,40.563778144227626
145,1915,6,0.0,40.956255615004224
146,1915,7,0.0,41.62034274686296
147,1915,8,0.0,42.11024402444716
148,1915,9,0.0,42.395171326305416
149,1915,10,0.0,42.574793388155115
150,1915,11,0.0,42.815348419177504
151,1915,12,0.0,42.60998499218533
152,1915,13,27.5,42.55659007952333
153,1915,14,0.0,42.628164411765624
154,1915,15,0.0,42.880320492022804
155,1915,16,31.789473684210527,42.8958763313146
156,1915,17,21.0,43.19188876332703
157,1915,18,33.921052631578945,43.514177309871215
158,1915,19,0.0,43.82679648795341
159,1915,20,0.0,44.102867564988074
160,1916,1,0.0,44.504841531955584
161,1916,2,35.833333333333336,44.95552140763546
162,1916,3,0.0,45.36305160212768
163,1916,4,0.0,45.859513671093204
164,1916,5,0.0,46.4885972332338
165,1916,6,0.0,47.20511836347517
166,1916,7,0.0,47.51857990193671
167,1916,8,0.0,47.92667554935407
168,1916,9,0.0,48.629348833923906
169,1916,10,0.0,48.83159707202746
170,1916,11,0.0,49.067913268393916
171,1916,12,0.0,49.73791326839391
172,1916,13,27.875,50.29254013406556
173,1916,14,0.0,50.485047945997835
174,1916,15,0.0,51.34582949025395
175,1916,16,33.75,51.83595123900879
176,1916,17,22.5,52.119229927533375
177,1916,18,32.6875,52.968917427533384
178,1916,19,0.0,53.98352999977068
179,1916,20,0.0,54.7746162352599
180,1917,1,-51.0,55.47518107264618
181,1917,2,33.28,56.384500809318446
182,1917,3,0.0,57.046041379493886
183,1917,4,0.0,57.7003281705246
184,1917,5,0.0,57.91634070046748
185,1917,6,0.0,58.63728754262644
186,1917,7,0.0,59.63780387152794
187,1917,8,0.0,59.973634624881925
188,1917,9,0.0,60.22869209614629
189,1917,10,0.0,61.01603777515864
190,1917,11,0.0,61.361537213991404
191,1917,12,0.0,61.36842245989304
192,1917,13,28.176470588235293,61.83004288164666
193,1917,14,0.0,61.926709548313326
194,1917,15,0.0,62.59364503218429
195,1917,16,34.35,67.01100120258394
196,1917,17,25.5,67.2546375662203
197,1917,18,31.846153846153847,67.22067530206937
198,1917,19,0.0,67.88083790369538
199,1917,20,0.0,67.04644958963573
200,1918,1,0.0,63.463256098661915
201,1918,2,34.94736842105263,63.2272059419221
202,1918,3,0.0,62.46642835472943
203,1918,4,0.0,62.63959908643674
204,1918,5,0.0,63.39359037816388
205,1918,6,0.0,62.30730648661684
206,1918,7,0.0,62.85972027972027
207,1918,8,0.0,63.181909918038954
208,1918,9,0.0,62.7991512973493
209,1918,10,0.0,62.698482401028215
210,1918,11,0.0,64.56947807202388
211,1918,12,0.0,64.42477218967096
212,1918,13,31.22222222222222,65.9823273679392
213,1918,14,0.0,66.84690417044705
214,1918,15,0.0,67.68603460522965
215,1918,16,29.94736842105263,53.79079650999156
216,1918,17,24.0,40.9555023923445
217,1918,18,32.583333333333336,27.28181818181818
218,1918,19,0.0,
219,1918,20,0.0,
220,1919,1,0.0,
221,1919,2,33.82142857142857,
222,1919,3,0.0,0.0
223,1919,4,0.0,0.0
224,1919,5,0.0,0.0
225,1919,6,0.0,0.0
226,1919,7,0.0,0.0
227,1919,8,0.0,0.0
228,1919,9,0.0,0.0
229,1919,10,0.0,0.0
230,1919,11,0.0,0.0
231,1919,12,0.0,0.0
232,1919,13,31.105263157894736,0.0
233,1919,14,0.0,0.0
234,1919,15,0.0,0.0
235,1919,16,25.7,0.0
236,1919,17,25.0,0.0
237,1919,18,33.285714285714285,0.0
238,1919,19,0.0,-6.0
239,1919,20,0.0,-6.0
240,1920,1,22.0,-6.0
241,1920,2,31.875,-6.0
242,1920,3,0.0,-0.6
243,1920,4,46.0,5.4
244,1920,5,0.0,5.4
245,1920,6,0.0,5.4
246,1920,7,0.0,5.4
247,1920,8,0.0,-4.2
248,1920,9,0.0,-4.2
249,1920,10,0.0,-4.2
250,1920,11,0.0,-1.7333333333333332
251,1920,12,0.0,0.3333333333333336
252,1920,13,26.0,12.933333333333334
253,1920,14,0.0,17.6
254,1920,15,0.0,20.533333333333335
255,1920,16,31.916666666666668,18.06666666666667
256,1920,17,0.0,17.240000000000002
257,1920,18,33.0,12.64
258,1920,19,0.0,12.046060606060607
259,1920,20,0.0,12.237727272727273
260,1921,1,0.0,16.287727272727274
261,1921,2,33.8421052631579,18.709265734265735
262,1921,3,0.0,20.367599067599066
263,1921,4,32.666666666666664,19.749871794871794
264,1921,5,0.0,20.749871794871794
265,1921,6,0.0,20.561410256410255
266,1921,7,0.0,21.190780885780885
267,1921,8,0.0,20.06459040959041
268,1921,9,0.0,21.93816183816184
269,1921,10,0.0,23.152292272944447
270,1921,11,0.0,24.621788294164606
271,1921,12,0.0,24.702307774684087
272,1921,13,32.5,25.08595439122544
273,1921,14,0.0,25.15738296265401
274,1921,15,0.0,25.303585861204734
275,1921,16,33.733333333333334,25.47699582289056
276,1921,17,33.0,27.23960980465348
277,1921,18,30.875,28.521153664302602
278,1921,19,0.0,28.788653664302597
279,1921,20,0.0,29.33700454149558
280,1922,1,0.0,29.94385041963178
281,1922,2,35.05555555555556,29.90627845467559
282,1922,3,0.0,29.879979604100875
283,1922,4,27.333333333333332,30.25842555004682
284,1922,5,0.0,30.723408006187174
285,1922,6,0.0,31.14077265436676
286,1922,7,0.0,31.497079843909244
287,1922,8,0.0,32.18200391037342
288,1922,9,0.0,32.95894953069253
289,1922,10,0.0,33.114949530692535
290,1922,11,0.0,33.497859185782644
291,1922,12,0.0,34.332140231534275
292,1922,13,27.633333333333333,34.551921327281896
293,1922,14,0.0,34.97027976101683
294,1922,15,14.0,35.552492526974284
295,1922,16,34.75,35.94728628262683
296,1922,17,0.0,36.15559169750801
297,1922,18,37.54545454545455,37.0860536029252
298,1922,19,0.0,37.40943774926666
299,1922,20,0.0,37.68261748824018
300,1923,1,0.0,37.808077288555474
301,1923,2,33.98148148148148,37.94410839898208
302,1923,3,0.0,37.34720917417588
303,1923,4,34.0,37.11460117162527
304,1923,5,0.0,37.47330713319955
305,1923,6,0.0,37.82964684611821
306,1923,7,0.0,37.981972427513554
307,1923,8,0.0,38.600858021395254
308,1923,9,0.0,39.25168902046154
309,1923,10,0.0,39.23440903580448
310,1923,11,0.0,39.42880928060252
311,1923,12,0.0,39.57373156645037
312,1923,13,27.771428571428572,39.78921176925802
313,1923,14,0.0,39.896198376400875
314,1923,15,0.0,40.311136585550265
315,1923,16,39.4,40.710332831980296
316,1923,17,25.0,41.045801114157726
317,1923,18,38.5,41.52307893783293
318,1923,19,0.0,42.15470758047097
319,1923,20,0.0,42.81792591661781
320,1924,1,0.0,43.627618899073944
321,1924,2,32.142857142857146,44.77823608298665
322,1924,3,0.0,45.543004422755
323,1924,4,33.0,45.10445885938525
324,1924,5,0.0,36.174817165574176
325,1924,6,0.0,36.516703130486455
326,1924,7,0.0,27.10197444831591
327,1924,8,0.0,
328,1924,9,0.0,
329,1924,10,0.0,
330,1924,11,0.0,
331,1924,12,30.0,6.2
332,1924,13,35.166666666666664,7.0
333,1924,14,0.0,7.0
334,1924,15,0.0,0.8
335,1924,16,41.0,0.8
336,1924,17,26.0,0.8
337,1924,18,35.5,0.0
338,1924,19,0.0,0.0
339,1924,20,0.0,9.2
340,1925,1,0.0,15.73333333333333
341,1925,2,32.55223880597015,21.2
342,1925,3,0.0,28.0
343,1925,4,34.0,34.6
344,1925,5,0.0,32.2
345,1925,6,0.0,31.06666666666667
346,1925,7,0.0,31.53333333333333
347,1925,8,0.0,33.013333333333335
348,1925,9,0.0,33.57333333333334
349,1925,10,0.0,34.17333333333333
350,1925,11,0.0,36.19686274509804
351,1925,12,0.0,38.10898395721925
352,1925,13,35.4,37.65898395721925
353,1925,14,0.0,38.13898395721925
354,1925,15,0.0,38.224698242933535
355,1925,16,39.5625,38.21935064935065
356,1925,17,36.666666666666664,38.06520045172219
357,1925,18,33.7,37.63936711838886
358,1925,19,0.0,37.165324565197366
359,1925,20,0.0,36.842687202560015
360,1926,1,0.0,36.879050838923646
361,1926,2,32.73972602739726,36.71604837789001
362,1926,3,0.0,36.73688171122334
363,1926,4,27.0,37.214257597748166
364,1926,5,0.0,37.614514008004576
365,1926,6,0.0,37.3868916303822
366,1926,7,0.0,37.44211915535445
367,1926,8,0.0,37.43378582202112
368,1926,9,0.0,37.24659283956498
369,1926,10,0.0,37.737465113708275
370,1926,11,0.0,38.270542036785194
371,1926,12,0.0,38.9167001250205
372,1926,13,29.76923076923077,39.48892234724271
373,1926,14,0.0,40.13796718155071
374,1926,15,0.0,40.33688657407407
375,1926,16,41.36363636363637,40.76260085978836
376,1926,17,37.333333333333336,40.857484788359784
377,1926,18,41.888888888888886,41.225352656227656
378,1926,19,0.0,41.498975418062344
379,1926,20,0.0,41.759803906434435
380,1927,1,0.0,42.277887089074575
381,1927,2,34.236559139784944,42.68081566050315
382,1927,3,0.0,43.24257742226491
383,1927,4,29.666666666666668,43.6105902844936
384,1927,5,0.0,43.97967773179402
385,1927,6,0.0,44.25614342133433
386,1927,7,22.0,44.117454610145515
387,1927,8,0.0,44.30466857570343
388,1927,9,-33.0,44.63808032459441
389,1927,10,0.0,44.61688149418505
390,1927,11,0.0,44.708926028598015
391,1927,12,0.0,45.40417281080131
392,1927,13,32.53061224489796,45.82584773413229
393,1927,14,34.5,46.16592767599275
394,1927,15,0.0,46.87462820638851
395,1927,16,38.38461538461539,47.412221504179826
396,1927,17,33.4,47.91316353316533
397,1927,18,36.57142857142857,48.35994967414503
398,1927,19,0.0,48.93291448506939
399,1927,20,0.0,48.94877961640077
400,1928,1,0.0,48.82753842011619
401,1928,2,33.92307692307692,48.830773714233835
402,1928,3,-30.0,49.05232484669781
403,1928,4,41.4,49.21827083674431
404,1928,5,0.0,49.61225522661676
405,1928,6,0.0,50.00674150021806
406,1928,7,23.5,50.02386334895756
407,1928,8,0.0,49.678644983895964
408,1928,9,0.0,49.54952920980681
409,1928,10,0.0,49.34360513805045
410,1928,11,0.0,48.72361696537156
411,1928,12,34.0,48.84729208057893
412,1928,13,32.891304347826086,48.97878823669957
413,1928,14,0.0,50.8252357337413
414,1928,15,0.0,50.99743431530159
415,1928,16,42.76470588235294,51.302018356048606
416,1928,17,34.166666666666664,51.00334324084123
417,1928,18,41.0,50.59652738050137
418,1928,19,0.0,48.83257739859474
419,1928,20,0.0,48.676074666354296
420,1929,1,0.0,48.9987031012408
421,1929,2,36.25333333333333,48.82615845838366
422,1929,3,0.0,49.229076846813406
423,1929,4,35.8,49.0076718047966
424,1929,5,0.0,49.42406524741955
425,1929,6,0.0,49.86169487704918
426,1929,7,28.0,50.961025234192036
427,1929,8,0.0,51.26254625189115
428,1929,9,0.0,51.96777482331972
429,1929,10,0.0,52.17521744627054
430,1929,11,0.0,52.282268992662296
431,1929,12,0.0,52.29617876709839
432,1929,13,32.15384615384615,51.44053274939928
433,1929,14,0.0,48.4441041779707
434,1929,15,0.0,45.6301041779707
435,1929,16,40.0,35.195052631578946
436,1929,17,37.22222222222222,
437,1929,18,39.45454545454545,
438,1929,19,0.0,
439,1929,20,0.0,
440,1930,1,0.0,0.0
441,1930,2,36.80434782608695,0.0
442,1930,3,0.0,0.0
443,1930,4,37.0,0.0
444,1930,5,0.0,0.0
445,1930,6,0.0,0.0
446,1930,7,0.0,0.0
447,1930,8,0.0,0.0
448,1930,9,0.0,0.0
449,1930,10,0.0,0.0
450,1930,11,0.0,0.0
451,1930,12,39.5,0.0
452,1930,13,34.857142857142854,0.0
453,1930,14,23.0,0.0
454,1930,15,0.0,0.0
455,1930,16,39.81818181818182,0.0
456,1930,17,33.666666666666664,0.0
457,1930,18,44.833333333333336,0.0
458,1930,19,0.0,0.0
459,1930,20,0.0,0.0
460,1931,1,0.0,0.0
461,1931,2,35.89719626168224,0.0
462,1931,3,0.0,0.0
463,1931,4,37.11764705882353,-0.2
464,1931,5,0.0,2.933333333333333
465,1931,6,15.0,8.8
466,1931,7,37.0,8.8
467,1931,8,0.0,12.114285714285714
468,1931,9,0.0,13.714285714285714
469,1931,10,0.0,15.914285714285715
470,1931,11,0.0,13.814285714285713
471,1931,12,0.0,19.1
472,1931,13,36.76190476190476,21.535714285714285
473,1931,14,25.25,24.321428571428573
474,1931,15,0.0,25.028095238095236
475,1931,16,40.35294117647059,27.118571428571425
476,1931,17,41.333333333333336,26.93285714285714
477,1931,18,37.75,26.762857142857143
478,1931,19,0.0,27.910476190476185
479,1931,20,0.0,26.95619047619048
480,1932,1,-27.0,27.157871148459385
481,1932,2,38.06198347107438,27.44878023936847
482,1932,3,27.0,27.222626393214625
483,1932,4,39.22727272727273,27.98095972654796
484,1932,5,0.0,29.16857877416701
485,1932,6,0.0,28.853344988344986
486,1932,7,0.0,29.689102564102562
487,1932,8,0.0,30.95811355311355
488,1932,9,0.0,31.389976298211593
489,1932,10,0.0,31.085873734109033
490,1932,11,0.0,32.07228399051928
491,1932,12,0.0,32.55990303813833
492,1932,13,39.05263157894737,32.57514113337642
493,1932,14,24.0,32.28272283272283
494,1932,15,0.0,32.568037518037514
495,1932,16,41.06666666666667,32.15887085137085
496,1932,17,36.083333333333336,32.40134189384189
497,1932,18,46.8,33.10991332241333
498,1932,19,0.0,34.41726374976375
499,1932,20,0.0,35.371228933516164
500,1933,1,0.0,36.358087907875145
501,1933,2,37.84905660377358,36.467997817785054
502,1933,3,0.0,35.89569012547736
503,1933,4,39.15,35.97151430130153
504,1933,5,0.0,36.23118548118548
505,1933,6,0.0,35.79015984015984
506,1933,7,25.428571428571427,35.22694144935524
507,1933,8,0.0,34.90564369948606
508,1933,9,0.0,34.10704425971015
509,1933,10,0.0,33.148296403792486
510,1933,11,0.0,33.17162973712582
511,1933,12,32.333333333333336,33.78367441901023
512,1933,13,41.0625,34.27767201804984
513,1933,14,25.0,34.205195620083245
514,1933,15,0.0,34.58026870007262
515,1933,16,44.125,34.430268700072624
516,1933,17,36.27272727272727,34.268829796380196
517,1933,18,40.75,34.56177097285079
518,1933,19,0.0,34.92881750656399
519,1933,20,0.0,35.552310464310466
520,1934,1,17.0,36.01443812388493
521,1934,2,38.4222972972973,36.318076377523184
522,1934,3,0.0,35.85518075462757
523,1934,4,38.2,36.48633848578529
524,1934,5,0.0,36.03116867446454
525,1934,6,1.0,36.24278147290534
526,1934,7,29.875,36.31380203650016
527,1934,8,0.0,36.82635283180958
528,1934,9,0.0,36.789070921800395
529,1934,10,0.0,37.089899269706514
530,1934,11,0.0,37.426158811691245
531,1934,12,28.833333333333332,37.38578949868632
532,1934,13,38.76923076923077,37.6559333212474
533,1934,14,23.0,37.67257403670235
534,1934,15,0.0,38.20064626934776
535,1934,16,46.44444444444444,38.36286346391789
536,1934,17,38.0,39.108730431951464
537,1934,18,47.0,39.784967473012635
538,1934,19,0.0,40.39786799554049
539,1934,20,0.0,40.91058167075416
540,1935,1,18.0,41.38445143270576
541,1935,2,38.96096096096096,40.57632786291172
542,1935,3,0.0,32.340291826875685
543,1935,4,37.42857142857143,24.00661835748792
544,1935,5,-1.0,15.612173913043478
545,1935,6,-15.0,
546,1935,7,36.285714285714285,
547,1935,8,0.0,
548,1935,9,5.0,
549,1935,10,0.0,0.0
550,1935,11,0.0,0.0
551,1935,12,30.857142857142858,0.0
552,1935,13,44.73913043478261,0.0
553,1935,14,21.666666666666668,0.0
554,1935,15,0.0,0.0
555,1935,16,39.82608695652174,0.0
556,1935,17,41.2962962962963,0.0
557,1935,18,46.5,0.0
558,1935,19,0.0,0.0
559,1935,20,0.0,0.0
560,1936,1,29.0,0.0
561,1936,2,38.505494505494504,0.0
562,1936,3,0.0,0.0
563,1936,4,37.09090909090909,0.0
564,1936,5,15.666666666666666,0.0
565,1936,6,0.0,0.0
566,1936,7,33.166666666666664,0.0
567,1936,8,0.0,0.0
568,1936,9,0.0,3.0
569,1936,10,0.0,3.0
570,1936,11,0.0,3.0
571,1936,12,33.2,3.2
572,1936,13,43.51851851851852,0.2
573,1936,14,25.8,-2.8
574,1936,15,0.0,-2.8
575,1936,16,43.355555555555554,-2.8
576,1936,17,40.958333333333336,-3.0
577,1936,18,50.5,0.0
578,1936,19,0.0,0.0
579,1936,20,0.0,0.0
580,1937,1,26.0,0.0
581,1937,2,38.69253731343284,0.0
582,1937,3,-21.0,0.0
583,1937,4,38.45652173913044,0.0
584,1937,5,29.333333333333332,0.0
585,1937,6,0.0,0.0
586,1937,7,36.7,0.0
587,1937,8,0.0,2.0
588,1937,9,0.0,2.0
589,1937,10,0.0,2.0
590,1937,11,-32.0,2.0
591,1937,12,41.166666666666664,2.0
592,1937,13,35.57142857142857,0.0
593,1937,14,0.0,0.0
594,1937,15,29.0,0.0
595,1937,16,42.758620689655174,0.0
596,1937,17,39.45454545454545,0.0
597,1937,18,0.0,3.2
598,1937,19,0.0,3.2
599,1937,20,0.0,6.85
600,1938,1,17.333333333333332,14.85
601,1938,2,38.85964912280702,20.45
602,1938,3,0.0,23.93
603,1938,4,37.020833333333336,30.130000000000003
604,1938,5,0.0,32.64923076923077
605,1938,6,0.0,28.60923076923077
606,1938,7,35.63636363636363,29.089230769230767
607,1938,8,0.0,28.137802197802195
608,1938,9,0.0,27.5138021978022
609,1938,10,0.0,26.77257142857143
610,1938,11,0.0,27.943006211180126
611,1938,12,33.0,27.55189510006901
612,1938,13,33.75,27.832414580588495
613,1938,14,0.0,27.619377543551458
614,1938,15,2.0,27.743551456594936
615,1938,16,46.44,28.372300347455628
616,1938,17,40.958333333333336,28.42680768498183
617,1938,18,45.0,27.90660566477981
618,1938,19,0.0,28.258896939104982
619,1938,20,0.0,29.019223026061507
620,1939,1,12.666666666666666,29.765302510486855
621,1939,2,40.07915567282322,30.261906284071763
622,1939,3,0.0,31.0143967055277
623,1939,4,35.829787234042556,31.684142468239564
624,1939,5,16.571428571428573,31.992695099818512
625,1939,6,0.0,32.35028908478092
626,1939,7,31.5,32.99028908478092
627,1939,8,0.0,33.52224310776943
628,1939,9,0.0,33.95829573934837
629,1939,10,0.0,34.77986605858909
630,1939,11,0.0,34.84944134816438
631,1939,12,39.75,34.37629066323288
632,1939,13,36.94736842105263,34.547957329899546
633,1939,14,34.0,34.54069780176887
634,1939,15,0.0,34.3073771765306
635,1939,16,40.78260869565217,34.36065902981245
636,1939,17,40.857142857142854,34.84269860363285
637,1939,18,46.0,35.13406223999648
638,1939,19,0.0,35.74713480818999
639,1939,20,0.0,35.72155341284116
640,1940,1,31.0,35.97701559771511
641,1940,2,40.15561224489796,36.649102318582315
642,1940,3,12.333333333333334,36.87096653031995
643,1940,4,35.815384615384616,37.20313700325647
644,1940,5,7.0,38.08074940635724
645,1940,6,0.0,39.14982934602542
646,1940,7,23.583333333333332,40.442512272854685
647,1940,8,44.0,41.929182383937096
648,1940,9,0.0,43.30614623935878
649,1940,10,0.0,44.400368461581
650,1940,11,0.0,45.590112051324596
651,1940,12,31.0,36.73645351473923
652,1940,13,31.52173913043478,27.791555555555554
653,1940,14,0.0,18.655555555555555
654,1940,15,0.0,
655,1940,16,44.86666666666667,
656,1940,17,37.392857142857146,
657,1940,18,47.0,
658,1940,19,0.0,-11.066666666666666
659,1940,20,0.0,-11.066666666666666
660,1941,1,31.0,-11.066666666666666
661,1941,2,40.75476190476191,-11.066666666666666
662,1941,3,10.333333333333334,-11.066666666666666
663,1941,4,37.27272727272727,0.0
664,1941,5,26.666666666666668,0.0
665,1941,6,0.0,0.0
666,1941,7,32.166666666666664,0.0
667,1941,8,45.0,0.0
668,1941,9,0.0,0.0
669,1941,10,0.0,0.0
670,1941,11,0.0,0.0
671,1941,12,30.0,0.0
672,1941,13,34.125,0.0
673,1941,14,30.0,4.4
674,1941,15,33.0,9.1
675,1941,16,43.888888888888886,14.7
676,1941,17,39.241379310344826,14.7
677,1941,18,58.0,22.1
678,1941,19,0.0,17.7
679,1941,20,0.0,18.085714285714285
680,1942,1,13.357142857142858,18.460714285714285
681,1942,2,40.9263959390863,25.717857142857145
682,1942,3,42.0,24.951190476190476
683,1942,4,37.64150943396226,32.29119047619047
684,1942,5,18.833333333333332,34.332748917748916
685,1942,6,0.0,34.65774891774892
686,1942,7,36.4,32.11727272727273
687,1942,8,0.0,31.917272727272724
688,1942,9,0.0,31.857272727272726
689,1942,10,0.0,31.236666666666668
690,1942,11,0.0,31.836666666666666
691,1942,12,34.2,34.82526315789473
692,1942,13,33.68181818181818,36.084237516869095
693,1942,14,34.25,36.72645973909132
694,1942,15,34.0,38.044793072424646
695,1942,16,41.74074074074074,38.86479307242465
696,1942,17,40.6551724137931,38.81667277167277
697,1942,18,54.0,39.852936507936505
698,1942,19,0.0,39.48365546218487
699,1942,20,0.0,39.51320091673033
700,1943,1,20.0,39.12653425006366
701,1943,2,40.902964959568735,40.29605805958747
702,1943,3,23.333333333333332,39.94081996434938
703,1943,4,37.125,40.35930735930735
704,1943,5,26.428571428571427,40.25860805860806
705,1943,6,0.0,41.107092907092905
706,1943,7,32.53333333333333,42.26042624042624
707,1943,8,27.333333333333332,41.57042624042624
708,1943,9,1.0,41.538997668997666
709,1943,10,0.0,42.56848484848485
710,1943,11,0.0,43.53666666666667
711,1943,12,39.5,42.49512820512821
712,1943,13,36.9,43.841794871794875
713,1943,14,32.36363636363637,43.9303663003663
714,1943,15,-13.0,44.23453296703296
715,1943,16,46.52,42.80453296703297
716,1943,17,46.629629629629626,44.0127380952381
717,1943,18,57.5,43.07747493734336
718,1943,19,0.0,42.42668128654971
719,1943,20,0.0,41.41286549707602
720,1944,1,35.333333333333336,42.74086549707602
721,1944,2,42.04154302670623,40.160865497076024
722,1944,3,14.666666666666666,40.47862865497076
723,1944,4,38.21666666666667,43.12942230576441
724,1944,5,28.75,44.55097619047619
725,1944,6,0.0,44.72233102918587
726,1944,7,34.5,46.29479479730181
727,1944,8,0.0,46.41562813063514
728,1944,9,-16.0,45.46447605690243
729,1944,10,0.0,45.00423796166433
730,1944,11,0.0,43.82605959354289
731,1944,12,37.0,42.19281151170146
732,1944,13,35.916666666666664,41.977510965253366
733,1944,14,34.666666666666664,42.04190979223284
734,1944,15,0.0,41.065091610414655
735,1944,16,45.0,42.05391513982643
736,1944,17,42.81818181818182,43.00086297556449
737,1944,18,51.0,43.776336682185736
738,1944,19,0.0,42.42911309496215
739,1944,20,24.666666666666668,43.2768136297215
740,1945,1,32.4,43.92427841845391
741,1945,2,43.47604790419162,43.506583364909794
742,1945,3,0.0,42.88252131584775
743,1945,4,37.81666666666667,43.39542672125315
744,1945,5,20.928571428571427,43.36383008259769
745,1945,6,0.0,42.40729552642343
