,Wikipedia_movie_ID,Freebase_movie_ID,Movie_name,Movie_release_date,Movie_box_office_revenue,Movie_runtime,Movie_languages,Movie_countries,Movie_genres,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,171005,/m/016ywb,Henry V,1989-11-08,10161099.0,137.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/04xvh5"": ""Costume drama"", ""/m/082gq"": ""War film"", ""/m/06l3bl"": ""Epic"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation""}",0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0
1,77856,/m/0kcn7,Mary Poppins,1964-08-27,102272727.0,139.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3myq"": ""Children's/Family"", ""/m/04t36"": ""Musical"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/07s9rl0"": ""Drama"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3myc"": ""Children's Fantasy""}",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9633533,/m/02pml15,Vandanam,1989,,168.0,"{""/m/0999q"": ""Malayalam Language""}","{""/m/03rk0"": ""India""}","{""/m/02kdv5l"": ""Action""}",0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
3,29772142,/m/0fq260_,Karayilekku Oru Kadal Dooram,2010-12-31,,110.0,"{""/m/0999q"": ""Malayalam Language""}","{""/m/03rk0"": ""India""}","{""/m/07s9rl0"": ""Drama""}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,26623942,/m/0bh9fbk,Kausthubham,2010-03-19,,,"{""/m/0999q"": ""Malayalam Language""}","{""/m/03rk0"": ""India""}","{""/m/07s9rl0"": ""Drama""}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,26878691,/m/0f400r,Mysterious Island,1982,,100.0,"{""/m/0653m"": ""Standard Mandarin""}","{""/m/03h64"": ""Hong Kong""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/08322"": ""Wuxia"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/0gw5qqq"": ""Chinese Movies"", ""/m/03q4nz"": ""World cinema""}",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
6,10275424,/m/02q74ng,Woman Hungry,1930-04-04,,65.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/04t36"": ""Musical"", ""/m/0hfjk"": ""Western""}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,25960460,/m/0b6kc_5,Daddy and Them,2001,,101.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/059j2"": ""Netherlands""}","{""/m/0vgkd"": ""Black comedy"", ""/m/01z4y"": ""Comedy""}",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,14631844,/m/03grb4v,Joan the Woman,1917-01-04,,138.0,"{""/m/06ppq"": ""Silent film"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06ppq"": ""Silent film"", ""/m/0219x_"": ""Indie"", ""/m/082gq"": ""War film"", ""/m/06l3bl"": ""Epic"", ""/m/01g6gs"": ""Black-and-white"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3mws"": ""Biopic [feature]"", ""/m/0hj3n6f"": ""Historical Epic""}",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,5915856,/m/0fdc85,Ivar,2003-10,,,"{""/m/0999q"": ""Malayalam Language""}","{""/m/03rk0"": ""India""}","{""/m/0n6m8vw"": ""Malayalam Cinema"", ""/m/02kdv5l"": ""Action""}",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10,31156641,/m/0gh8wn7,Nariman,2001,,,{},{},"{""/m/0lsxr"": ""Crime Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,12788657,/m/02x4zpv,The Boston Strangler,1968,17810894.0,116.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/02n4kr"": ""Mystery"", ""/m/01jfsb"": ""Thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdps"": ""Crime Thriller""}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,28301986,/m/0cnxjzx,Dig That Uranium,1956-01-08,,61.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/05p553"": ""Comedy film""}",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
13,22066590,/m/05p3428,The Bigamist,1956-09-20,,110.0,"{""/m/02bjrlw"": ""Italian Language""}","{""/m/0f8l9c"": ""France"", ""/m/03rjj"": ""Italy""}","{""/m/05p553"": ""Comedy film"", ""/m/01g6gs"": ""Black-and-white""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
14,10628777,/m/02qkn7c,Peddarayudu,,,,"{""/m/09s02"": ""Telugu language""}","{""/m/03rk0"": ""India""}","{""/m/07s9rl0"": ""Drama""}",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,3550323,/m/09kzfd,Things to Do in Denver When You're Dead,1995-10,529677.0,115.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0hj3m_x"": ""Crime Comedy"", ""/m/0gw5w78"": ""Gangster Film"", ""/m/01z4y"": ""Comedy"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/0c3351"": ""Suspense""}",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1072373,/m/043j2x,Minsaara Kanavu,1997-01-14,,148.0,"{""/m/07c9s"": ""Tamil Language""}","{""/m/03rk0"": ""India""}","{""/m/03q4nz"": ""World cinema"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/01chg"": ""Bollywood""}",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,21878654,/m/05p0zkv,SpongeBob vs. The Big One,2009,,22.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02hmvc"": ""Short Film""}",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1305819,/m/04rjwf,C.H.U.D.,1984-08-31,4650000.0,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0g092b"": ""Monster movie"", ""/m/06vxwl5"": ""Natural horror films"", ""/m/06n90"": ""Science Fiction"", ""/m/0qdzd"": ""B-movie"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/01q03"": ""Cult"", ""/m/07s9rl0"": ""Drama"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19,19031505,/m/04jkr54,The Girl on the Pier,1953,,65.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/07s9rl0"": ""Drama""}",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
