Actor_name,connectivity,actor_gender,Actor_date_of_birth,Actor_ethnicity,Freebase_actor_ID,community,Wikidata_actor_id,actor_country_of_citizenship,actor_occupation
Tien Feng,18,M,6/4/1928,,/m/06w496h,9,Q7801028,Taiwan,"['film director', 'television actor', 'film actor']"
Leung Kar Yan,18,M,1/20/1949,,/m/02r1_j2,9,Q860948,People's Republic of China,"['film director', 'actor', 'screenwriter', 'television actor']"
Cheung Tat-Ming,18,M,7/2/1964,,/m/04jbbb7,9,,,
Kenneth Tsang,18,M,1/1/1938,,/m/0644w3,9,Q1140116,Republic of China,"['actor', 'film actor', 'television actor']"
Anita Mui,16,F,10/10/1963,,/m/01vkwh,9,Q232621,British Hong Kong,"['actor', 'singer', 'film actor']"
Joey Wong,16,F,1/31/1967,,/m/04n_v6,9,Q431486,Taiwan,"['film actor', 'television actor', 'recording artist', 'singer']"
Kate Tsui,16,F,6/19/1979,/m/02p1pl6,/m/08lp87,9,Q2128821,People's Republic of China,['actor']
Fan Siu Wong,15,M,6/19/1973,,/m/05s_153,9,Q2007213,People's Republic of China,['actor']
Damian Lau,15,M,10/14/1949,,/m/03ck7kq,9,Q712077,People's Republic of China,"['actor', 'television actor']"
Lau Kar-leung,15,M,7/28/1936,,/m/07wwq2,9,Q706293,People's Republic of China,"['actor', 'film director', 'screenwriter', 'choreographer', 'television actor']"
Sun Chien,15,M,1/26/1955,,/m/0gc106j,9,,,
Raymond Wong Bak-Ming,15,M,4/8/1946,,/m/0270t25,9,Q7299244,People's Republic of China,"['actor', 'presenter', 'screenwriter', 'film director']"
Shiu Hung Hui,15,M,1948,,/m/0278fjv,9,Q1059801,People's Republic of China,"['actor', 'television actor']"
Hoi Sang Lee,14,M,,,/m/0k3530,9,Q28839642,Hong Kong,"['actor', 'television actor']"
Kelly Lin,14,F,10/29/1975,,/m/0b4_3m,9,Q293138,Taiwan,"['model', 'film actor', 'television actor']"
Felix Wong,14,M,9/4/1961,,/m/04pk7b,9,Q1140128,People's Republic of China,"['actor', 'television actor', 'singer']"
Sam Hui,14,M,9/6/1948,,/m/01qjjnh,9,Q549233,Republic of China,"['actor', 'singer', 'film actor', 'songwriter', 'musician', 'record producer', 'recording artist']"
Wu Ma,14,M,5/28/1942,,/m/06vdqd,9,Q851018,British Hong Kong,"['film director', 'film actor', 'television actor']"
Shen Chan,14,M,3/11/1940,,/m/047phjy,9,Q5070363,Taiwan,['actor']
Alan Tam,14,M,8/23/1950,,/m/04qz5l,9,Q714449,British Hong Kong,"['singer', 'actor', 'songwriter', 'television actor', 'recording artist']"
Aaron Kwok,13,M,10/26/1965,,/m/049j7d,9,Q16872,People's Republic of China,"['singer', 'actor', 'racing automobile driver', 'film actor', 'television actor', 'recording artist']"
Hu Jun,13,M,3/18/1968,,/m/0gdmdm,9,Q1193336,People's Republic of China,"['actor', 'television actor']"
Meng Lo,13,M,8/4/1952,,/m/0g4why0,9,Q6663140,People's Republic of China,"['actor', 'martial artist']"
James Tien,13,M,1/8/1947,,/m/026qk9,9,Q4368021,People's Republic of China,"['politician', 'entrepreneur', 'justice of the peace']"
Gillian Chung,13,F,1/21/1981,,/m/038n8v,9,Q466493,People's Republic of China,"['actor', 'singer']"
Wong Lik,13,M,,,/m/0c4qcmz,9,,,
Chen Kuan Tai,13,M,9/24/1945,,/m/05f60cw,9,Q5090823,People's Republic of China,"['actor', 'television actor', 'film director']"
Jason Pai Piao,13,M,,,/m/0gbwsqd,9,,,
Michelle Reis,12,F,6/20/1970,,/m/02156l,9,Q717070,People's Republic of China,"['actor', 'beauty pageant contestant', 'model']"
Derek Yee,12,M,12/28/1957,,/m/097t_x,9,Q960141,People's Republic of China,"['actor', 'film director', 'screenwriter', 'film actor']"
Kelly Chen,12,F,9/13/1972,,/m/01n5t63,9,Q270688,People's Republic of China,"['singer', 'film actor', 'recording artist']"
Yi Feng,12,M,,,/m/07tglpw,9,,,
Gong Li,12,F,12/31/1965,/m/04_hr_,/m/0139t1,9,Q150903,People's Republic of China,"['actor', 'film actor']"
Gigi Leung,12,F,3/25/1976,,/m/02wk8g,9,Q706192,People's Republic of China,"['singer', 'actor', 'songwriter', 'model', 'recording artist']"
Liu Kai Chi,12,M,4/7/1954,,/m/060sx4,9,Q845471,British Hong Kong,"['film actor', 'television actor']"
Oni Tsuka,12,,,,/m/0g9bffz,9,,,
Simon Lui,11,M,7/8/1964,,/m/047dght,9,Q7519239,People's Republic of China,"['actor', 'film director']"
Anita Chan,11,,4/14/1977,,/m/0g9fbhr,9,Q4261951,British Hong Kong,['actor']
Stephen Fung,11,M,8/9/1974,,/m/0ccf2q,9,Q996607,British Hong Kong,"['actor', 'singer', 'screenwriter', 'film director']"
Michael Miu,11,M,6/18/1958,,/m/02qv9l2,9,Q1074429,People's Republic of China,"['actor', 'television actor']"
Gigi Lai,11,F,10/1/1971,,/m/07ysvg,9,Q1136754,People's Republic of China,"['singer', 'actor']"
Teresa Mo,11,F,11/5/1958,,/m/0270tt7,9,Q2574850,People's Republic of China,['actor']
Natalis Chan,11,M,12/3/1950,,/m/0fxsg9,9,Q698507,British Hong Kong,"['comedian', 'presenter', 'film producer', 'actor']"
Leon Lai,10,M,12/11/1966,,/m/01hr26,9,Q16836,People's Republic of China,"['actor', 'singer', 'film actor', 'television actor', 'recording artist', 'film director']"
Lynn Hung,10,F,10/10/1980,,/m/0bm8z2h,9,Q82524,People's Republic of China,"['actor', 'model']"
Jacky Wu,10,M,4/3/1974,,/m/0dzsqb,9,Q710715,People's Republic of China,"['actor', 'film director', 'television actor']"
Corey Yuen,10,M,2/15/1951,,/m/0506z9,9,Q676051,People's Republic of China,"['film director', 'actor', 'choreographer', 'screenwriter']"
Yuen Siu Tien,10,M,11/27/1912,,/m/0c9znq,9,Q947267,British Hong Kong,"['actor', 'film actor', 'television actor']"
Andy On,10,M,5/11/1977,,/m/03byjgh,9,Q711527,United States of America,"['actor', 'singer']"
Leung Siu Hung,10,,,,/m/0dxg0wd,9,,,
Ronald Cheng,10,M,3/9/1972,,/m/01t_54y,9,Q698533,People's Republic of China,"['singer', 'actor', 'musician', 'film director']"
Billy Chan,10,M,,,/m/0fppb0y,9,Q23883412,,"['actor', 'film director', 'film producer']"
Casanova Wong,10,M,1945,,/m/0285ybs,9,Q5048038,South Korea,['actor']
Charles Heung,10,M,12/16/1948,,/m/02r1zgd,9,Q5079027,Hong Kong,"['actor', 'film producer', 'television presenter', 'television actor']"
Bosco Wong,10,M,12/13/1980,,/m/08cfpp,9,Q707241,People's Republic of China,"['actor', 'film actor', 'television actor']"
Cecilia Cheung,10,F,5/24/1980,,/m/05_dcr,9,Q270681,British Hong Kong,"['singer', 'voice actor', 'songwriter', 'film actor', 'recording artist']"
Wong Tin-Lam,10,M,9/11/1927,,/m/03gybz_,9,Q716013,People's Republic of China,"['actor', 'screenwriter', 'film director', 'television actor']"
Ge You,9,M,4/19/1957,,/m/01t2f5,9,Q2658847,People's Republic of China,"['actor', 'television actor']"
Li Ching,9,M,3/7/1975,,/m/027790s,9,Q1822552,People's Republic of China,['table tennis player']
Ouyang Sha Fei,9,F,9/9/1924,,/m/0k47wj,9,Q716041,Republic of China,['actor']
Lily Li,9,F,5/21/1950,,/m/0416zpw,9,Q6548524,People's Republic of China,['actor']
Kuan-chung Ku,9,M,2/22/1955,,/m/0gc11h1,9,Q6522728,People's Republic of China,"['actor', 'film actor']"
Hung Yan Yan,9,M,2/25/1965,,/m/064nh_q,9,Q3787623,People's Republic of China,"['actor', 'film director']"
Ke Chu,9,M,,,/m/0gcctjw,9,,,
Chen Kun,9,M,2/4/1976,,/m/0h0js6,9,Q706092,People's Republic of China,"['singer', 'film actor', 'television actor', 'actor']"
Michael Tse,9,M,7/15/1967,,/m/03c7gfd,9,Q903237,People's Republic of China,"['singer', 'actor', 'television actor']"
Li Jen Ho,9,M,,,/m/07tgln9,9,Q15928398,People's Republic of China,['film actor']
Michelle Ye,9,F,2/14/1980,,/m/0g2kp2,9,Q712374,United States of America,"['autobiographer', 'actor']"
Hsi Chang,9,M,,,/m/0gcgvfj,9,,,
Hung Chen,9,M,,,/m/0j1wbzp,9,,,
Richie Ren,9,M,6/23/1966,/m/0bzkm2,/m/01qbdtj,9,Q1200110,Taiwan,"['singer', 'actor', 'television actor', 'film director', 'recording artist']"
Hsia Hsu,9,M,,,/m/0gbly77,9,,,
Kent Tong,9,M,9/29/1958,,/m/08986q,9,Q1041593,People's Republic of China,"['entrepreneur', 'actor', 'television actor']"
Bruce Lee,9,M,11/27/1940,/m/03bx0k4,/m/099d4,9,Q16397,British Hong Kong,"['film director', 'television actor', 'film actor', 'writer', 'film producer', 'screenwriter', 'actor', 'martial artist', 'stunt performer', 'stunt coordinator', 'philosopher']"
Shun Lau,9,,,,/m/0bnnr3v,9,Q8991915,Taiwan,"['actor', 'Peking opera actor']"
Wayne Lai,9,M,5/4/1964,,/m/03y7rnn,9,Q877080,British Hong Kong,"['actor', 'television actor']"
Lung Fei,9,M,1/22/1943,,/m/0j_mf8,9,Q8031980,Taiwan,['actor']
Terence Yin,8,M,5/19/1975,/m/02p1pl6,/m/027l0yg,9,Q7702031,People's Republic of China,"['actor', 'singer']"
Chang Chen,8,M,10/14/1976,/m/0bzkm2,/m/020m4x,9,Q717432,Taiwan,"['actor', 'film actor']"
Karl Maka,8,M,2/29/1944,,/m/06sn4q,9,Q716344,People's Republic of China,"['actor', 'film actor', 'screenwriter', 'film producer', 'engineer', 'film director']"
Cherie Chung,8,F,2/16/1960,,/m/0gk05n,9,Q2216257,People's Republic of China,['actor']
Sammi Cheng,8,F,8/19/1972,,/m/01p9ygs,9,Q701039,British Hong Kong,"['actor', 'singer', 'recording artist']"
Ricky Hui,8,M,8/3/1946,,/m/0546r1,9,Q982927,Republic of China,"['actor', 'singer', 'film actor']"
Michael Hui,7,M,9/3/1942,,/m/025bjq,9,Q1346638,Republic of China,"['film director', 'justice of the peace', 'screenwriter', 'film actor']"
Zhao Wei,7,F,3/12/1976,,/m/05z68y,9,Q197471,People's Republic of China,"['actor', 'singer', 'film director', 'film actor']"
Kristy Yang,7,F,1/7/1974,,/m/063_kcc,9,Q855291,Canada,['actor']
Alex Fong Chung-Sun,7,M,3/17/1963,,/m/0fwb16,9,Q4717006,People's Republic of China,"['actor', 'racing automobile driver', 'television actor']"
Jerry Lamb,7,M,9/29/1970,,/m/06tv06,9,Q6183936,Hong Kong,"['actor', 'television actor']"
Wong Cho Lam,7,M,1/9/1980,,/m/0465hd_,9,Q702187,People's Republic of China,"['singer', 'voice actor', 'actor', 'screenwriter', 'songwriter', 'television presenter', 'television actor']"
Karena Lam,7,F,8/17/1978,,/m/08rd9l,9,Q709135,People's Republic of China,"['actor', 'musician', 'singer', 'film actor', 'television actor']"
John Liu,7,M,5/20/1944,,/m/0h2nvw4,9,Q43380304,,"['film actor', 'film director']"
Chin-Ku Lu,7,M,12/11/1946,,/m/0jvx1b,9,,,
Wilson Chen,7,M,8/27/1983,/m/0bzkm2,/m/07xq51,9,Q706933,Taiwan,"['actor', 'television actor', 'film actor']"
Lisa Chiao Chiao,7,F,3/6/1943,,/m/03cy3b2,9,Q16923350,Singapore,"['actor', 'film actor']"
Zhang Ziyi,6,F,2/9/1979,,/m/0jlv5,9,Q180852,People's Republic of China,"['actor', 'dancer', 'model', 'stage actor', 'film actor']"
Angela Mao,6,F,9/20/1950,,/m/0c5d0b,9,Q276444,Taiwan,"['actor', 'martial artist', 'restaurateur', 'film actor']"
Yu Xing,6,M,12/27/1978,,/m/0d7r2lr,9,Q3608975,People's Republic of China,"['actor', 'television actor']"
Wong Yue,6,M,1955,,/m/027t7fw,9,Q8032047,People's Republic of China,"['actor', 'film actor']"
Yu Hsiao,6,M,,,/m/0gc4_cg,9,,,
Alex Man,6,M,7/25/1957,,/m/04n5ffj,9,Q712097,People's Republic of China,['actor']
Max Mok Siu-Chung,6,M,12/2/1960,,/m/02vmrkr,9,Q6795030,People's Republic of China,"['actor', 'singer']"
Richard Norton,6,M,1/6/1950,,/m/0fgyyy,9,Q35358,Australia,"['actor', 'film producer', 'film actor', 'karateka', 'model', 'kickboxer', 'television actor']"
Liu Huang Shih,6,M,,,/m/0gch64x,9,,,
Nora Miao,6,F,2/8/1952,,/m/099m4y,9,Q702088,People's Republic of China,['actor']
Kang-Yeh Cheng,6,M,7/26/1948,,/m/0gcd38j,9,,,
Norman Chu,6,M,5/6/1955,,/m/0j_wqj,9,,,
Steven Cheung,6,M,11/10/1984,,/m/07tynm,9,Q709768,People's Republic of China,"['actor', 'singer', 'film actor']"
Pai Wei,6,M,1957,,/m/0gdkvm8,9,Q9372927,Hong Kong,['film actor']
Danny Lee,6,M,8/6/1952,,/m/09fv6m,9,Q718083,Hong Kong,"['cinematographer', 'film producer', 'film director', 'screenwriter', 'film actor', 'television actor']"
Deric Wan,6,M,11/18/1964,,/m/08zd4j,9,Q5262567,People's Republic of China,"['singer', 'actor', 'songwriter', 'television actor']"
Fu Hung Cheng,6,M,,,/m/0jj736f,9,,,
Jimmy Wang Yu,6,M,3/28/1943,,/m/089dl1,9,Q703153,Taiwan,"['actor', 'film director', 'screenwriter', 'film actor', 'writer']"
Takeshi Kaneshiro,6,M,10/11/1973,/m/019kn7,/m/03g4ck,9,Q310252,Japan,"['actor', 'singer', 'voice actor', 'film actor', 'television actor']"
Jaycee Chan,6,M,12/3/1982,/m/0d2by,/m/04c_bk,9,Q561310,People's Republic of China,"['singer', 'songwriter', 'film actor', 'guitarist', 'composer', 'poet', 'actor', 'television actor']"
Vincent Kok,6,M,8/15/1965,,/m/047dh64,9,Q454881,People's Republic of China,"['actor', 'film director', 'screenwriter', 'film actor', 'television actor']"
Fat Chung,6,M,,,/m/0gdk6bq,9,,,
Lau Kar Wing,6,M,1944,,/m/04q6gj2,9,Q16106700,Hong Kong,"['film director', 'actor']"
Patrick Tam,6,M,3/25/1948,,/m/0275ds,9,,,
Ingrid Hu Yin-Yin,6,F,2/27/1949,,/m/0jwl7kl,9,,,
Paul Chun,6,M,5/17/1945,,/m/03gqpqy,9,Q699415,People's Republic of China,"['actor', 'television actor']"
Mr. Nine,6,,,,/m/0g9fbhd,9,,,
Jim Chim,6,M,1965,/m/03bx0k4,/m/071cqy,9,Q8976069,People's Republic of China,"['actor', 'voice actor']"
Collin Chou,5,M,8/11/1967,,/m/09y6_h,9,Q338048,Taiwan,"['actor', 'film actor']"
Zhou Xun,5,F,10/18/1974,,/m/0flxbw,9,Q198030,People's Republic of China,"['actor', 'singer', 'film actor', 'model', 'environmentalist']"
Josie Ho,5,F,12/26/1974,,/m/02hz8h,9,Q455691,People's Republic of China,"['actor', 'singer', 'film actor']"
Kin-yan Lee,4,M,,,/m/05wh0s,9,Q5973775,Hong Kong,['actor']
Tony Liu,4,M,,,/m/0k4g5f,9,,,
Adam Cheng,4,M,2/4/1947,,/m/04r8g7,9,Q704724,People's Republic of China,"['singer', 'actor', 'television actor']"
Wang Xueqi,4,M,1946,,/m/05p8rrc,9,Q704233,People's Republic of China,"['actor', 'film director', 'television actor']"
Mars,4,M,2/28/1954,,/m/06w9nm4,9,Q6773093,People's Republic of China,"['actor', 'martial artist', 'stunt performer', 'action choreographer']"
Fan Liao,4,M,2/14/1974,,/m/04mk75w,9,Q8986791,People's Republic of China,"['actor', 'stage actor', 'television actor']"
Deanie Ip,4,F,12/25/1947,,/m/04_056,9,Q698490,British Hong Kong,"['actor', 'singer']"
Li Bingbing,4,F,2/27/1973,,/m/0cs1q9,9,Q254166,People's Republic of China,"['actor', 'stage actor', 'film actor', 'singer']"
Rebecca Pan,4,F,12/29/1931,,/m/01v2z8c,9,Q706223,Hong Kong,"['actor', 'singer']"
Fennie Yuen,3,,,,/m/0bnnr31,9,,,
Bolo Yeung,3,M,7/3/1946,,/m/051vw2,9,Q325010,People's Republic of China,"['actor', 'film actor', 'bodybuilder']"
Maggie Q,3,F,5/22/1979,/m/033tf_,/m/09qy40,9,Q614774,United States of America,"['film actor', 'actor', 'model', 'television actor', 'voice actor']"
Cheng Pei-pei,3,F,12/4/1946,,/m/0c5ck3,9,Q269513,People's Republic of China,"['actor', 'film actor']"
Yunzhong Li,3,M,9/2/1911,,/m/0gc174m,9,,,
Lung Tien-hsiang,3,M,,,/m/0c4qcp4,9,,,
Joyce Godenzi,3,F,1965,,/m/0gcv1y,9,Q6297491,People's Republic of China,['actor']
Patrick Tam Yiu Man,3,M,3/19/1969,,/m/07ftrr,9,Q712908,People's Republic of China,"['singer', 'actor', 'television actor']"
Chen Zhi Hui,3,M,,,/m/0d7r2kv,9,Q11239733,People's Republic of China,"['actor', 'film actor', 'television actor']"
Hayama Go,3,M,4/10/1975,,/m/0g552rh,9,Q5966000,Japan,"['actor', 'model']"
Nan Chiang,3,M,1923,,/m/0gdkfmk,9,,,
Elaine Jin,3,F,1955,,/m/0267b86,9,Q701597,Taiwan,"['actor', 'film actor', 'television actor']"
Zhang Fengyi,3,M,9/1/1956,,/m/0279l5j,9,Q708183,People's Republic of China,"['actor', 'television actor']"
Waise Lee,3,M,12/19/1959,,/m/03gqlzb,9,Q4260662,People's Republic of China,"['actor', 'television actor']"
George Lazenby,3,M,9/5/1939,,/m/020zlf,9,Q205599,Australia,"['actor', 'model', 'film actor', 'screenwriter', 'television actor']"
Andrew Lin,3,,8/7/1969,,/m/05v3w98,9,Q6691294,United States of America,"['actor', 'television actor']"
Chien-lien Wu,3,F,7/3/1968,,/m/03cgmz2,9,Q701962,Taiwan,"['actor', 'singer', 'film actor', 'television actor']"
Yu Rongguang,3,M,8/30/1958,,/m/0jsy14,9,Q970882,People's Republic of China,"['actor', 'film actor', 'television director', 'film director', 'screenwriter', 'television actor']"
Christy Chung,3,F,9/19/1970,,/m/05rt_j,9,Q1041384,Canada,"['restaurateur', 'actor', 'businessperson', 'model', 'film actor']"
Ruby Lin,3,F,1/27/1976,/m/0bzkm2,/m/04rfng,9,Q270674,Taiwan,"['singer', 'television actor', 'film actor', 'recording artist', 'television producer']"
Fala Chen,3,F,2/24/1982,,/m/0dymvp,9,Q707187,United States of America,"['singer', 'actor', 'television actor', 'model', 'film actor']"
Isabella Leong,3,F,6/23/1988,/m/03vghh,/m/04z_8x,9,Q254180,People's Republic of China,"['model', 'film actor', 'singer']"
Liu Ye,3,M,3/23/1978,,/m/05j1m7,9,Q714389,People's Republic of China,"['actor', 'film actor', 'stage actor', 'television actor']"
Yu-Hang To,3,M,,,/m/0d7rr76,9,Q3540831,People's Republic of China,"['actor', 'martial artist']"
Angelica Lee,3,F,1/23/1976,,/m/08rd51,9,Q706623,Malaysia,"['actor', 'singer']"
Philip Chan,3,M,1/25/1945,,/m/02r31wf,9,Q850718,People's Republic of China,"['actor', 'film director', 'composer', 'screenwriter']"
Wilson Tong,3,M,,,/m/0g98ymq,9,,,
Chi Hung Ng,3,M,,,/m/0bqs51b,9,,,
Barbie Hsu,3,F,10/6/1976,,/m/0dcfnz,9,Q465248,Taiwan,"['actor', 'singer', 'film actor', 'television actor', 'writer']"
Wilfred Lau,3,M,8/13/1976,,/m/027vrp2,9,Q700277,People's Republic of China,"['singer', 'actor', 'television actor']"
Emily Chu,3,,,,/m/0bvc4pd,9,Q5372109,United States of America,"['actor', 'television actor']"
Frankie Chan,3,M,11/30/1955,,/m/03c2lw0,9,Q5490946,British Hong Kong,"['actor', 'writer', 'film producer', 'composer', 'film director']"
Kang Chin,3,M,8/26/1939,,/m/0gc2xfk,9,,,
Charlie Yeung,3,F,5/23/1974,,/m/0f69fc,9,Q717584,Hong Kong,"['actor', 'singer', 'film director']"
Robert Wall,3,M,8/22/1939,,/m/08gb_n,9,Q2079584,United States of America,"['actor', 'karateka', 'film actor', 'screenwriter', 'film producer', 'stunt performer']"
Anthony Chan Yau,3,M,10/1/1952,,/m/064qbs2,9,Q707426,People's Republic of China,"['actor', 'singer', 'film director']"
Eddy Ko,3,M,,,/m/02z1tc1,9,Q5336671,People's Republic of China,"['actor', 'television actor']"
Timmy Hung,3,M,7/1/1974,,/m/063ym62,9,Q5354230,South Korea,"['actor', 'television actor']"
Chan Hung Lit,3,M,6/7/1943,,/m/05szq11,9,Q712115,People's Republic of China,"['actor', 'film director', 'film actor', 'television actor']"
Chung-Hsin Huang,3,M,5/27/1920,,/m/0gc12dq,9,Q23038188,Republic of China,['actor']
Carol Cheng,3,F,9/9/1957,,/m/0640rfm,9,Q718337,Hong Kong,"['actor', 'voice actor', 'television presenter', 'radio personality']"
Moon Lee,3,F,2/14/1965,,/m/02px0q7,9,Q701214,People's Republic of China,['actor']
Man-Wai Wong,3,,,,/m/0gc25ss,9,,,
Wen Chung Ku,3,M,2/8/1909,,/m/0gbw_g8,9,,,
Angela Tong,3,F,6/30/1975,,/m/0gpj8c,9,Q456132,Canada,"['actor', 'model', 'film actor']"
Elanne Kong,3,M,9/30/1987,,/m/09gf0bf,9,Q877041,People's Republic of China,"['actor', 'singer', 'model']"
Hwang In-Shik,3,M,9/13/1940,,/m/0268ng7,9,Q494352,South Korea,['actor']
Lola Forner,3,F,6/6/1960,,/m/02z8zdz,9,Q465820,Spain,"['actor', 'model', 'film actor']"
Chen Yen Yen,3,F,1/12/1916,,/m/0k47wb,9,,,
Shun-Yee Yuen,3,M,,,/m/0bj5xcf,9,Q23772103,Hong Kong,['actor']
Roy Horan,3,M,6/16/1951,,/m/02pw0yk,9,Q7372968,United States of America,"['actor', 'film director', 'taekwondo athlete', 'film producer']"
Faye Wong,3,F,8/8/1969,/m/02p1pl6,/m/01r1jx,9,Q464650,People's Republic of China,"['singer', 'actor', 'model', 'songwriter', 'film actor', 'recording artist']"
Vanness Wu,3,M,8/7/1978,,/m/02wkfc,9,Q702542,Taiwan,"['actor', 'singer', 'television actor', 'film actor']"
Su Han,3,M,12/23/1923,,/m/0jthsxj,9,,,
劉以達,3,M,2/27/1963,,/m/01vxg6p,9,Q6139246,People's Republic of China,"['actor', 'songwriter', 'television actor']"
Lily Ho,3,F,11/25/1946,,/m/0k47wq,9,,,
Helen Poon,3,F,,,/m/0gc5zgy,9,,,
Miriam Yeung,3,F,2/3/1974,,/m/03yrbz,9,Q2174226,British Hong Kong,"['singer', 'actor', 'recording artist']"
Jiang Wen,3,M,1/5/1963,,/m/042rnl,9,Q716069,People's Republic of China,"['actor', 'screenwriter', 'film director', 'film actor', 'singer', 'television actor']"
Yeong-mun Kwon,3,M,,,/m/0gc2_6p,9,,,
Ping Ha,3,F,10/6/1937,,/m/0d2810f,9,,,
Robbie Coltrane,308,M,3/30/1950,/m/03lmx1,/m/06ltr,10,Q296008,United Kingdom,"['comedian', 'film actor', 'screenwriter', 'manufacturer', 'television actor']"
Maggie Smith,305,F,12/28/1934,/m/02w7gg,/m/0l6px,10,Q172653,United Kingdom,"['television actor', 'film actor', 'character actor', 'stage actor']"
Alan Rickman,300,M,2/21/1946,/m/0d7wh,/m/09y20,10,Q106481,United Kingdom,"['television actor', 'film actor', 'voice actor', 'character actor', 'film director', 'film producer', 'graphic designer', 'stage actor', 'writer', 'actor', 'screenwriter', 'theatrical director']"
Warwick Davis,276,M,2/3/1970,/m/02w7gg,/m/02h0wp,10,Q108270,United Kingdom,"['actor', 'film actor', 'stage actor', 'television actor']"
Rupert Grint,273,M,8/24/1988,,/m/014xzx,10,Q19190,United Kingdom,"['actor', 'film actor', 'child actor', 'voice actor', 'stage actor', 'television actor']"
Daniel Radcliffe,272,M,7/23/1989,/m/02w7gg,/m/013_vh,10,Q38119,United Kingdom,"['television actor', 'film actor', 'child actor', 'singer', 'stage actor', 'actor']"
Emma Watson,272,F,4/15/1990,/m/0d7wh,/m/0134w7,10,Q39476,United Kingdom,"['model', 'film actor', 'stage actor', 'activist', 'child actor', 'voice actor', 'actor', 'fashion model']"
Geraldine Somerville,271,F,5/19/1967,/m/02g7sp,/m/065jlv,10,Q235572,Republic of Ireland,"['actor', 'stage actor', 'film actor']"
Tom Felton,269,M,9/22/1987,,/m/01pg33,10,Q105682,United Kingdom,"['actor', 'film actor', 'voice actor', 'singer', 'television actor']"
Matthew David Lewis,265,M,6/27/1989,,/m/02_y1w,10,Q111230,United Kingdom,"['actor', 'film actor', 'stage actor', 'television actor']"
Bonnie Wright,265,F,2/17/1991,/m/02w7gg,/m/02d9xv,10,Q105466,United Kingdom,"['actor', 'child actor', 'film producer', 'film director', 'voice actor', 'screenwriter', 'model', 'film actor', 'director', 'manufacturer']"
Michael Gambon,258,M,10/19/1940,/m/0d7wh,/m/015rkw,10,Q203545,Republic of Ireland,"['voice actor', 'stage actor', 'film actor', 'television actor']"
Mark Williams,249,M,8/22/1959,/m/02w7gg,/m/03y_46,10,Q343463,United Kingdom,"['comedian', 'screenwriter', 'stage actor', 'film actor', 'television actor']"
David Bradley,212,M,4/17/1942,,/m/071ymj,10,Q320073,United Kingdom,"['actor', 'stage actor', 'film actor', 'television actor']"
Timothy Spall,209,M,2/27/1957,/m/02w7gg,/m/05kwx2,10,Q287824,England,"['actor', 'television presenter', 'character actor', 'stage actor', 'film actor', 'television actor']"
Julie Walters,202,F,2/22/1950,/m/02w7gg,/m/016nff,10,Q228747,United Kingdom,"['actor', 'stage actor', 'film actor', 'writer', 'comedian']"
Alfred Enoch,201,M,12/2/1988,,/m/071x_6,10,Q250250,United Kingdom,"['actor', 'film actor', 'television actor']"
Joshua Herdman,199,M,9/9/1987,,/m/071y4_,10,Q459422,United Kingdom,"['actor', 'film actor', 'mixed martial arts fighter']"
Devon Murray,197,M,10/28/1988,,/m/070_q1,10,Q318155,Republic of Ireland,"['actor', 'film actor', 'television actor']"
David Thewlis,187,M,3/20/1963,/m/02w7gg,/m/03jj93,10,Q212790,United Kingdom,"['actor', 'voice actor', 'stage actor', 'film actor', 'film director', 'television actor']"
Helena Bonham Carter,169,F,5/26/1966,/m/02w7gg,/m/0kszw,10,Q170428,United Kingdom,"['film actor', 'voice actor', 'stage actor']"
Katie Leung,166,F,8/8/1987,/m/04mmhj,/m/02_k2f,10,Q109098,United Kingdom,"['actor', 'stage actor', 'film actor']"
Jason Isaacs,163,M,6/6/1963,/m/02w7gg,/m/025t9b,10,Q214223,United Kingdom,"['film actor', 'voice actor', 'stage actor', 'television actor', 'television producer']"
Oliver Phelps,163,M,2/25/1986,,/m/091h4c8,10,Q10863062,United Kingdom,"['actor', 'film actor']"
James Phelps,163,M,2/25/1986,,/m/091h4c1,10,Q1401230,United Kingdom,"['actor', 'film actor']"
Jamie Waylett,163,M,7/21/1989,/m/02w7gg,/m/071y48,10,Q461401,United Kingdom,"['actor', 'film actor', 'voice actor', 'singer', 'activist']"
Ralph Fiennes,151,M,12/22/1962,,/m/0170qf,10,Q28493,United Kingdom,"['film actor', 'film director', 'voice actor', 'character actor', 'stage actor', 'actor', 'film producer', 'television actor']"
Richard Griffiths,141,M,7/31/1947,/m/02w7gg,/m/05sq84,10,Q314831,United Kingdom,"['voice actor', 'stage actor', 'film actor', 'television actor']"
Adrian Rawlins,137,M,3/27/1958,/m/02w7gg,/m/071nq3,10,Q374041,United Kingdom,"['actor', 'film actor', 'stage actor', 'television actor']"
Fiona Shaw,134,F,7/10/1958,/m/03bkbh,/m/01tspcn,10,Q73612,Republic of Ireland,"['actor', 'stage actor', 'film actor', 'performing artist']"
Chris Rankin,130,M,11/8/1983,,/m/02d9yn,10,Q441923,United Kingdom,"['stage actor', 'film actor', 'television actor']"
Gary Oldman,125,M,3/21/1958,/m/02g7sp,/m/01f6zc,10,Q83492,United Kingdom,"['film actor', 'film producer', 'voice actor', 'screenwriter', 'film director', 'character actor', 'stage actor', 'actor', 'television actor']"
Harry Melling,125,M,3/13/1989,,/m/071yw3,10,Q329778,United Kingdom,"['actor', 'stage actor', 'film actor', 'television actor']"
