Freebase_actor_ID,connectivity,Community,Wikidata_ID,actor_country_of_citizenship,actor_occupation
/m/02q7z2,69,1,Q316627,United States of America,"['actor', 'film actor', 'television actor', 'film producer', 'film director']"
/m/0pgjm,68,1,Q1384181,United States of America,"['composer', 'screenwriter', 'musician', 'writer', 'character actor', 'television actor', 'songwriter', 'stage actor', 'film actor', 'voice actor', 'film producer']"
/m/08lxvw,68,1,Q350811,United States of America,"['actor', 'stage actor', 'television actor', 'film actor', 'voice actor']"
/m/023kzp,67,1,Q224159,United States of America,"['actor', 'television actor', 'film actor', 'writer', 'character actor', 'screenwriter', 'teacher', 'film producer', 'stage actor', 'theatrical director', 'film director']"
/m/01fwpt,67,1,Q272946,United States of America,"['comedian', 'film actor', 'screenwriter', 'television actor', 'voice actor', 'actor']"
/m/02xn_q,66,1,Q441685,United Kingdom,"['actor', 'film actor', 'mime artist', 'television actor']"
/m/01fyzy,66,1,Q192217,United States of America,"['television actor', 'film actor', 'comedian', 'screenwriter', 'anti-vaccine activist', 'film director', 'film producer', 'author', 'voice actor']"
/m/0127zc,64,1,Q454081,United Kingdom,"['actor', 'television actor', 'film actor', 'comedian']"
/m/03n52j,61,1,Q464425,United States of America,"['television actor', 'film actor', 'voice actor', 'manufacturer', 'environmentalist', 'cinematographer']"
/m/03gsjv,60,1,Q34939,United States of America,"['voice actor', 'puppeteer', 'actor']"
/m/06rq2l,60,1,Q1713151,United States of America,"['actor', 'film producer', 'writer', 'screenwriter', 'film actor', ""children's writer"", 'television actor']"
/m/01f7dd,59,1,Q188772,United States of America,"['film actor', 'voice actor', 'screenwriter', 'model', 'film producer', 'performing artist', 'stage actor', 'television presenter']"
/m/02qx69,59,1,Q204586,United States of America,"['actor', 'television actor', 'film actor', 'singer', 'mandolinist', 'character actor']"
/m/062hgx,58,1,Q271426,United States of America,"['actor', 'dub actor', 'voice actor', 'television actor', 'film actor', 'film producer', 'television producer']"
/m/07m77x,58,1,Q228852,United States of America,"['singer', 'writer', 'voice actor', 'character actor', 'film actor', 'television actor', 'stage actor', 'autobiographer', 'game show host']"
/m/0klh7,58,1,Q191132,United States of America,"['actor', 'film actor', 'character actor', 'screenwriter', 'television actor', 'film producer', 'stage actor']"
/m/01nm3s,58,1,Q215072,United States of America,"['film producer', 'television actor', 'film actor', 'comedian', 'voice actor', 'singer', 'stage actor', 'actor']"
/m/01l_yg,56,1,Q109324,United States of America,"['television actor', 'film actor', 'actor', 'character actor', 'voice actor', 'stage actor']"
/m/021bk,56,1,Q336074,United States of America,"['comedian', 'film director', 'politician', 'writer', 'screenwriter', 'television actor', 'film actor', 'composer', 'stage actor', 'film producer']"
/m/02jm0n,56,1,Q296524,United States of America,"['actor', 'singer', 'dub actor', 'television actor', 'film actor', 'voice actor', 'stage actor', 'comedian']"
/m/081lh,55,1,Q25089,United States of America,"['film director', 'comedian', 'film actor', 'screenwriter', 'film producer', 'writer', 'clarinetist', 'playwright', 'jazz musician', 'character actor', 'journalist', 'musician', 'author', 'science fiction writer', 'composer']"
/m/01gkmx,54,1,Q106175,United States of America,"['actor', 'film actor', 'film producer', 'voice actor', 'blogger', 'writer', 'screenwriter', 'television actor', 'kickboxer', 'television producer']"
/m/02g87m,54,1,Q314421,United States of America,"['stage actor', 'film actor', 'television actor', 'voice actor', 'film producer']"
/m/0f6_x,53,1,Q203960,United States of America,"['television actor', 'film actor', 'dub actor', 'stage actor', 'voice actor']"
/m/063r24,53,1,Q723672,United States of America,"['actor', 'film actor', 'television actor', 'stage actor']"
/m/05bnp0,52,1,Q306403,United States of America,"['actor', 'television actor', 'film actor', 'film director', 'film producer', 'playwright', 'writer', 'poet', 'film editor', 'screenwriter', 'teacher', 'television presenter']"
/m/0c6qh,52,1,Q35332,United States of America,"['television actor', 'film actor', 'film producer', 'film director', 'voice actor', 'model', 'executive producer', 'television producer']"
/m/0c01c,52,1,Q199927,United States of America,"['actor', 'stage actor', 'television actor', 'film actor']"
/m/01j5ts,52,1,Q190998,United States of America,"['television actor', 'film actor', 'film director', 'actor', 'voice actor', 'model', 'film producer', 'stage actor', 'autobiographer']"
/m/01yhd1,52,1,Q189415,United States of America,"['actor', 'composer', 'television actor', 'film actor', 'film director', 'film producer']"
/m/044rvb,52,1,Q150482,United States of America,"['film actor', 'voice actor', 'character actor', 'stage actor', 'television actor', 'actor']"
/m/06pp0z,51,1,Q279834,United States of America,"['stage actor', 'film actor', 'television actor', 'actor']"
/m/01h8f,51,1,Q309932,United States of America,"['actor', 'voice actor', 'film producer', 'writer', 'film director', 'screenwriter', 'camera operator', 'film actor', 'television actor']"
/m/079vf,51,1,Q181900,United States of America,"['publisher', 'comics writer', 'editor', 'film producer', 'journalist', 'science fiction writer', 'film actor', 'soldier', 'television presenter', 'screenwriter', 'business executive', 'voice actor', 'executive producer', 'writer']"
/m/051wwp,50,1,Q621490,United States of America,"['actor', 'film director', 'film producer', 'film actor', 'television actor', 'screenwriter', 'stage actor']"
/m/07cjqy,50,1,Q298672,United States of America,"['voice actor', 'stage actor', 'film actor', 'television actor', 'actor']"
/m/02qgyv,50,1,Q223110,United States of America,"['television actor', 'film actor', 'singer', 'film producer', 'voice actor', 'screenwriter', 'character actor', 'stage actor']"
/m/0q9kd,49,1,Q26806,United States of America,"['comedian', 'television actor', 'film actor', 'film director', 'film producer', 'dub actor', 'voice actor', 'actor', 'television producer']"
/m/011zd3,49,1,Q188375,United States of America,"['television actor', 'film actor', 'voice actor', 'actor', 'director', 'film director', 'stage actor']"
/m/0gn30,49,1,Q40026,United States of America,"['film actor', 'film director', 'screenwriter', 'film producer', 'writer', 'character actor', 'television actor', 'painter', 'pornographic actor', 'restaurateur']"
/m/049k07,49,1,Q256884,United States of America,"['actor', 'film director', 'screenwriter', 'musician', 'film producer', 'singer', 'film actor', 'television actor', 'guitarist']"
/m/014zcr,48,1,Q23844,United States of America,"['film producer', 'television actor', 'film actor', 'film director', 'screenwriter', 'writer', 'voice actor', 'actor', 'manufacturer']"
/m/015p3p,48,1,Q314290,United States of America,"['film actor', 'television actor', 'singer', 'musician', 'character actor', 'actor']"
/m/02xwgr,48,1,Q314805,United States of America,"['television actor', 'actor', 'film actor', 'character actor', 'voice actor', 'stage actor', 'film producer']"
/m/07qn0,47,1,Q447713,United States of America,"['actor', 'television actor', 'film actor', 'screenwriter', 'voice actor', 'television director']"
/m/01x_d8,47,1,Q223303,United States of America,"['actor', 'television actor', 'model', 'film actor', 'voice actor']"
/m/01gw4f,47,1,Q108622,United States of America,"['film actor', 'actor', 'film producer', 'television actor']"
/m/0315q3,47,1,Q107730,United States of America,"['film actor', 'actor', 'film producer', 'screenwriter', 'character actor', 'comedian', 'television producer', 'television actor']"
/m/0c0k1,47,1,Q81328,United States of America,"['actor', 'film producer', 'voice actor', 'environmentalist', 'carpenter', 'aircraft pilot']"
/m/0bl2g,46,1,Q42930,United States of America,"['film actor', 'film director', 'voice actor', 'character actor', 'stage actor', 'film producer', 'theatrical producer', 'television actor', 'television presenter']"
/m/05w6cw,46,1,Q191842,United States of America,"['actor', 'singer-songwriter', 'voice actor', 'musician', 'film actor', 'singer', 'television actor']"
/m/049dyj,46,1,Q449531,United States of America,"['actor', 'television actor', 'screenwriter', 'film actor', 'voice actor']"
/m/07y8l9,46,1,Q967130,United States of America,"['actor', 'voice actor', 'television actor', 'film actor']"
/m/0716t2,46,1,Q219373,United States of America,"['actor', 'television actor', 'film actor', 'film director', 'film producer', 'voice actor', 'screenwriter']"
/m/02p65p,46,1,Q272019,United States of America,"['actor', 'film director', 'poker player', 'film producer', 'writer', 'television actor', 'film actor', 'screenwriter', 'television producer', 'voice actor']"
/m/02bj6k,46,1,Q223117,United States of America,"['film director', 'actor', 'film producer', 'screenwriter', 'film actor', 'television actor', 'voice actor', 'stage actor', 'television producer']"
/m/01tnbn,45,1,Q108941,United States of America,"['film actor', 'novelist', 'playwright', 'voice actor', 'screenwriter', 'writer', 'television actor', 'stage actor', 'singer', 'spokesperson', 'script doctor', 'film producer', 'actor']"
/m/0h7pj,45,1,Q2680,United States of America,"['television actor', 'film actor', 'singer', 'actor', 'voice actor', 'executive producer', 'film producer']"
/m/04yj5z,45,1,Q295233,United States of America,"['comedian', 'voice actor', 'playwright', 'painter', 'stage actor', 'television actor', 'film actor', 'film producer', 'film director', 'television presenter']"
/m/015c4g,45,1,Q171736,United States of America,"['television actor', 'film actor', 'film director', 'character actor', 'screenwriter', 'film producer', 'stage actor', 'actor']"
/m/08wpfw,45,1,Q362236,United States of America,"['film actor', 'actor', 'television actor']"
/m/02dlfh,44,1,Q298658,United States of America,"['film actor', 'screenwriter', 'television actor', 'voice actor', 'film producer']"
/m/0d608,43,1,Q105221,Canada,"['actor', 'screenwriter', 'ufologist', 'comedian', 'singer', 'film producer', 'television producer', 'television actor', 'film actor', 'voice actor', 'film director']"
/m/014gf8,43,1,Q193048,United States of America,"['television actor', 'film actor', 'film director', 'film producer', 'playwright', 'voice actor', 'stage actor', 'screenwriter', 'actor', 'manufacturer', 'theatrical director', 'executive producer']"
/m/0mfj2,42,1,Q218532,Canada,"['actor', 'comedian', 'screenwriter', 'film actor', 'manufacturer', 'television actor', 'film director']"
/m/032_jg,42,1,Q270730,United States of America,"['film producer', 'screenwriter', 'film actor', 'stage actor', 'television actor', 'actor', 'film director', 'voice actor', 'film editor']"
/m/04yyhw,42,1,Q708153,United States of America,"['actor', 'university teacher', 'television actor', 'film actor', 'film producer']"
/m/0670jl,42,1,Q314610,United States of America,"['actor', 'television actor', 'film actor', 'film producer']"
/m/03_dxb,42,1,Q314673,United States of America,"['actor', 'screenwriter', 'television actor', 'film actor', 'rapper', 'film director']"
/m/030vnj,42,1,Q107769,United States of America,"['film actor', 'actor', 'director', 'screenwriter', 'television actor', 'film producer', 'voice actor', 'film director']"
/m/02qgqt,41,1,Q180560,United States of America,"['film director', 'film producer', 'voice actor', 'character actor', 'stage actor', 'film actor', 'television actor', 'actor', 'theatrical director']"
/m/015pkc,41,1,Q165524,United States of America,"['film actor', 'actor', 'film producer', 'television actor', 'voice actor', 'poker player']"
/m/01pllx,41,1,Q103939,United States of America,"['television actor', 'film actor', 'actor', 'voice actor', 'film producer', 'anti-vaccine activist', 'screenwriter']"
/m/02zrv7,41,1,Q367094,United States of America,"['television actor', 'film actor', 'actor', 'voice actor', 'writer', 'playwright', 'composer', 'stage actor', 'film producer', 'film director']"
/m/032bfz,41,1,Q234207,United States of America,"['film actor', 'actor', 'character actor', 'television actor', 'voice actor', 'presenter', 'screenwriter', 'showrunner', 'television producer']"
/m/01twdk,41,1,Q295964,United States of America,"['actor', 'screenwriter', 'film director', 'film producer', 'voice actor', 'writer', 'character actor', 'film actor', 'television actor', 'executive producer', 'showrunner', 'television producer', 'director']"
/m/06mmb,41,1,Q228882,United States of America,"['actor', 'model', 'poker player', 'television actor', 'film actor']"
/m/035pvg,41,1,Q188648,United States of America,"['actor', 'singer-songwriter', 'dancer', 'voice actor', 'model', 'pianist', 'fashion designer', 'television producer', 'recording artist']"
/m/03ptnk,41,1,Q343453,United States of America,"['actor', 'film actor', 'television actor']"
/m/032wdd,41,1,Q211082,United States of America,"['actor', 'film actor', 'television actor', 'Playboy Playmate']"
/m/0gr36,40,1,Q103894,United Kingdom,"['film actor', 'autobiographer', 'character actor', 'screenwriter', 'stage actor', 'television actor']"
/m/013tjc,40,1,Q269890,United States of America,"['stand-up comedian', 'actor', 'television presenter', 'singer', 'dancer', 'voice actor', 'comedian', 'television actor']"
/m/086nl7,40,1,Q14537,United States of America,"['actor', 'screenwriter', 'television actor', 'film actor', 'voice actor', 'film producer', 'showrunner', 'film director']"
/m/0p_pd,39,1,Q29250,United States of America,"['screenwriter', 'film producer', 'television actor', 'film actor', 'film director', 'voice actor', 'autobiographer', 'comedian', 'character actor']"
/m/04fhxp,39,1,Q491775,United States of America,"['stand-up comedian', 'comedian', 'stage actor', 'film actor', 'television actor', 'voice actor', 'actor']"
/m/02g8h,39,1,Q310283,United States of America,"['comedian', 'composer', 'screenwriter', 'university teacher', 'film actor', 'television actor', 'voice actor', 'film producer', 'showrunner', 'television producer', 'actor']"
/m/03y34_,39,1,Q560552,United Kingdom,"['film actor', 'orderly', 'actor', 'television actor']"
/m/015p37,39,1,Q40143,United States of America,"['actor', 'radio personality', 'comedian', 'political activist', 'writer', 'film producer', 'film director', 'screenwriter', 'voice actor', 'television actor', 'film actor']"
/m/05qh0j,39,1,Q438583,United States of America,"['screenwriter', 'film actor', 'film director']"
/m/01cpqk,38,1,Q202725,United States of America,"['human rights activist', 'stage actor', 'film actor', 'television actor', 'actor']"
/m/016fjj,38,1,Q185051,United States of America,"['film actor', 'film director', 'screenwriter', 'character actor', 'stage actor', 'dancer', 'voice actor', 'television actor', 'model']"
/m/09fb5,38,1,Q39792,United States of America,"['film actor', 'actor', 'art collector', 'film director', 'screenwriter', 'film producer', 'character actor', 'television actor', 'writer']"
/m/01csvq,38,1,Q102642,United States of America,"['film actor', 'television actor', 'film director', 'screenwriter', 'photographer', 'film producer', 'singer', 'music video director', 'comedian', 'writer', 'actor', 'stage actor', 'voice actor']"
/m/02fn5,38,1,Q102711,United States of America,"['television actor', 'film actor', 'film director', 'actor', 'photographer', 'screenwriter', 'writer', 'painter', 'character actor', 'artist', 'filmmaker', 'visual artist', 'voice actor', 'sculptor', 'art collector', 'printmaker']"
/m/03lv3s,38,1,Q973065,United States of America,"['actor', 'stage actor', 'television actor']"
/m/0bj9k,37,1,Q41163,United States of America,"['film producer', 'film actor', 'screenwriter', 'stage actor', 'television actor']"
/m/032xhg,37,1,Q284636,United States of America,"['actor', 'film producer', 'television actor', 'film actor', 'voice actor', 'television director', 'film director', 'podcaster']"
/m/04fzk,37,1,Q76478,United States of America,"['actor', 'film actor', 'voice actor', 'model', 'singer', 'television actor', 'film director', 'screenwriter', 'film producer']"
/m/0807ml,37,1,Q726142,United States of America,"['actor', 'film producer', 'television actor', 'film actor', 'film director', 'stage actor', 'voice actor', 'director']"
/m/01vwllw,37,1,Q133050,United States of America,"['film actor', 'voice actor', 'film producer', 'actor', 'television actor']"
/m/013vdl,37,1,Q232307,United States of America,"['actor', 'film actor', 'television actor', 'voice actor']"
/m/0194r1,37,1,Q443128,United States of America,['actor']
/m/04t2l2,36,1,Q216221,United States of America,"['actor', 'television director', 'comedian', 'television producer', 'character actor', 'screenwriter', 'film actor', 'television actor', 'voice actor', 'manufacturer', 'film producer']"
/m/06lht1,36,1,Q313043,United States of America,"['actor', 'stage actor', 'television actor', 'film actor']"
/m/0187y5,36,1,Q202148,United States of America,"['actor', 'singer', 'American football player', 'screenwriter', 'film producer', 'film director', 'television actor']"
/m/03q45x,36,1,Q230203,United States of America,"['screenwriter', 'film producer', 'writer', 'television actor', 'film actor', 'television director', 'voice actor', 'television producer', 'film director']"
/m/07fq1y,35,1,Q234195,United Kingdom,"['stage actor', 'film actor', 'actor', 'television actor']"
/m/03xblf,35,1,Q128379,United Kingdom,"['actor', 'film actor', 'weightlifter', 'television actor']"
/m/046zh,35,1,Q40523,United States of America,"['television actor', 'film actor', 'film producer', 'model', 'stage actor', 'voice actor', 'actor']"
/m/04yywz,35,1,Q329700,United States of America,"['actor', 'writer', 'character actor', 'television actor', 'screenwriter', 'film actor']"
/m/015gsv,34,1,Q181899,United States of America,"['film actor', 'actor', 'stage actor', 'television actor', 'screenwriter', 'film producer', 'aircraft pilot', 'film director', 'glider pilot', 'film screenwriter']"
/m/02v60l,34,1,Q294185,United States of America,"['actor', 'screenwriter', 'film director', 'film producer', 'writer', 'composer', 'film actor', 'television actor', 'professional wrestler', 'television producer']"
/m/047c9l,34,1,Q231811,United States of America,"['singer', 'actor', 'writer', 'voice actor', 'autobiographer', 'composer', 'television actor', 'stage actor', 'film actor']"
/m/0896b2,34,1,Q1269785,United States of America,"['screenwriter', 'singer', 'television actor', 'film actor', 'film director']"
/m/044f7,34,1,Q191037,United States of America,"['television director', 'film director', 'film producer', 'voice actor', 'puppeteer', 'actor', 'screenwriter', 'animator', 'television producer']"
/m/0k269,34,1,Q165518,Scotland,"['actor', 'singer', 'stage actor', 'voice actor', 'film director', 'television producer']"
/m/06pjs,34,1,Q51566,United States of America,"['film director', 'actor', 'screenwriter', 'film producer', 'film editor', 'film actor', 'television actor', 'mascot', 'television producer']"
/m/01hcj2,33,1,Q188280,United States of America,"['television actor', 'film actor', 'film producer', 'dancer', 'voice actor', 'stage actor', 'musical theatre actor']"
/m/02lj6p,33,1,Q176323,United States of America,"['street artist', 'screenwriter', 'television actor', 'film actor', 'television producer', 'actor']"
/m/0pnf3,33,1,Q287793,United States of America,"['actor', 'film director', 'screenwriter', 'film producer', 'television producer', 'writer', 'voice actor', 'comedian']"
/m/0466jjy,33,1,Q552896,Canada,"['actor', 'film actor', 'television actor']"
/m/06gb2q,33,1,Q943028,United States of America,"['character actor', 'television actor', 'podcaster', 'film actor', 'screenwriter', 'voice actor', 'film producer']"
/m/09r0yc,33,1,Q984077,United States of America,"['comedian', 'screenwriter', 'television actor', 'film actor', 'film producer']"
/m/08c882,33,1,Q1319978,People's Republic of China,"['film actor', 'actor', 'acrobat']"
/m/01vvb4m,33,1,Q42869,United States of America,"['actor', 'film actor', 'film director', 'film producer', 'voice actor', 'character actor', 'screenwriter', 'television producer', 'executive producer', 'television presenter']"
/m/0205dx,33,1,Q192165,United States of America,"['actor', 'film director', 'film producer', 'voice actor', 'character actor', 'singer', 'television actor', 'film actor', 'peace activist', 'executive producer', 'television producer']"
/m/01nr36,32,1,Q95048,United States of America,"['screenwriter', 'film producer', 'film actor', 'film director', 'actor', 'musician', 'television actor', 'theatrical director']"
/m/03q054,32,1,Q967544,United States of America,"['screenwriter', 'film director', 'writer', 'television actor', 'film actor', 'film producer', 'film editor']"
/m/01mylz,32,1,Q353978,United States of America,"['drill instructor', 'actor', 'television producer', 'screenwriter', 'voice actor', 'comedian', 'television actor', 'film actor', 'director']"
/m/01z7s_,32,1,Q220918,United States of America,"['actor', 'director', 'film producer', 'screenwriter', 'writer', 'film director']"
/m/016z2j,31,1,Q165219,United States of America,"['actor', 'television actor', 'film producer', 'singer', 'musician', 'screenwriter', 'singer-songwriter', 'film director', 'voice actor']"
/m/01gvxv,31,1,Q229258,United States of America,"['television actor', 'stage actor', 'film actor', 'actor']"
/m/0fx4xc,31,1,Q5617048,United States of America,"['actor', 'television actor', 'film actor']"
/m/015brk,31,1,Q561765,United States of America,"['puppeteer', 'cartoonist', 'actor', 'comedian', 'voice actor']"
/m/06w6_,31,1,Q180665,United States of America,"['actor', 'television actor', 'film actor', 'film producer', 'voice actor', 'organizational founder', 'writer', 'stage actor']"
/m/02zfg3,31,1,Q329784,United States of America,"['stage actor', 'film actor', 'television actor']"
/m/018ygt,31,1,Q170572,United States of America,"['television actor', 'film actor', 'character actor', 'stage actor', 'podcaster', 'blogger', 'voice actor', 'actor', 'film director', 'film producer', 'comedian']"
/m/03b78r,30,1,Q1029467,United States of America,"['voice actor', 'puppeteer', 'actor', 'film producer', 'film director']"
/m/01w1ywm,30,1,Q561809,United States of America,"['television director', 'actor', 'film director', 'puppeteer', 'voice actor', 'musician', 'director', 'television actor']"
/m/05wjnt,30,1,Q316756,Canada,"['actor', 'film director', 'screenwriter', 'cinematographer', 'film producer', 'film editor', 'dub actor', 'comedian', 'film actor', 'musician', 'television actor']"
/m/01rs5p,30,1,Q236711,United States of America,"['television actor', 'film actor', 'stage actor', 'voice actor', 'actor']"
/m/0f502,29,1,Q80938,United States of America,"['actor', 'singer', 'film producer', 'writer', 'dancer', 'musician', 'television actor', 'film actor', 'stage actor', 'voice actor']"
/m/04mhbh,29,1,Q72867,United Kingdom,"['television actor', 'film actor', 'film director', 'television presenter', 'novelist', 'screenwriter', 'writer', 'stand-up comedian', 'voice actor', 'film producer', 'aircraft pilot']"
/m/0479b,29,1,Q43416,Canada,"['television actor', 'film actor', 'actor', 'film producer', 'film director', 'singer', 'voice actor', 'musician', 'writer']"
/m/01vh18t,29,1,Q515632,United States of America,"['actor', 'film director', 'screenwriter', 'stage actor', 'television actor', 'writer', 'film actor', 'film producer', 'playwright']"
/m/061tsc,29,1,Q439618,United States of America,"['actor', 'screenwriter']"
/m/031k24,28,1,Q310318,United States of America,"['film actor', 'television actor', 'stage actor', 'film producer', 'actor']"
/m/01jz6x,28,1,Q316857,United States of America,"['actor', 'voice actor', 'comedian']"
/m/0bxvvc,28,1,Q1337159,United States of America,"['boxer', 'stage actor', 'film actor', 'television actor', 'actor']"
/m/07b8pn,28,1,Q185655,United States of America,"['actor', 'film director', 'film producer', 'screenwriter', 'animator', 'executive producer', 'voice actor']"
/m/09594c,28,1,Q1140895,United States of America,"['actor', 'film director', 'film actor', 'screenwriter']"
/m/07663r,28,1,Q272935,United States of America,"['actor', 'television presenter', 'singer', 'writer', 'musician', 'voice actor', 'comedian']"
/m/061tx7,28,1,Q2062524,United States of America,"['actor', 'screenwriter', 'film director']"
/m/0234pg,28,1,Q320218,United States of America,"['actor', 'film director', 'film producer', 'American football player', 'film actor', 'television actor', 'Canadian football player', 'voice actor', 'screenwriter']"
/m/017149,28,1,Q104791,United States of America,"['film actor', 'film director', 'character actor', 'screenwriter', 'film producer', 'stage actor', 'television actor', 'voice actor', 'actor', 'theatrical director']"
/m/061txy,28,1,Q1354149,United States of America,"['actor', 'screenwriter']"
/m/09l3p,28,1,Q37876,United States of America,"['model', 'film actor', 'film producer', 'film director', 'screenwriter', 'stage actor', 'television actor', 'actor', 'manufacturer']"
/m/014g22,27,1,Q108935,United States of America,"['television producer', 'television actor', 'film actor', 'film producer', 'voice actor']"
/m/01h910,27,1,Q220836,United States of America,"['television actor', 'film actor', 'voice actor', 'screenwriter', 'poker player']"
/m/01rr9f,27,1,Q58912,United States of America,"['actor', 'television actor', 'film actor', 'model', 'voice actor', 'film producer', 'film director', 'television producer']"
/m/0p_jc,27,1,Q310926,United States of America,"['actor', 'screenwriter', 'comedian', 'voice actor', 'television presenter', 'singer', 'television actor']"
/m/0gcj_rz,27,1,Q74689,United States of America,"['actor', 'film actor', 'television actor', 'child actor']"
/m/01sjr5,27,1,Q2648580,United States of America,"['engineer', 'puppeteer']"
/m/01wgcvn,27,1,Q1112005,United States of America,"['actor', 'singer-songwriter', 'voice actor', 'rapper', 'model', 'singer', 'comedian', 'songwriter', 'television presenter', 'businessperson', 'film producer', 'record producer', 'television producer']"
/m/0696_t,27,1,Q267400,Australia,"['model', 'television actor', 'film actor']"
/m/0gdlpht,27,1,,,
