Actor_name,connectivity,actor_gender,Actor_date_of_birth,Actor_ethnicity,Freebase_actor_ID,community,Wikidata_actor_id,actor_description
Parvati Melton,11,F,1983,/m/0dryh9k,/m/0ffgks,6,Q9019836,American actress
Prathap K. Pothan,11,M,1952-08-13,,/m/0523j0d,6,Q3531073,"Indian actor, director, writer, producer"
Suthivelu,11,M,1947-08-07,,/m/026pmjj,6,Q3764108,Indian comedian
Naresh,10,M,,/m/0dryh9k,/m/03ydbdk,6,Q6965818,Indian actor
Venu Thottempudi,10,M,1976-06-04,,/m/0hhr6ml,6,Q7920466,Indian actor
Kishore,10,M,,/m/0dryh9k,/m/076vyjv,6,Q6416627,Indian actor
Arvind Swamy,10,M,1970-06-17,,/m/077215,6,Q258005,"Indian film actor, model, entrepreneur, and television presenter"
Mouli,10,M,1947,/m/01rv7x,/m/0k13cs,6,Q7668653,Film director and actor
Mumtaj,10,F,1980-07-05,,/m/09g6lvd,6,Q6935496,Indian actress
Balayya,10,M,,,/m/0gc2plc,6,Q64666984,book on Arabic grammar
Sangeetha,10,F,1978-10-21,,/m/026m_gk,6,Q16148581,Indian actress
Dhanush,10,M,1983-07-28,,/m/0f0djh,6,Q331050,"Indian actor, singer, born 1983"
Bhanu Chander,9,M,,/m/0dryh9k,/m/03m9h0m,6,Q28105320,painting by M.H. Mackenzie
Bharath,9,M,1984-07-21,/m/01rv7x,/m/025s4hp,6,Q4901177,Indian actor
Anupama Kumar,9,F,1974-12-04,/m/01rv7x,/m/080kws4,6,Q4777839,Indian actress
Sivaji Raja,9,,,,/m/0gcnl1r,6,,
Bhumika Chawla,9,F,1978-08-21,/m/0dryh9k,/m/04bfn2,6,Q3236611,Indian actress
Srinath,9,M,1944,,/m/02qqw3p,6,Q7586426,Indian actor
Narsing Yadav,9,M,1963-05-15,,/m/02rwjfz,6,Q6966381,Indian actor (1963-2020)
V. Ravichandran,9,M,1961-05-30,/m/0dryh9k,/m/02prw88,6,Q7906210,"actor, director, producer, music director, stunt director, editor and lyricist"
Rohini,9,F,1962-02-02,,/m/04m_1zf,6,Q277662,Indian actress
Sundar C,9,M,1968-01-21,,/m/02rr042,6,Q7639214,Indian film actor and director
Suvalakshmi,9,F,1977-08-19,,/m/0gpbx_,6,Q7650479,Indian actress
Ram Charan Teja,9,M,1985-03-27,/m/0dryh9k,/m/03c72bb,6,Q3765047,Indian actor
J. V. Ramana Murthi,9,M,1933-05-20,/m/0dryh9k,/m/0gdkvfn,6,Q6107295,Indian actor
Nagma,9,F,1974-12-25,/m/0dryh9k,/m/027czgl,6,Q3523851,Indian actress
Tarun Kumar,8,M,1983-01-08,/m/0dryh9k,/m/025xyzk,6,Q7686933,Telugu actor
Manjula Vijayakumar,8,F,1953-09-09,,/m/066027w,6,Q6750452,Indian actress (1953-2013)
Jit Mohan Mitra,7,M,,,/m/0gdk5j0,6,Q213081,2009 film directed by J. J. Abrams
Seetha,7,F,1967,/m/01rv7x,/m/02rtlm3,6,Q7445968,Tamil and Telugu film actress
Kallu Chidambaram,7,M,,,/m/0hh1ckr,6,Q6353941,Telugu film actor (1945-2015)
Bhagyaraj,7,M,1953-01-07,,/m/05z48f,6,Q3537602,Indian film director
Taapsee Pannu,7,F,1987-08-01,,/m/0c3zvw9,6,Q7672815,Indian actress
Vishnu Vardhan Babu,7,M,1981-11-23,/m/0dryh9k,/m/03mdbl2,6,Q7935972,Indian actor
Anand Babu,7,M,,/m/0dryh9k,/m/09gp_yb,6,Q4751240,Indian actor
R. Sundarrajan,7,M,,,/m/04q99c7,6,Q7274021,Indian film director
Mamta Mohandas,7,F,1985-11-14,/m/0dryh9k,/m/0g3dq2,6,Q2050320,Indian film actress and playback singer
Abhirami,7,F,1983-07-26,,/m/04f160h,6,Q3595191,Film actress
Raghunatha Reddy,7,M,,,/m/0gc09q6,6,Q26391589,Indian actor
Ranganath,6,,1946,,/m/0gbx4t3,6,Q7292622,Indian actor
Saranya Mohan,6,F,1989-02-20,,/m/04gtnv_,6,Q3595196,Indian actress
Ponvannan,6,M,,,/m/09gk3j5,6,Q7228433,Indian actor
Kasthuri,6,F,1976,,/m/05s_wsx,6,Q6374806,Indian actress
Pooja Umashankar,6,F,1981-06-25,/m/0bhsnb,/m/0c65tr,6,Q3534651,Indian actress
S .J. Suryaah,6,M,1968-07-20,,/m/0ghmnt,6,Q7387554,Indian actor and film director
Laila Mehdin,6,F,1980-10-24,/m/0dryh9k,/m/0cp3zq,6,Q431002,Indian film actress
Ramarajan,6,M,,,/m/0h1sgs,6,Q11035021,Indian actor
Sadha,6,F,1984-02-17,/m/0cqgdq,/m/025tcx3,6,Q3537616,Indian actress (born 1984)
Meghna Naidu,6,F,1978-09-19,/m/09m6hr,/m/09xyc1,6,Q6809083,Indian actress
Devi Charan,6,M,,,/m/0gb_rdh,6,,
Vizag Prasad,6,M,,,/m/0gb_zn9,6,Q85748934,Telugu theatre artist
T. Rajendar,6,M,1955-05-09,,/m/025tdwc,6,Q7668630,Ashtavadhani
Gajala,6,F,,/m/0dryh9k,/m/04668h2,6,Q5517537,Indian actress (born 1985)
Annapoorna,6,F,1988-02-09,,/m/047dxsn,6,Q4767988,Indian Odia-language author
Maheswari,6,F,,,/m/09gkxg6,6,Q6733904,Indian actress
Jai,6,M,1985-04-06,,/m/04gq5mw,6,Q3424281,Indian actor
Kamalinee Mukherjee,6,F,1980-03-04,,/m/0fr0zv,6,Q3520260,Indian actress
Aravind Akash,6,M,,,/m/03cld9d,6,Q4784510,Indian actor
Dubbing Janaki,6,F,,,/m/0gdknq0,6,,
Farjana,6,F,,,/m/047f036,6,Q5435363,actress
Shraddha Das,6,F,1987-03-04,,/m/04n6bks,6,Q4319574,actress
Swapna Madhuri,6,F,1981-08-20,,/m/03hkp94,6,Q15695391,Indian actress
Gollapudi Maruthi Rao,5,M,1939-04-14,,/m/064kddk,6,Q5580832,Indian actor (1939-2019)
Rakshita,5,F,1984-03-31,/m/0dryh9k,/m/026l137,6,Q7286791,South Indian film actress
P. L. Narayana,4,M,1935,,/m/0bmfc5d,6,Q7117396,Indian actor
Vishnuvardhan,4,M,1950-09-18,/m/0dryh9k,/m/061qtz,6,Q2097394,Indian actor (1950–2009)
Roja Ramani,4,F,1959,,/m/051zyst,6,Q7359907,Indian film actress
Devadharshini,4,F,,,/m/0gc2m9m,6,Q35047,family of fishes
Venkateshwara,4,M,,,/m/017n2g,6,Q2668647,form of the Hindu god Vishnu
Vijaya Y.,4,F,,,/m/0gc669x,6,Q13010215,Indian actress
Potti Prasad,4,M,,/m/0dryh9k,/m/0gc55m9,6,Q13003046,Indian film actor
Poonam Kaur,4,F,1983-10-09,,/m/08079sq,6,Q7228697,Indian actress
Raja Sundaram,4,M,1968-03-07,,/m/0jtmb7,6,Q7286479,Indian actor
A. Venkatesh,4,M,,,/m/04n3wnz,6,Q4648485,Indian film director
Amala Paul,3,F,1991-10-26,,/m/0fpgtz_,6,Q3520293,Indian actress
Sakthi Vasu,3,M,1983-02-23,,/m/03cb4xf,6,Q16222518,Indian actor
Nirosha,3,F,1971-01-23,,/m/0bhbr1q,6,Q13653610,Indian actress
Sharvanand,3,M,1984-03-06,,/m/0264c2c,6,Q5141896,film actor from India
Achyuth,3,M,,,/m/0hh67yp,6,Q12990068,Telugu actor
Suresh,3,M,,,/m/0gvs1n3,6,Q7645716,Telugu actor
Anwar Hussain,3,M,1928-01-02,,/m/0b_qxqy,6,Q4778032,Indian film actor
Narayan Rao,3,M,,,/m/0gbmc95,6,,
Daniel Balaji,3,M,,,/m/0284pr_,6,Q5216480,Indian film actor
Sumitra,3,F,,/m/0dryh9k,/m/0gcxztd,6,,
Maheshwari,3,,,,/m/0b7rp4y,6,Q127060,chemical compound
Dr. Rajasekhar,3,M,1962-02-04,,/m/02qnywq,6,Q5304338,Indian film actor
Leelavathi,3,F,1938,,/m/0h970l2,6,Q6516295,Indian actress
Arun Vijay,3,M,1974-11-19,,/m/04n3yb7,6,Q4802153,actor
Vaibhav Reddy,3,M,,/m/0dryh9k,/m/04m_m5b,6,Q7908688,Indian actor
Kiran Rathod,3,F,1981-01-11,/m/0dryh9k,/m/0272t_k,6,Q6414820,Indian actress
Kaveri,3,F,1990-11-23,/m/0dryh9k,/m/03hllvw,6,Q277306,Indian film actress
Karthik Sivakumar,3,M,1977-05-25,,/m/0263_3w,6,Q3534361,Indian actor
Sibiraj,3,M,1982-10-06,,/m/027g6xh,6,Q3533779,Indian actor
Gayatri Jayaraman,3,F,1984-09-27,,/m/0h3lj2t,6,Q5528721,actor and model
Raasi,3,F,,,/m/0gbwmxp,6,Q6752177,Indian actress and model
Maharshi Raghava,3,M,,,/m/0hhft5k,6,,
Samantha Ruth Prabhu,3,F,1987-04-28,,/m/0807ht1,6,Q3520314,Indian actress
Tejashree,3,F,,,/m/0gq1rt,6,Q7695202,Indian actress
Naga Chaitanya,3,M,1986-11-23,,/m/07k8dj_,6,Q6958274,Indian actor
Jaiganesh,3,M,,,/m/0gby0_k,6,Q2661844,private university system in Iran
Divya Unni,3,F,1982,,/m/08fcp1,6,Q3595238,Indian actress
Vimala Raman,3,F,1980-01-23,,/m/02vnm31,6,Q3532965,Australian actress and model
Swathi,3,F,,,/m/0gpbyp,6,,
Prema,3,F,1977-01-06,/m/0dryh9k,/m/026g7t5,6,Q7240187,Indian actress
Sherin,3,F,1985-05-05,,/m/04cmyj,6,Q7495009,Indian actress
Ravi Varma,3,M,,,/m/026bp86,6,Q7296675,Indian actor
Asha Saini,3,F,,,/m/0gbxhwt,6,Q4804518,Indian actress
Vinay Rai,3,M,1979-09-18,,/m/02q__s8,6,Q7931382,Indian actor
Shriya Sharma,3,F,1997,/m/0dryh9k,/m/04y88mr,6,Q7504223,Indian actress
Dev Gill,3,M,,,/m/0gc950n,6,Q46554,Indian film actor and model
Prasanna,3,M,1982-08-28,,/m/0b6w17,6,Q7273923,Indian musician
Laya,3,F,,,/m/02780sm,6,Q6505439,Indian actress
Sulakshana,3,F,,/m/0dryh9k,/m/04y6w8q,6,Q7635983,Indian actress
Satya Prakash,3,M,,,/m/0hh5tm8,6,Q97275623,Indian actor and director
Sana Khan,3,F,1987-08-21,,/m/09g6wpy,6,Q5408135,Indian actress and model
Makarand Anaspure,3,M,1973-06-22,/m/0dryh9k,/m/05szmb6,6,Q3632672,Indian actor
Jayalalitha,3,F,1965-07-02,,/m/0drzy1s,6,Q6167494,Indian actress
Vijay Vasanth,3,M,1983-05-20,,/m/076ymtg,6,Q7929215,Indian actor
Brahmaji,3,M,,,/m/0k39_f,6,Q13551326,Indian actor
Radhika Chaudhari,3,F,,,/m/0k1ry_,6,Q7280240,Indian actress
Sneha Ullal,3,F,1987-12-18,/m/0dryh9k,/m/05w8bb,6,Q469215,Indian actress
Abhimanyu Singh,3,M,,/m/0dryh9k,/m/0ds6bt5,6,Q4667424,Indian actor
Kondavalasa Lakshmanarao,3,M,1946-08-10,,/m/02rvhtj,6,Q6428971,Indian actor (1946-2015)
Manoj Bharathiraja,3,M,1974-09-11,,/m/04gv1tt,6,Q6751156,Indian actor
Nakul,3,M,1984-06-15,,/m/02rtkn4,6,Q3530791,Indian actor
Nitin,3,M,1983-03-30,,/m/0g83_v,6,Q7041296,Indian actor
Lokesh,3,,,,/m/0bh3p3v,6,Q49255,"city in Florida, United States"
Aamani,3,F,1973-11-16,,/m/05zzghk,6,Q4661435,Indian actress
Pyramid Natarajan,3,M,,,/m/0k7s08,6,Q15711477,Indian actor
Jayaprakash,3,M,,,/m/0ddcnz4,6,Q6167633,Indian actor
Bose Venkat,3,M,,,/m/0gc6glh,6,Q16201639,Indian actor
Dom DeLuise,70,M,1933-08-01,/m/0xnvg,/m/02nrdp,7,Q348209,"American actor, comedian, chef, director, producer, author"
Sylvester Stallone,53,M,1946-07-06,/m/0xnvg,/m/0gn30,7,Q1006,sovereign state in West Africa
Woody Allen,48,M,1935-12-01,/m/041rx,/m/081lh,7,Q490812,"process by which legislation, regulations, treaties and other legal instruments come to have legal force and effect"
Talia Shire,47,F,1946-04-25,/m/0xnvg,/m/01gw4f,7,Q129649,city in Turkey
Danny DeVito,43,M,1944-11-17,/m/0xnvg,/m/0q9kd,7,Q26806,"American actor, comedian, and filmmaker"
Burt Reynolds,42,M,1936-02-11,,/m/0187y5,7,Q202148,American actor (1936–2018)
Dick Miller,42,M,1928-12-25,,/m/05nty2,7,Q1209753,American actor (1928-2019)
Joe Estevez,42,M,1946-02-13,/m/042gtr,/m/06gv55,7,Q3180060,"American actor, director, producer"
Robert Duvall,42,M,1931-01-05,,/m/015c4g,7,Q134969,American alternative rock band
Harry Dean Stanton,39,M,1926-07-14,,/m/015p3p,7,Q134969,American alternative rock band
Madeline Kahn,39,F,1942-09-29,/m/041rx,/m/02ch1w,7,Q159758,English painter and draftsman (c.1775–1851)
Mia Farrow,35,F,1945-02-09,,/m/01cpqk,7,Q202725,American actress
Burt Young,35,M,1940-04-30,/m/0xnvg,/m/04yywz,7,Q329700,American actor
Walter Matthau,34,M,1920-10-01,/m/041rx,/m/0gyy0,7,Q202172,American actor (1920–2000)
David Arquette,34,M,1971-09-08,/m/041rx,/m/02v60l,7,Q294185,"American actor, director and professional wrestler"
Jack Nicholson,33,M,1937-04-22,/m/0xnvg,/m/09fb5,7,Q983927,officer's rank in many armed forces
Tim Thomerson,31,M,1946-04-08,,/m/05p4y_,7,Q8028838,"village in West Pomeranian, Poland"
Gena Rowlands,31,F,1930-06-19,,/m/01gvxv,7,Q229258,American actress
Al Pacino,30,M,1940-04-25,/m/0xnvg,/m/0bj9k,7,Q58967,military forces of Israel
Diane Keaton,29,F,1946-01-05,/m/033tf_,/m/01csvq,7,Q102642,American actress
Dennis Hopper,28,M,1936-05-17,,/m/02fn5,7,Q423071,sleeping medication
Jack Lemmon,28,M,1925-02-08,,/m/040z9,7,Q94123,American actor (1925–2001)
Tony Burton,28,M,1937-03-23,/m/0x67,/m/0bxvvc,7,Q1337159,American actor
Courteney Cox,27,F,1964-06-15,,/m/01rr9f,7,Q58912,"American actress, director, and producer"
William Smith,26,M,1933-03-24,,/m/02s6b7,7,Q975046,American actor (1933-2021)
Donald Sutherland,26,M,1935-07-17,/m/07bch9,/m/0ywqc,7,Q103784,Canadian actor (born 1935)
Frank Stallone,25,M,1950-07-30,,/m/01ppx3y,7,Q959153,American actor and singer
Mel Brooks,25,M,1926-06-28,/m/09kr66,/m/052hl,7,Q104266,"American director, writer, actor, and producer"
Charles Durning,25,M,1923-02-28,,/m/02zfg3,7,Q329784,American actor (1923-2012)
Karen Black,25,F,1939-07-01,,/m/01wmcbg,7,Q232333,"American actress, screenwriter, singer, and songwriter (1939-2013)"
Burgess Meredith,25,M,1907-11-16,,/m/01xcqc,7,Q343633,American actor (1907–1997)
Seymour Cassel,24,M,1935-01-22,,/m/04yyhw,7,Q708153,American actor (1935-2019)
Scott Shaw,23,M,1958-09-23,,/m/05g8dl,7,Q7437236,American actor
John Travolta,23,M,1954-02-18,/m/0xnvg,/m/0f502,7,Q248,American semiconductor chip manufacturer
Jill Kelly,23,F,1971-02-01,/m/07hwkr,/m/01qk9q,7,Q238594,American retired pornographic actress
Cloris Leachman,23,F,1926-04-30,/m/02ctzb,/m/02l3_5,7,Q419143,chemical compound
Eric Stoltz,22,M,1961-09-30,,/m/033tln,7,Q318267,American actor from California
Frederic Forrest,22,M,1936-12-23,,/m/04bdw5,7,Q719266,American actor
David Dorfman,21,M,1993-02-07,,/m/071m2d,7,Q708444,American actor
Jane Alexander,21,F,1939-10-28,,/m/01fx5l,7,Q242717,American actress (b. 1939)
John Cassavetes,21,M,1929-12-09,,/m/01p1z_,7,Q1541,"Roman statesman, lawyer, orator, and philosopher (106–43 BC)"
Mary Steenburgen,21,F,1953-02-08,/m/07mqps,/m/014g22,7,Q108935,"American actress, singer and songwriter"
Don Stroud,21,M,1943-09-01,,/m/074vyf,7,Q555890,American actor
Neve Campbell,21,F,1973-10-03,/m/092h2qt,/m/0l8v5,7,Q1747689,civilisation that began growing on the Italian Peninsula from 8th century BC
Rhonda Shear,21,F,1954-11-12,,/m/014xr2,7,Q543634,"American actress, television personality, comedienne"
Richard Bright,20,M,1937-06-28,,/m/08sqc_,7,Q786720,American actor (1937-2006)
Rutger Hauer,19,M,1944-01-23,/m/05l3g_,/m/09byk,7,Q213574,Dutch actor
Carl Weathers,19,M,1948-01-14,/m/0x67,/m/0234pg,7,Q320218,American actor and former football player
Sean Penn,18,M,1960-08-17,/m/041rx,/m/0sz28,7,Q44221,American actor
Brinke Stevens,18,F,1954-09-20,,/m/07rwk8,7,Q2925592,American actress
C. Thomas Howell,18,M,1966-12-07,,/m/01jbrf,7,Q464522,American actor and film director
James Caan,18,M,1940-03-26,/m/041rx,/m/0252fh,7,Q95043,American actor (1940–2022)
Lloyd Kaufman,17,M,1945-12-30,,/m/031bf1,7,Q183347,American film director
Belinda Balaski,17,F,1947-12-08,,/m/086msv,7,Q2839244,American actress
Robert Picardo,17,M,1953-10-27,/m/0xnvg,/m/02jt4y,7,Q313789,American actor
Joe Spinell,17,M,1936-10-28,,/m/097cf6,7,Q960676,American actor
Sissy Spacek,16,F,1949-12-25,/m/0h2138,/m/0h1nt,7,Q2023,territory of Canada
Diane Ladd,16,F,1935-11-29,,/m/01jrp0,7,Q234080,American actress
Mary Woronov,16,F,1943-12-08,,/m/06l7d6,7,Q127060,chemical compound
Art LaFleur,16,M,1943-09-09,,/m/0f0v7t,7,Q547310,American actor
Paul Williams,16,M,1940-09-19,,/m/020jqv,7,Q927415,"American composer, singer, songwriter and actor"
Nick Nolte,16,M,1941-02-08,/m/03bkbh,/m/0lkr7,7,Q188018,American actor
Martin Henderson,15,M,1974-10-08,,/m/06zbbg,7,Q461278,New Zealand actor (born 1974)
Ray Wise,15,M,1947-08-20,,/m/0736qr,7,Q530646,American actor
Jean-Claude Van Damme,15,M,1960-10-18,/m/02p656s,/m/0m8_v,7,Q13164,"university in Moscow, Russia"
Rachael Bella,15,F,1984-03-13,,/m/05db_7,7,Q455956,American actress
Arnold Schwarzenegger,15,M,1947-07-30,/m/019lrz,/m/0tc7,7,Q1054,chemical element with symbol Tc and atomic number 43
Lindsay Frost,15,F,1962-06-04,,/m/07nt5x,7,Q7590,human-directed movement of things or people between locations
Austin Pendleton,15,M,1940-03-27,/m/04q7gbh,/m/08jfkw,7,Q572004,American actor and director
Peter Falk,15,M,1927-09-16,/m/0h2138,/m/05xpv,7,Q484881,American actor (1927-2011)
Amber Tamblyn,15,F,1983-05-14,,/m/02jsrt,7,Q231128,American actress
Glenn Close,15,F,1947-03-19,/m/07hwkr,/m/0c3p7,7,Q11573,SI unit of length
Jeffrey Combs,14,M,1954-09-09,,/m/02jm9c,7,Q452288,American actor (b. 1954)
Naomi Watts,14,F,1968-09-28,/m/01swvz,/m/01xcfy,7,Q132616,British actress
Gene Wilder,14,M,1933-06-11,/m/048z7l,/m/027l0b,7,Q191966,American actor and comedian (1933-2016)
Jerry Reed,13,M,1937-03-20,,/m/01npmc_,7,Q712914,"American recording artist; country music singer, actor (1937-2008)"
Harvey Korman,13,M,1927-02-15,/m/041rx,/m/02_pbr,7,Q717656,American stand-up comedian
Pat McCormick,13,M,1927-06-30,,/m/075k0f,7,Q2056518,American actor
Alan Arkin,13,M,1934-03-26,/m/041rx,/m/015grj,7,Q108283,"American actor, director, and screenwriter"
Kathleen Turner,13,F,1954-06-19,/m/07hwkr,/m/018_lb,7,Q222008,American actress
Eileen Brennan,13,F,1932-09-03,,/m/05ggt_,7,Q238919,American actress (1932-2013)
Liev Schreiber,12,M,1967-10-04,/m/041rx,/m/0prfz,7,Q298368,American actor
Kevin McCarthy,12,M,1914-02-15,/m/041rx,/m/04xbr4,7,Q281404,American actor (1914–2010)
Linnea Quigley,12,F,1958-05-27,/m/02ctzb,/m/04bsgz,7,Q2988170,American actress
Craig Sheffer,12,M,1960-04-23,,/m/064jf_,7,Q529979,American film and television actor
Wilford Brimley,12,M,1934-09-27,,/m/03b4bw,7,Q712180,American actor and singer
Tony Roberts,12,M,1939-10-22,/m/041rx,/m/089_fl,7,Q1235479,American actor
Matthew Modine,12,M,1959-03-22,,/m/02nb2s,7,Q318249,American actor and filmmaker (born 1959)
Jonathan Breck,12,M,1965-02-17,,/m/0g7dfl,7,Q968093,American actor
Kevin Spacey,12,M,1959-07-26,,/m/048lv,7,Q25144,American actor (1959-)
Jackie Gleason,12,M,1916-02-26,,/m/0121rx,7,Q18209616,Mexican politician
James Woods,12,M,1947-04-18,,/m/016ks_,7,Q193105,American actor
Sofia Coppola,12,F,1971-05-14,/m/0xnvg,/m/01_f_5,7,Q410412,an antiepileptic drug
William Schallert,12,M,1922-07-06,,/m/02q_61,7,Q1332676,actor from the United States (1922-2016)
Jamie Kennedy,12,M,1970-05-25,/m/033tf_,/m/02pzck,7,Q355133,American actor and comedian
Peter Fonda,12,M,1940-02-23,/m/07mqps,/m/0170vn,7,Q210148,American actor (1940–2019)
Lance Henriksen,12,M,1940-05-05,/m/0cnvdq1,/m/02zhkz,7,Q312077,American actor
Melanie Griffith,12,F,1957-08-09,/m/0cnvdq1,/m/02g0rb,7,Q176455,American actress
Billy Bob Thornton,12,M,1955-08-04,,/m/01fh9,7,Q202735,"American actor, filmmaker, and musician"
Paul Sorvino,12,M,1939-04-13,/m/0xnvg,/m/03q1vd,7,Q447892,American actor (1939–2022)
Teri Garr,12,F,1947-12-11,,/m/02mhfy,7,Q233873,American actress
Helen Hunt,11,F,1963-06-15,/m/041rx,/m/0c4f4,7,Q44269,4th-century Christian saint
James Gandolfini,11,M,1961-09-18,/m/0xnvg,/m/01z7_f,7,Q202093,Scottish association football club based in Edinburgh
Brent Briscoe,11,M,1961-05-21,,/m/065y301,7,Q909704,American actor and screenwriter (1961-2017)
Carol Kane,11,F,1952-06-18,/m/041rx,/m/021b_,7,Q5276211,
Telma Hopkins,11,F,1948-10-28,/m/0x67,/m/038yp6,7,Q272896,actress and singer
Julie Kavner,11,F,1950-09-07,,/m/0sw5n,7,Q228893,American actress
Brion James,10,M,1945-02-20,,/m/05njj5,7,Q723780,American actor
Marshall Bell,10,M,1942-09-28,,/m/08hk3x,7,Q679987,American actor
Kris Kristofferson,10,M,1936-06-22,/m/065b6q,/m/016h4r,7,Q208681,"American country music singer, songwriter, musician, Rhodes scholar, and film actor"
Nehemiah Persoff,10,M,1919-08-02,,/m/09g94h,7,Q918369,American actor and painter
Robert Redford,10,M,1936-08-18,/m/02w7gg,/m/0gs1_,7,Q7339618,2006 concert tour by the Cars
Bruce Dern,10,M,1936-06-04,,/m/01rnxn,7,Q357001,American actor
Allen Garfield,10,M,1939-11-22,,/m/07vljr,7,Q932204,American actor (1939-2020)
John Cazale,10,M,1936-08-12,,/m/03f362,7,Q296177,American actor (1935–1978)
Michael Douglas,10,M,1944-09-25,/m/063k3h,/m/0kjgl,7,Q119798,American actor and producer
Dolph Lundgren,10,M,1957-11-03,/m/06mvq,/m/02v406,7,Q181678,Swedish actor and martial artist
Michael Ironside,10,M,1950-02-12,/m/02w7gg,/m/02184q,7,Q344973,Canadian actor
Casper Van Dien,10,M,1968-12-18,/m/06v41q,/m/03cx4q,7,Q1420749,amusement ride
Michelle Bauer,10,F,1958-10-01,,/m/024knm,7,Q292870,actress
Ann-Margret,9,F,1941-04-28,/m/065b6q,/m/01gv_f,7,Q232059,"Swedish–American actress, singer, and dancer"
Nancy O'Dell,9,F,1966-02-25,,/m/05w43w,7,Q3335599,American television host and entertainment journalist
Laura Dern,9,F,1967-02-10,/m/07hwkr,/m/09zmys,7,Q220901,American actress and producer
Luke Edwards,9,M,1980-03-24,,/m/0d0plm,7,Q1613127,American actor
Marieh Delfino,9,F,1977-09-24,,/m/0fdc74,7,Q155364,Venezuelan actress
Felissa Rose,9,F,1969-05-23,,/m/04cfxp,7,Q1773842,American actress
Jamie Foxx,9,M,1967-12-13,/m/0x67,/m/01wmxfs,7,Q171905,"American actor, comedian, and singer (born 1967)"
Dean Stockwell,9,M,1936-03-05,,/m/02tv80,7,Q345212,American actor (1936–2021)
Roger L. Jackson,9,M,1956-08-29,,/m/0932qm,7,Q2461148,American actor
Bruce McGill,9,M,1950-07-11,,/m/05nzw6,7,Q447960,American actor
Sam Waterston,9,M,1940-11-15,,/m/016kft,7,Q284876,"American actor, producer and director"
Paul Bartel,9,M,1938-08-06,,/m/06l6_r,7,Q1651660,"American actor, screenwriter and director (1938-2000)"
Wendy Schaal,9,F,1954-07-02,,/m/07fcgj,7,Q268542,American actress
Jane Fonda,8,F,1937-12-21,/m/013xrm,/m/0h1mt,7,Q233,sovereign state in Southern Europe situated on an archipelago in the Mediterranean Sea
Sid Caesar,8,M,1922-09-08,/m/041rx,/m/01csyt,7,Q555226,American comic actor and writer (1922-2014)
Biff Manard,8,M,1939,,/m/0gc5jk2,7,Q2902057,American actor and screenwriter (1939-2014)
James Keane,8,M,1952-09-26,,/m/0g5t6xr,7,Q408652,chemical compound
Kelly Preston,8,F,1962-10-13,,/m/01pqy_,7,Q236842,American actress and model (1962–2020)
Stockard Channing,8,F,1944-02-13,,/m/02mqc4,7,Q1117390,American actress
Elvis Presley,8,M,1935-01-08,/m/06j2v,/m/02jq1,7,Q303,American singer and actor (1935–1977)
Bridget Fonda,7,F,1964-01-27,/m/07hwkr,/m/01yd8v,7,Q913872,actress
Grace Zabriskie,7,F,1941-05-17,,/m/09c84c,7,Q242552,American actress
Debbie Rochon,7,F,1968-11-03,,/m/07bkcj,7,Q437576,Canadian actress
Robert Z'Dar,7,M,1950-06-03,,/m/09zsb8,7,Q959829,"actor, film producer (1950-2015)"
Chloë Sevigny,7,F,1974-11-18,/m/012c1l,/m/01g25r,7,Q235870,American actress (b.1974)
Ron Silver,7,M,1946-07-02,/m/041rx,/m/03swmf,7,Q382036,"actor, activist (1946-2009)"
Marlon Brando,7,M,1924-04-03,/m/07mqps,/m/04__f,7,Q104761,German association football club based in Leverkusen
Frank McRae,7,M,1942-06-03,/m/0x67,/m/03czn8,7,Q58803899,In Portugal
Cybill Shepherd,7,F,1950-02-18,,/m/0b_4z,7,Q175142,American actress and singer
Ron Carey,7,M,1935-12-11,/m/0xnvg,/m/0803t7,7,Q118870,American actor (1935-2007)
Rick Dial,7,M,1955-03-09,,/m/0bqsdt5,7,,
Ben Gazzara,7,M,1930-08-28,/m/0xnvg,/m/0428bc,7,Q296287,American actor (1930-2012)
John Hawkes,7,M,1959-09-11,,/m/0785v8,7,Q459384,American actor
Richard Pryor,7,M,1940-12-01,/m/0x67,/m/01hmk9,7,Q294912,American comedian and actor (1940–2005)
Caroline Munro,6,F,1949-01-16,,/m/07gwvb,7,Q272386,British actor and model
Gerrit Graham,6,M,1949-11-27,,/m/0byzg7,7,Q1354875,American actor
James Spader,6,M,1960-02-07,,/m/043js,7,Q5928388,Sultan of the Maldives
Henry Gibson,6,M,1935-09-21,,/m/04d2yp,7,Q225657,American actor (1935–2009)
Darren Dalton,6,M,1965-02-09,,/m/02qrj7m,7,Q913689,"American actor, screenwriter and film producer"
Jürgen Prochnow,6,M,1941-06-10,/m/013xrm,/m/03n5kv,7,Q61356,German film actor
Charles Fleischer,6,M,1950-08-27,,/m/07krqy,7,Q658690,"American stand-up comedian, actor, writer and musician"
Jimmy Fallon,6,M,1974-09-19,/m/03bkbh,/m/01n5309,7,Q335680,American talk show host and comedian
Dee Wallace-Stone,6,F,1948-12-14,,/m/04mnb3,7,Q258064,American actress
Edward Herrmann,6,M,1943-07-21,,/m/021vwt,7,Q536437,"American actor, director (1943-2014)"
Sharon Stone,6,F,1958-03-10,/m/033tf_,/m/0btpx,7,Q62975,American actress
Ellen Barkin,6,F,1954-04-16,/m/09kr66,/m/02z1yj,7,Q229234,American actress
