,Wikipedia_movie_ID,Freebase_movie_ID,Movie_name,Movie_genres,Movie_release_year,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,171005,/m/016ywb,Henry V,"{'/m/04xvh5': 'Costume drama', '/m/082gq': 'War film', '/m/06l3bl': 'Epic', '/m/04xvlr': 'Period piece', '/m/07s9rl0': 'Drama', '/m/060__y': 'Film adaptation'}",1989,0,0,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
1,612710,/m/02wjqm,New Rose Hotel,"{'/m/01jfsb': 'Thriller', '/m/06n90': 'Science Fiction', '/m/0279xh5': 'Future noir', '/m/0219x_': 'Indie', '/m/0glj9q': 'Erotic thriller', '/m/01hmnh': 'Fantasy', '/m/060__y': 'Film adaptation', '/m/07s9rl0': 'Drama'}",1999,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,156558,/m/014k4y,Baby Boy,"{'/m/0lsxr': 'Crime Fiction', '/m/07s9rl0': 'Drama', '/m/01j1n2': 'Coming of age'}",2001,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,11448183,/m/02rc_h4,Bindiya Chamkegi,"{'/m/0hqxf': 'Family Film', '/m/01z4y': 'Comedy'}",1984,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,9633533,/m/02pml15,Vandanam,{'/m/02kdv5l': 'Action'},1989,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
5,29528534,/m/04j0lfk,Anokha Rishta,"{'/m/03q4nz': 'World cinema', '/m/04t36': 'Musical', '/m/07s9rl0': 'Drama', '/m/068d7h': 'Romantic drama', '/m/02l7c8': 'Romance Film', '/m/01chg': 'Bollywood'}",1986,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,29772142,/m/0fq260_,Karayilekku Oru Kadal Dooram,{'/m/07s9rl0': 'Drama'},2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,26623942,/m/0bh9fbk,Kausthubham,{'/m/07s9rl0': 'Drama'},2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,26878691,/m/0f400r,Mysterious Island,"{'/m/03btsm8': 'Action/Adventure', '/m/08322': 'Wuxia', '/m/04t2t': 'Martial Arts Film', '/m/0gw5qqq': 'Chinese Movies', '/m/03q4nz': 'World cinema'}",1982,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2314463,/m/0734w5,Electric Apricot: Quest For Festeroo,"{'/m/0gf28': 'Parody', '/m/0l4h_': 'Mockumentary', '/m/01z4y': 'Comedy'}",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,25960460,/m/0b6kc_5,Daddy and Them,"{'/m/0vgkd': 'Black comedy', '/m/01z4y': 'Comedy'}",2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
