Actor_name,connectivity,actor_gender,Actor_date_of_birth,Actor_ethnicity,Freebase_actor_ID,community,Wikidata_actor_id
Charles Grapewin,10,M,1869-12-20,,/m/04_b5q,1,Q920018
Christopher George,10,M,1931-02-25,,/m/07pkpm,1,Q175908
Arthur O'Connell,10,M,1908-03-29,,/m/04yn21,1,Q710888
Slim Summerville,10,M,1892-07-10,,/m/0gdjzf,1,Q2294197
Jeffrey Lynn,10,M,1909-02-16,,/m/04ykm7,1,Q1686466
Wendell Corey,10,M,1914-03-20,,/m/057k43,1,Q1340156
William A. Wellman,10,M,1896-02-29,,/m/06n9lt,1,Q290962
Carmen Miranda,10,F,1909-02-09,,/m/0ddlf,1,Q121655
Gale Page,10,F,1913-07-29,,/m/04yk_2,1,Q460796
Anne Gwynne,10,F,1918-12-10,,/m/09rxfb,1,Q3617943
Edmund Cobb,10,M,1892-06-23,,/m/03c9pcl,1,Q3048088
Kay Hughes,10,F,1914-01-16,,/m/026w36w,1,Q6380208
Willard Robertson,10,M,1886-01-01,,/m/0415v68,1,Q3568320
Victor Francen,10,M,1888-08-05,,/m/027fmr_,1,Q1383724
María Montez,10,F,1912-06-06,/m/027vy0s,/m/02s9tl,1,Q296283
Vera Miles,10,F,1930-08-23,,/m/03lnqj,1,Q237864
Joan Bennett,10,F,1910-02-27,,/m/02m30v,1,Q159758
Robert Cummings,10,M,1910-06-09,,/m/04qxvw,1,Q366678
Margaret Sullavan,10,F,1909-05-16,,/m/018qlp,1,Q238036
Tim Conway,10,M,1933-12-15,,/m/01nrgq,1,Q1304952
David McCallum,10,M,1933-09-19,,/m/01wgx4,1,Q313023
Jane Wyman,10,F,1917-01-05,,/m/01933d,1,Q95055
Helen Westley,10,F,1875-03-28,,/m/02vxb1m,1,Q276100
Eleanor Boardman,10,F,1898-08-19,,/m/03xyt2,1,Q447601
Renée Adorée,10,F,1898-09-30,,/m/02l53h,1,Q28092338
Wendy Barrie,10,F,1912-04-18,,/m/0870zb,1,Q449766
Conrad Nagel,10,M,1897-03-16,,/m/06wnf6,1,Q1126956
Farley Granger,10,M,1925-07-01,,/m/03tnq5,1,Q240076
Barney Furey,10,M,1886-09-07,,/m/03c56dw,1,Q4861721
J. Edward Bromberg,10,M,1903-12-25,,/m/06p6pc,1,Q3156798
Harry Davenport,10,M,1866-01-19,,/m/0266wpg,1,Q744955
George C. Scott,10,M,1927-10-18,/m/02ctzb,/m/0l786,1,Q786
Harry Cording,9,M,1891-04-26,,/m/03y8mf2,1,Q1276956
Jane Powell,9,F,1929-04-01,,/m/01tn1yy,1,Q260099
Dave Sharpe,9,M,1910-02-02,,/m/02x5ztx,1,Q5239679
Kevin Sorbo,9,M,1958-09-24,,/m/0jt9z,1,Q313655
Laird Cregar,9,M,1913-07-28,/m/07bch9,/m/05g95h,1,Q918677
Brian Keith,9,M,1921-11-14,,/m/02zyq6,1,Q710862
Dorothy Malone,9,F,1925-01-30,,/m/033p3_,1,Q230126
George Meeker,9,M,1904-03-05,,/m/0f8463,1,Q3101763
Chubby Johnson,9,M,1903-08-13,,/m/0fqqcz,1,Q5115269
Tim Spencer,9,M,1908-07-13,,/m/0ddbqx2,1,Q7804324
Irene Dunne,9,F,1898-12-20,,/m/0183xv,1,Q230099
Robert Armstrong,9,M,1890-11-20,,/m/08c1f5,1,Q1470
Jay Silverheels,9,M,1912-05-26,/m/01sq7s,/m/019wrw,1,Q981630
Hugh Farr,9,M,1903-12-06,,/m/0gcfvqk,1,
Mary Philips,9,F,1901-01-23,,/m/04664ng,1,Q275428
Eric Linden,9,M,1909-09-15,/m/065b6q,/m/0gn989,1,Q4261959
Marjorie Rambeau,9,F,1889-07-15,,/m/079q2l,1,Q455912
Cecilia Parker,9,F,1914-04-26,,/m/02q7wxb,1,Q2943731
Pierre Watkin,9,M,1889-12-29,,/m/025vrx_,1,Q3387342
Ann Sothern,9,F,1909-01-22,,/m/02l0sf,1,Q235289
Sabu Dastagir,9,M,1924-01-27,/m/01336l,/m/06k5vz,1,Q12456579
Fay Bainter,9,F,1893-12-07,,/m/018qkz,1,Q152888
Lucien Littlefield,9,M,1895-08-16,,/m/027j98h,1,Q3265616
Leonid Kinskey,9,M,1903-04-18,,/m/02rzk21,1,Q1819392
Henry Jones,9,M,1912-08-01,,/m/07vtjp,1,Q1375484
Dick Foran,9,M,1910-06-18,,/m/0f2wdc,1,Q1209649
Stefanie Powers,9,F,1942-11-02,,/m/04mn7m,1,Q256474
Joey Bishop,9,M,1918-02-03,/m/041rx,/m/02vz3r,1,Q186292
Bob Kortman,9,M,1887-12-24,,/m/02x274f,1,Q2907726
Paul Cavanagh,9,M,1888-12-08,,/m/03gw1kz,1,Q3045703
Gordon Jones,9,M,1911-04-05,,/m/0gn605,1,Q2502092
Miles Mander,9,M,1888-05-14,,/m/0kr_dg,1,Q1237389
Madeleine Carroll,9,F,1906-02-26,,/m/01q6jy,1,Q242656
Arthur Hohl,9,M,1889-05-21,,/m/0d3nx3,1,Q2865150
May Robson,9,F,1858-04-19,,/m/01845d,1,Q259600
Cameron Mitchell,9,M,1918-11-04,,/m/07tvwy,1,Q493340
Anita Ekberg,9,F,1931-09-29,/m/06mvq,/m/03nk14,1,Q230662
Noble Johnson,9,M,1881-04-18,/m/0x67,/m/0286sg_,1,Q1308273
Connie Gilchrist,9,F,1901-02-06,,/m/03nrbbn,1,Q510642
Richard Arlen,9,M,1899-09-01,,/m/05bwd6,1,Q861426
Mike Mazurki,9,M,1907-12-25,,/m/06djgd,1,Q1859510
Scott Wilson,9,M,1942-03-29,,/m/0gm8_p,1,Q718135
Karen Morley,9,F,1909-12-12,,/m/033jd0,1,Q439668
Geraldine Fitzgerald,9,F,1913-11-24,,/m/04xq36,1,Q236396
Lumsden Hare,9,M,1874-10-17,,/m/06zrdkc,1,Q3267394
Margaret Lindsay,9,F,1910-09-19,,/m/080bms,1,Q272061
Ken Curtis,9,M,1916-07-02,,/m/032y22,1,Q949696
Merle Oberon,9,F,1911-02-19,,/m/017tkv,1,Q230958
Rosalind Russell,9,F,1907-06-04,/m/033tf_,/m/018qpb,1,Q233854
Jim Brown,9,M,1936-02-17,/m/0x67,/m/02bf2s,1,Q927916
Warren Beatty,9,M,1937-03-30,,/m/0gyx4,1,Q7901958
Janet Leigh,9,F,1927-07-06,,/m/01hkck,1,Q205314
Linda Darnell,9,F,1923-10-16,,/m/02c7y8,1,Q159758
Theodore Roberts,9,M,1861-10-08,,/m/0grjc6,1,Q1384458
Larry Storch,9,M,1923-01-08,,/m/02n5qy,1,Q1399557
Ramón Novarro,9,M,1899-02-06,/m/09k5jvk,/m/02qhrg,1,Q5147044
Cornel Wilde,9,M,1912-10-13,/m/041rx,/m/01380_,1,Q55434115
Charles Bickford,9,M,1891-01-01,,/m/0438dl,1,Q710538
Jerry Colonna,9,M,1904-09-17,,/m/01vgx3r,1,Q923250
Jimmy Conlin,9,M,1884-10-14,,/m/0bqqvw,1,Q3179026
Willis Bouchey,9,M,1907-05-24,,/m/0h66tr,1,Q2581539
Melvyn Douglas,9,M,1901-04-05,/m/041rx,/m/015gy7,1,Q312084
Anthony Caruso,9,M,1916-04-07,,/m/03qldby,1,Q2852826
Joan Woodbury,9,F,1915-12-17,,/m/03h2qbr,1,Q3179630
Henry Travers,9,M,1874-03-05,,/m/04x9c1,1,Q960050
Montagu Love,9,M,1877-03-15,,/m/0ks3qz,1,Q960510
Nelson Eddy,9,M,1901-06-29,,/m/01jqthq,1,Q562641
Priscilla Lane,9,F,1915-06-12,,/m/05nt008,1,Q13575399
Yvonne De Carlo,9,F,1922-09-01,,/m/033hwk,1,Q286339
Judith Anderson,9,F,1897-02-10,,/m/02cl24,1,Q15646788
Audie Murphy,9,M,1924-06-20,,/m/01_nh0,1,Q4087
Cheeta,8,,,,/m/0hpddvb,1,
James Stephenson,8,M,1889-04-14,,/m/04x94m,1,Q727015
John Agar,8,M,1921-01-31,,/m/0793q6,1,Q593286
Sheila Terry,8,F,1910-03-05,,/m/02w9x90,1,Q159758
Luis Alberni,8,M,1886-10-04,,/m/09753p,1,Q3266586
Marjorie Reynolds,8,F,1917-08-12,,/m/07ks67,1,Q3293960
Rita Hayworth,8,F,1918-10-17,/m/033tf_,/m/01pl9g,1,Q36
Charles Farrell,8,M,1901-08-09,,/m/0cwj7d,1,Q1064346
Frankie Marvin,8,M,1904-01-27,,/m/0gbyyvr,1,
Yul Brynner,7,M,1920-07-11,/m/041rx,/m/0gqrb,1,Q102813
Ralph Bellamy,7,M,1904-06-17,,/m/02l101,1,Q364135
Margaret O'Brien,7,F,1937-01-15,,/m/03d9sv,1,Q241273
Lee J. Cobb,7,M,1911-12-08,/m/041rx,/m/02_pft,1,Q348351
Danny Kaye,7,M,1913-01-18,/m/041rx,/m/02h48,1,Q165005
J. T. Walsh,7,M,1943-09-28,,/m/034zc0,1,Q502128
Anna May Wong,7,F,1905-01-03,/m/0d2by,/m/03bx1r,1,Q232376
Gig Young,7,M,1913-11-04,,/m/03bqwc,1,Q344758
Howard Keel,7,M,1919-04-13,,/m/01mq34p,1,Q325427
Estelita Rodriguez,7,F,1928-07-02,,/m/0gbx3b6,1,Q3058884
Lauren Bacall,7,F,1924-09-16,/m/048z7l,/m/01mqz0,1,Q104000
Gene Evans,7,M,1922-07-11,,/m/079gmy,1,Q966420
Joanne Dru,7,F,1922-01-31,,/m/04qc1y,1,Q240250
Philip Ahn,7,M,1905-03-29,,/m/05r10m,1,Q1321739
Richard Loo,7,M,1903-10-01,,/m/02qm0l0,1,Q352701
Jason Robards,7,M,1922-07-26,,/m/01tcf7,1,Q296630
Fess Parker,7,M,1924-08-16,,/m/03zzzq,1,Q553575
Wayne Morris,7,M,1914-02-17,,/m/088cqg,1,Q357367
Ian Hunter,7,M,1900-06-13,,/m/0h4dg9,1,Q477361
Anthony Perkins,7,M,1932-04-04,,/m/016dgz,1,Q193146
Jennifer Jones,7,F,1919-03-02,,/m/0hqdr,1,Q189895
Ludwig Stössel,7,M,1883-02-12,,/m/02pnv8t,1,Q86348
D'Urville Martin,7,M,1939-02-11,/m/0x67,/m/0bwh6b,1,Q5203179
Wally Wales,7,M,1895-11-13,,/m/02x6kb0,1,Q7963507
Richard Conte,7,M,1910-03-24,,/m/033wfz,1,Q734043
Cliff Edwards,7,M,1895-06-14,,/m/01mgdm3,1,Q950376
William Lundigan,7,M,1914-06-12,,/m/03gwybn,1,Q1982192
Brenda Joyce,7,F,1917-02-25,,/m/08hj0p,1,Q269926
Claire Trevor,7,F,1910-03-08,/m/03bkbh,/m/01_lby,1,Q233850
Wallace Ford,7,M,1898-02-12,,/m/06fx38,1,Q1704485
Robert Keith,7,M,1898-02-10,,/m/045lwq,1,Q1385393
Fuzzy Knight,7,M,1901-05-09,,/m/02x3c65,1,Q3091328
Alan Hewitt,7,M,,,/m/0jx0_w,1,Q598320
Mildred Natwick,7,F,1905-06-19,,/m/09px0t,1,Q240217
Gale Sondergaard,7,F,1899-02-15,/m/0dqqwy,/m/02rwj9,1,Q233845
Charles Arnt,7,M,1906-08-20,,/m/02x707b,1,Q177094
ZaSu Pitts,7,F,1894-01-03,,/m/01lr4p,1,Q136646
Glenda Farrell,7,F,1904-06-30,,/m/033q_9,1,Q272083
Stuart Whitman,7,M,1928-02-01,,/m/015dqz,1,Q470998
Paul Henreid,7,M,1908-01-10,/m/019lrz,/m/02m2wp,1,Q93467
Pal,7,,,,/m/05tf4t,1,Q7126106
Walter Abel,7,M,1898-06-06,,/m/02rr7_,1,Q2456207
George Barbier,7,M,1864-11-19,,/m/080k1hc,1,Q3101412
Gene Reynolds,6,M,1923-04-04,,/m/08qvhv,1,Q540613
Carroll Baker,6,F,1931-05-28,/m/022dp5,/m/01b17y,1,Q233891
Anne Nagel,6,F,1915-09-29,,/m/0ksyxs,1,Q4768680
Anita Louise,6,F,1915-01-09,,/m/046chw,1,Q441414
Robert Taylor,6,M,,,/m/0f9bzw,1,Q944529
Edythe Chapman,6,F,1863-10-08,,/m/0g2y4r,1,Q3048841
Ingrid Bergman,6,F,1915-08-29,/m/065b6q,/m/0bdt8,1,Q11553958
Charles Lane,6,M,1905-01-26,,/m/02pkhn,1,Q634150
Edwin Maxwell,6,M,1886-02-09,/m/03bkbh,/m/06mp0p,1,Q1294814
Bert Roach,6,M,1891-08-21,,/m/03cg7pn,1,Q2899205
Elisabeth Fraser,6,F,1920-01-08,,/m/0629kv,1,Q672242
Robert Stack,6,M,1919-01-13,,/m/01h4rj,1,Q355153
Walter Sande,6,M,1906-07-09,,/m/06hjd98,1,Q5421985
Herbert Marshall,6,M,1890-05-23,,/m/04xxwy,1,Q1273317
George Hamilton,6,M,1939-08-12,,/m/01yzhn,1,Q359416
Frank Conroy,6,M,1890-10-14,,/m/02vn14m,1,Q3082553
Patric Knowles,6,M,1911-11-11,,/m/09cfjz,1,Q206113
Eddie Mayehoff,6,M,1909,,/m/03nw68z,1,Q11681261
Emilio Fernández,6,M,1904-03-26,/m/09k5jvk,/m/08j2hx,1,Q458612
Julie Christie,6,F,1941-04-14,/m/0d7wh,/m/015q43,1,Q3341285
Gary Merrill,6,M,1915-08-02,,/m/04cylk,1,Q562339
Polly Bergen,6,F,1930-07-14,,/m/01p2cbp,1,Q267051
Edward Hearn,6,M,1888-09-06,,/m/03c9p5r,1,Q5343388
Robert Baldwin,6,M,1904-01-07,,/m/0gc1xsj,1,Q3051591
Melville Cooper,6,M,1896-10-15,,/m/0ksbt2,1,Q1444608
Jeanette Nolan,6,F,1911-12-30,,/m/093dc3,1,Q442980
Mel Tormé,6,M,1925-09-13,/m/041rx,/m/021162,1,Q470848
Barry Kelley,6,M,1908-08-19,,/m/07859d,1,Q4864376
Addison Richards,6,M,1887-10-20,,/m/02x6k3h,1,Q353142
J. P. McGowan,6,M,1880-02-24,,/m/07v99f,1,Q2053311
Elisabeth Risdon,6,F,1887-04-26,,/m/02x6kqd,1,Q2448741
C. Henry Gordon,6,M,1883-06-17,,/m/0417n_n,1,Q540459
"House Peters, Jr.",6,M,1916-01-12,,/m/04n3_xw,1,Q1117034
Jane Bryan,6,F,1918-06-11,,/m/027w_m5,1,Q510612
Stella Stevens,6,F,1938-10-01,,/m/04c1xv,1,Q253553
Mary Forbes,6,F,1879-12-30,,/m/03y9hct,1,Q975586
Donald Meek,6,M,1878-07-14,,/m/0gnvn7,1,Q718735
Carl Matthews,6,M,1899-02-19,,/m/0gbn8q7,1,Q20085296
Beverly Adams,6,F,1940-11-07,,/m/070282,1,Q4899465
Zachary Scott,6,M,1914-02-21,,/m/02s_02,1,Q29573
Ernest Torrence,6,M,1878-06-26,,/m/07tqn0,1,Q281962
Frank Dekova,6,M,1910-03-17,,/m/0ksmqq,1,Q556332
Nancy Olson,6,F,1928-07-14,,/m/053ykf,1,Q259453
Julie Adams,6,F,1926-10-17,,/m/07pfr7,1,Q41034
Tawny Kitaen,6,F,1961-08-05,,/m/03jzmk,1,Q260298
Gilbert Roland,6,M,1905-12-11,,/m/054ztz,1,Q919206
Jim Davis,6,M,1909-08-26,,/m/03tyf7,1,Q505916
Leatrice Joy,6,F,1893-11-07,,/m/07zfbk,1,Q445333
Milton Frome,6,M,1909-02-24,,/m/0gfp32,1,Q6861088
Ruth Donnelly,6,F,1896-05-17,,/m/03wbdx4,1,Q3453610
Elliott Reid,6,M,1920-01-16,,/m/02rlps7,1,Q2065893
Harry Hayden,6,M,1882-11-08,,/m/02x2v28,1,Q3127832
Sabu,6,M,1964-11-18,,/m/0c93wz,1,Q175188
Rosemary DeCamp,6,F,1910-11-14,,/m/06zmnl,1,Q10822480
Warner Anderson,6,M,1911-03-10,,/m/076zpb2,1,Q3046262
Dorothy Sebastian,6,F,1903-04-26,,/m/0b097z,1,Q274222
Lynn Bari,6,F,1913-12-18,,/m/071cn2,1,Q274262
James Gregory,6,M,1911-12-23,,/m/0435_t,1,Q1359895
Dan Dailey,6,M,1915-12-14,,/m/0266dgn,1,Q1159045
Tony Randall,6,M,1920-02-26,,/m/028mc6,1,Q286717
David Torrence,6,M,1864-01-17,,/m/03y9f00,1,Q3018900
Xavier Cugat,6,M,1900-01-01,,/m/01ldr0l,1,Q334180
Victor Buono,6,M,1938-02-03,,/m/030_p1,1,Q55978561
Maude Eburne,6,F,1875-11-10,,/m/03md_y1,1,Q3300132
Wesley Addy,6,M,1913-08-04,,/m/0fp0z4,1,Q3567378
Ian Wolfe,6,M,1896-11-04,,/m/02qsy5t,1,Q346833
Walter Miller,6,M,1892-03-09,,/m/03c37x0,1,Q2474042
Maston Williams,6,,,,/m/0gbzc9n,1,
Skippy,6,,,,/m/05_rq2,1,Q6819212
Anne Francis,6,F,1930-09-16,,/m/074qmy,1,Q235467
Ray McDonald,6,M,1920-06-27,,/m/0gbxfh3,1,Q65048875
Carleton Young,6,M,1905-10-21,,/m/025vvw5,1,Q2939081
Leo G. Carroll,6,M,1892-10-25,,/m/01ltsk,1,Q919192
Buddy Ebsen,6,M,1908-04-02,/m/0dqqwy,/m/018gn4,1,Q1001214
Johnny Mack Brown,6,M,1904-09-01,,/m/03_bny,1,Q913975
Betty Garrett,6,F,1919-05-23,,/m/03q3cj,1,Q235196
Janis Paige,6,F,1922-09-16,,/m/0grb5z,1,Q446954
Lane Bradford,6,M,1922-08-29,,/m/0cc8pt0,1,Q6485348
Gloria Hendry,6,F,1949-03-03,/m/0x67,/m/049zht,1,Q521903
Ian Keith,6,M,1899-02-27,,/m/0c063v,1,Q541016
Lizabeth Scott,6,F,1922-09-29,,/m/05qtz0,1,Q264011
Rags Ragland,6,M,1905-08-23,,/m/0chbw1,1,Q7283228
Val Avery,6,M,1924-07-14,,/m/026h_h3,1,Q470062
Lane Chandler,6,M,1899-06-04,,/m/06y7cl,1,Q1804811
Jack Kirk,6,M,1885-02-19,,/m/0gb_hjr,1,Q1541966
Constance Bennett,6,F,1904-10-22,,/m/02r0k9,1,Q265358
George Siegmann,6,M,1882-02-08,,/m/027j9c7,1,Q745994
Eleanor Powell,6,F,1912-11-21,,/m/020tqp,1,Q256117
Mae Clarke,6,F,1910-08-16,,/m/07ncw4,1,Q435532
Charles McGraw,6,M,1914-05-10,,/m/05cbjv,1,Q330840
Sig Ruman,6,M,1884-10-11,,/m/084v_q,1,Q67543
Goldie Hawn,6,F,1945-11-21,/m/08hpk0,/m/0cwtm,1,Q188459
Russ Tamblyn,6,M,1934-12-30,,/m/039fwd,1,Q719263
Cecil Kellaway,6,M,1890-08-22,,/m/0266fq7,1,Q891104
Dorothy Gish,6,F,1898-03-11,,/m/01gm8g,1,Q234536
Gavin Muir,6,M,,,/m/04685cx,1,Q3099595
Walter Connolly,6,M,1887-04-08,,/m/0281f2s,1,Q726919
Victor Jory,6,M,1902-11-23,,/m/05rs2c,1,Q1367933
Carl de Vogt,6,M,1885-09-14,,/m/0ksz04,1,Q87558
Miriam Hopkins,6,F,1902-10-18,,/m/0184cd,1,Q242477
Leyland Hodgson,6,M,1892-10-05,,/m/0cgry8c,1,
Eddie Parker,6,M,1900-12-12,,/m/02qnzgm,1,Q1282932
Gladys Cooper,6,F,1888-12-18,,/m/016dql,1,Q235299
James Best,6,M,1926-07-26,,/m/064xyh,1,Q268084
Warner Baxter,6,M,1889-03-29,,/m/011_nf,1,Q312073
Hobart Bosworth,6,M,1867-08-11,,/m/0dxnfv,1,Q1621558
Jonathan Hale,6,M,1891-03-21,,/m/09_02r,1,Q1703185
Heather Angel,6,F,1909-02-09,,/m/07z7g5,1,Q272068
Henry Silva,6,M,1928-09-15,,/m/099c0b,1,Q1384373
Minor Watson,6,M,1889-12-22,,/m/02x4b3p,1,Q3315571
Harry Shannon,6,M,1890-06-13,,/m/075n918,1,Q3127914
Henry Kolker,6,M,1870-11-13,,/m/09q3gc,1,Q1158727
Mary Boland,6,F,1882-01-28,,/m/0c1kv8,1,Q391663
Mischa Auer,6,M,1905-11-17,/m/0g5y6,/m/04jx1g,1,Q1375447
Art Carney,6,M,1918-11-04,/m/033tf_,/m/015qt5,1,Q182431
Freddy Rodriguez,6,M,1975-01-17,,/m/06151l,1,Q362697
Ricardo Montalbán,6,M,1920-11-25,/m/09k5jvk,/m/0k014,1,Q333595
Lloyd Nolan,6,M,1902-08-11,,/m/06fgbb,1,Q280666
Tris Coffin,6,M,1909-08-13,,/m/0b5by4,1,Q159758
Bryant Washburn,6,M,1889-04-28,,/m/02x2896,1,Q995160
Diana Lynn,6,F,1926-10-07,,/m/04xx_l,1,Q1383560
Bonita Granville,6,F,1923-02-02,,/m/04bhjx,1,Q271696
Betty Hutton,6,F,1921-02-26,,/m/01tg0q2,1,Q152713
Lee Patrick,6,F,1901-11-22,,/m/04qz9w,1,Q531282
Meinhart Maur,6,M,1891-08-18,,/m/03m8g9b,1,Q214635
Charles Martin Smith,6,M,1953-10-30,,/m/04x29_,1,Q730100
Turhan Bey,6,M,1922-03-30,,/m/05r199,1,Q78763
Dorothy Lovett,6,F,1915-02-16,,/m/0gby8hl,1,Q16014047
Ned Sparks,6,M,1883-11-19,,/m/037vcz,1,Q539170
Hedda Hopper,6,F,1885-05-02,,/m/01_z45,1,Q271324
Jack Holt,6,M,1888-05-31,,/m/03p7px,1,Q1357250
Rosemary Lane,6,F,1913-04-04,,/m/0b_h9_v,1,Q11190573
Leslie Howard,6,M,1893-04-03,/m/041rx,/m/0lcf1,1,Q156178
Florence Eldridge,5,F,1901-09-05,,/m/042vx1,1,Q446423
Evelyn Ankers,5,F,1918-08-17,,/m/09t0l3,1,Q443538
George O'Brien,5,M,1899-04-19,,/m/07vxfc,1,Q1009495
Fred Kohler,4,M,1888-04-20,,/m/0273l7w,1,Q3086873
Warren Hymer,4,M,1906-02-25,,/m/03cs86q,1,Q1638388
Margaret Hamilton,4,F,1902-12-09,,/m/02t0gh,1,Q257756
Brad Dexter,4,M,1917-04-09,,/m/063wxj,1,Q713672
Geraldine Farrar,4,F,1882-02-28,,/m/01sg96,1,Q241498
Steve Cochran,4,M,1917-05-25,,/m/06pcfk,1,Q2094606
Lynda Day George,4,F,1944-12-11,,/m/09q6pq,1,Q299568
Oja Kodar,4,F,1941,,/m/061kqv,1,Q537212
Irene Papas,4,F,1926-09-03,/m/0bkbz,/m/0289nx,1,Q230563
David Wayne,4,M,1914-01-30,,/m/067lzb,1,Q1177111
Edward Van Sloan,4,M,1882-11-01,,/m/09fw02,1,Q1293958
Arthur Shields,4,M,1896-02-15,/m/03bkbh,/m/07jktx,1,Q2865338
Ricardo Cortez,4,M,1900-09-19,/m/041rx,/m/07zj6v,1,Q2033544
Gail Patrick,4,F,1911-06-20,,/m/027yf9h,1,Q289991
Bill Robinson,4,M,1878-05-25,/m/0x67,/m/03lzm1,1,Q862416
Claire Lotto,4,F,1893-09-23,,/m/03m4m1_,1,Q97393
Jessie Royce Landis,4,F,1904-11-25,,/m/01rtpc,1,Q541270
Mary Wickes,4,F,1910-06-13,/m/07hwkr,/m/03zkyh,1,Q263241
Charles Hallahan,4,M,1943-07-29,,/m/0b_h4f,1,Q730943
Reginald Gardiner,4,M,1903-02-27,,/m/01wp2sn,1,Q2448340
John Ireland,4,M,1914-01-30,,/m/0561jd,1,Q395494
Ruth Hussey,4,F,1911-10-30,,/m/04qhwv,1,Q295679
Del Moore,4,M,1916-05-14,,/m/0gpdbv,1,Q1183800
Kathy Bates,4,F,1948-06-28,,/m/02kxwk,1,Q544465
Joseph Calleia,4,M,1897-08-04,,/m/06kprx,1,Q1604757
Buddy Lester,4,M,1917-01-16,,/m/02pj5_b,1,Q1001240
Herbert Mundin,4,M,1898-08-21,,/m/0gmqf6,1,Q975153
Natalie Trundy,4,F,1940-08-05,,/m/0kt17b,1,Q273045
Jeff York,4,M,1912-03-23,,/m/0kr_px,1,Q6175307
Priscilla Dean,4,F,1896-11-25,,/m/0ccwwr,1,Q2080415
Carl Benton Reid,4,M,1893-08-14,,/m/027v4n9,1,Q2938871
Don Knotts,4,M,1924-07-21,,/m/01nrq5,1,Q555236
Trish Van Devere,4,F,1943-03-09,,/m/09mblm,1,Q458459
Freddie Bartholomew,4,M,1924-03-28,,/m/04795v,1,Q739522
Guinn Williams,4,M,1899-04-26,,/m/0ch583,1,Q3120634
Walter Slezak,4,M,1902-05-03,,/m/03n383,1,Q113328
"Richard \\""Skeets\\"" Gallagher",4,M,1891-07-28,,/m/07sbqvr,1,Q1765446
Erskine Sanford,4,M,1885-11-19,,/m/03d37kk,1,Q3057498
Edmund Purdom,4,M,1924-12-19,,/m/0767vn,1,Q1286750
Phyllis Diller,3,F,1917-07-17,/m/07hwkr,/m/01ynp5,1,Q230512
Robert F. Lyons,3,M,1939-10-17,,/m/05kftt6,1,Q15712133
Eugene Iglesias,3,M,1926-12-03,,/m/0gb_k1d,1,Q16090329
Patricia Hitchcock,3,F,1928-07-07,,/m/01fv1q,1,Q271569
Joe E. Brown,3,M,1891-07-28,,/m/06rr8b,1,Q727112
Dennis O'Flaherty,3,M,,,/m/0jz405,1,Q11855985
Richard Boone,3,M,1917-06-18,,/m/03c2b1,1,Q1277018
Martha Mattox,3,F,1879-06-19,,/m/027j94q,1,Q6774486
Alan Bates,3,M,1934-02-17,,/m/015gw6,1,Q309160
Carmel Myers,3,F,1899-04-04,/m/041rx,/m/087sp5,1,Q952875
Thelma Ritter,3,F,1902-02-14,,/m/01v2sk,1,Q229266
Grady Sutton,3,M,1906-04-05,,/m/02pjmg2,1,Q1541287
Virginia O'Brien,3,F,1919-04-18,,/m/08zxq1,1,Q3560683
Carol Hughes,3,F,1910-01-17,,/m/05n7wg1,1,Q5044383
Leslie Brooks,3,F,1922-07-13,,/m/0gjdzgy,1,Q166114
Robert Frazer,3,M,1891-06-29,,/m/043jw46,1,Q948929
Leslie Caron,3,F,1931-07-01,,/m/04g4n,1,Q410546
Taina Elg,3,F,1930-03-09,,/m/0krsmr,1,Q276179
Richard Barthelmess,3,M,1895-05-09,,/m/0cbcq,1,Q457293
Richard Kline,3,M,1944-04-29,,/m/06m6nk,1,Q503726
Buck Jones,3,M,1891-12-12,,/m/0777wp,1,Q2630976
Warren Stevens,3,M,1919-11-02,,/m/0fzkhf,1,Q1892408
Marie Dressler,3,F,1868-11-09,,/m/0183w9,1,Q253282
Jeanne Cagney,3,F,1919-03-25,,/m/074n7w,1,Q3176005
Juliette Lewis,3,F,1973-06-21,,/m/02g0mx,1,Q230523
Roy D'Arcy,3,M,1894-02-10,,/m/0282rf4,1,Q3942004
Kristine Miller,3,F,1929-04-13,,/m/064q72b,1,Q920065
Dona Drake,3,F,1914-11-15,,/m/04_0_ky,1,Q3035962
Vince Barnett,3,M,1902-07-04,,/m/0417p1q,1,Q3559408
J. Farrell MacDonald,3,M,1875-06-06,,/m/027t_fk,1,Q3038280
David Brian,3,M,1914-08-05,,/m/07ncsr,1,Q2266226
Macdonald Carey,3,M,1913-03-15,,/m/0320h5,1,Q304828
Ken Terrell,3,M,1904-04-29,,/m/0cmd9yc,1,Q6388600
Catherine Bach,3,F,1954-03-01,/m/01g7zj,/m/028f6l,1,Q271851
Hilary Dwyer,3,F,1945-05-06,,/m/0f2xw_,1,Q5760952
Curt Bois,3,M,1901-04-05,,/m/0cw3t3,1,Q66479
Sally Eilers,3,F,1908-12-11,,/m/027g16l,1,Q3031861
Olivia Hussey,3,F,1951-04-17,/m/07s9g04,/m/01h448,1,Q234293
Edwina Booth,3,F,1904-09-13,,/m/086czv,1,Q5346943
Francis Ford,3,M,1881-08-14,,/m/07gpy2,1,Q1361838
Marlene Dietrich,3,F,1901-12-27,/m/01qhm_,/m/012gbb,1,Q4612
John Archer,3,M,1915-05-08,,/m/027kj6l,1,Q3180926
Michael Pate,3,M,1920-02-26,,/m/0cnj5g,1,Q928353
