Actor_name,connectivity,actor_gender,Actor_date_of_birth,Actor_ethnicity,Freebase_actor_ID,community
Peter Gerety,3,M,1940-05-17,,/m/07t2tm,4
Liza Minnelli,3,F,1946-03-12,,/m/0g476,4
Renee Asherson,3,F,1915-05-19,,/m/0bvs9n,4
Sophie Stewart,3,F,1908-03-05,/m/03lmx1,/m/05myc_k,4
Martin Ferrero,3,M,1947-09-29,,/m/079wyq,4
Gabriel Mann,3,M,1972-05-14,,/m/0dw99y,4
Cyril Raymond,3,M,1899-02-13,,/m/026q8v1,4
Laurence Harvey,3,M,1928-10-01,/m/041rx,/m/015dlv,4
Michael Brennan,3,M,1912-09-25,,/m/027fty2,4
John Justin,3,M,1917-11-24,,/m/043mbjt,4
George Woodbridge,3,M,1907-02-16,,/m/02q_935,4
John Warwick,3,M,1905-01-04,,/m/0bh9gnm,4
Ian Richardson,3,M,1934-04-07,/m/03lmx1,/m/03v1sp,4
Yvonne Mitchell,3,F,1915-07-07,,/m/03mh0b,4
Jonathan Cecil,3,M,1939-02-22,,/m/09v7ngg,4
Ian Hendry,3,M,1931-01-13,,/m/093hly,4
Mark Burns,3,M,1936-03-30,,/m/0809gxv,4
Sheila Reid,3,F,1937-12-21,/m/03lmx1,/m/03ycnfv,4
Siân Phillips,3,F,1933-05-14,/m/06gbnc,/m/016gj9,4
Stephen Campbell Moore,3,M,1979-11-30,/m/02w7gg,/m/0ksjjy,4
Virginia North,3,F,1945-01-01,,/m/05zr3xm,4
Bruno Kirby,3,M,1949-04-28,,/m/0808c5,4
Eddie Albert,3,M,1906-04-22,,/m/03fvqg,4
Jack Watson,3,M,1915-05-15,,/m/0fcc2q,4
Cary Elwes,3,M,1962-10-26,/m/0152s7,/m/0219q,4
Oscar Homolka,3,M,1898-08-12,/m/041rx,/m/04xbhp,4
Brock Peters,3,M,1927-07-02,/m/0x67,/m/01p8d9,4
Michael Jayston,3,M,1935-10-29,,/m/05nd5p,4
Dan O'Herlihy,3,M,1919-05-01,/m/03bkbh,/m/015d2r,4
Guy Doleman,3,M,1923-11-22,,/m/0dztlx,4
Roger Rees,3,M,1944-05-05,/m/06gbnc,/m/0499t3,4
Harry Secombe,3,M,1921-09-08,/m/0g96wd,/m/03n4z,4
Rupert Davies,3,M,1916-05-22,,/m/0cbmt0,4
Janette Scott,3,F,1938-12-14,/m/0g96wd,/m/04yptr,4
Peter van Eyck,3,M,1911-07-16,/m/01qhm_,/m/027pq1z,4
Torin Thatcher,3,M,1905-01-15,,/m/0fh1qn,4
Wendy Hiller,3,F,1912-08-15,,/m/0m40r,4
John Jarratt,3,M,1951-08-05,,/m/0847t1,4
Ray Meagher,3,M,1944-07-04,,/m/03n6nb,4
David Fane,3,M,1966,/m/0404kdr,/m/04gq7vn,4
Nancy Stephens,3,F,1949-07-02,,/m/09d8dm,4
Thora Hird,3,F,1911-05-28,/m/0g96wd,/m/0mhzd,4
Albert Lieven,3,M,1906-06-22,,/m/02w01x5,4
Ian McNeice,3,M,1950-10-02,,/m/08_438,4
Shuler Hensley,3,M,1967-03-06,,/m/05cw7r,4
Lawrence Makoare,3,M,1968-03-20,/m/05748,/m/05q1gn,4
Norman Bird,3,M,1920-10-30,,/m/0f_wwf,4
Elpidia Carrillo,3,F,1961-08-16,,/m/0432lv,4
Michael Jeter,3,M,1952-08-26,/m/07hwkr,/m/01d0b1,4
Naomie Harris,3,F,1976-09-06,/m/02w7gg,/m/020c55,4
Mai Zetterling,3,F,1925-05-24,,/m/09tpr,4
Paul Scofield,3,M,1922-01-21,,/m/0ht9x,4
Deryck Guyler,3,M,1914-04-29,,/m/013t2l,4
Miranda Otto,3,F,1967-12-16,,/m/0294fd,4
Geraldine James,3,F,1950-07-06,,/m/04_51c,4
Vanda Godsell,3,F,1922-11-17,,/m/02qtr4d,4
Alun Armstrong,3,M,1946-07-17,/m/02w7gg,/m/06_xf8,4
Robert Lang,3,M,1934-09-24,,/m/0262zkg,4
John Stratton,3,M,1925-11-07,,/m/0cl2fr,4
Pamela Mason,3,F,1916-03-10,,/m/064mvm3,4
Susan Barnes,3,F,,,/m/021lqk7,4
Tony Llewellyn-Jones,3,M,1949,,/m/0gc1dyc,4
Mary Clare,3,F,1892-07-17,,/m/0263m22,4
Barbara Shelley,3,F,1933-08-15,,/m/06lkjp,4
David Frankham,3,M,1926-02-16,,/m/0c5cgb,4
Aaron Stanford,3,M,1976-12-27,,/m/05b3lc,4
Joan Hickson,3,F,1906-08-05,,/m/02trr_,4
Vivien Leigh,3,F,1913-11-05,,/m/0812r,4
Téa Leoni,3,F,1966-02-25,/m/0xnvg,/m/01t2sk,4
Yvonne Romain,3,F,1938-02-17,,/m/02qfsj8,4
Jamie Bell,3,M,1986-03-14,/m/02w7gg,/m/04g81j,4
Kenneth Colley,3,M,1937-12-07,,/m/04p2qf,4
George Baker,3,M,1931-04-01,,/m/01_gty,4
Michael Ripper,3,M,1913-01-27,,/m/0bwd6c,4
Chris Noth,3,M,1954-11-13,,/m/04cf09,4
Patrick Macnee,3,M,1922-02-06,,/m/06773,4
Jeremy Northam,3,M,1961-12-01,/m/02w7gg,/m/02k6rq,4
Alfie Bass,3,M,1916-04-10,/m/041rx,/m/04vf83,4
Robert Beatty,3,M,1909-10-19,,/m/02kfm5,4
Thomas Heathcote,3,M,1917-09-09,,/m/026q71b,4
Rachel Griffiths,3,F,1968-12-18,,/m/02j9lm,4
Duncan Lamont,3,M,1918-06-17,,/m/03khbz,4
Sydney Tafler,3,M,1916-07-31,,/m/02qjygb,4
Jimmy Edwards,3,M,1920-03-23,,/m/0586lk,4
Sally Ann Howes,3,F,1930-07-20,,/m/061153,4
Gibb McLaughlin,3,M,1884-07-19,,/m/03d2_v7,4
John Welsh,3,M,1904-11-07,,/m/01tjc9,4
Elina Löwensohn,3,F,1966-07-11,,/m/03cq21q,4
Christine Lahti,3,F,1950-04-04,/m/03pqwy,/m/030b93,4
Roy Castle,3,M,1932-08-31,,/m/01vrnjt,4
Greta Scacchi,3,F,1960-02-18,/m/08v2k7,/m/03crmd,4
Jacek Koman,3,M,1956-08-15,,/m/04jbs64,4
Jean Cadell,3,F,1884-09-13,,/m/07q83_,4
Jay O. Sanders,3,M,1953-04-16,,/m/0271cm0,4
Terry O'Neill,3,M,1948-02-27,,/m/0fr15f,4
Peter Bull,3,M,1912-03-21,,/m/0f7glr,4
Mary-Louise Parker,3,F,1964-08-02,/m/065b6q,/m/030hbp,4
Kynaston Reeves,3,M,1893-05-29,,/m/03h623f,4
Peggy Cummins,3,F,1925-12-18,,/m/05hpws,4
Hardy Krüger,3,M,1928-04-12,,/m/06t0c5,4
Yvonne Owen,3,F,,,/m/0k0q45,4
Gretchen Mol,3,F,1972-11-08,,/m/02l6dy,4
Michael Coles,3,M,1936-08-12,,/m/05nyj9c,4
Ron Falk,3,M,1935-08-23,,/m/0bvd6v5,4
Jed Brophy,3,M,1963,,/m/0263jvj,4
Nigel Havers,3,M,1951-11-06,,/m/01w8jm,4
Sheree North,3,F,1932-01-17,,/m/06s_mb,4
Matthew Macfadyen,3,M,1974-10-17,/m/02w7gg,/m/03rnz7,4
Erwin Geschonneck,3,M,1906-12-27,,/m/02qyp1n,4
Kenneth Griffith,3,M,1921-10-12,,/m/06my04,4
Kenneth Haigh,3,M,1931-03-25,,/m/0h2fc_,4
Eddie Marsan,3,M,1968-06-23,/m/02w7gg,/m/0c_gcr,4
Michael Sarrazin,3,M,1940-05-22,/m/044038p,/m/07kr93,4
Joseph Wiseman,3,M,1918-05-15,,/m/02_q_m,4
Sofía Vergara,3,F,1972-07-10,/m/026kx7g,/m/05wty0,4
Martha Scott,3,F,1912-09-22,,/m/018qn8,4
Gert Fröbe,3,M,1913-02-25,,/m/01tj5w,4
Colin Farrell,3,M,1976-05-31,/m/06fczy,/m/01wxyx1,4
Roger Ashton-Griffiths,3,M,1957-01-19,/m/0d7wh,/m/02psd2d,4
Hope Lange,3,F,1933-11-28,,/m/026_g0,4
Melvyn Hayes,3,M,1935-01-11,/m/0g96wd,/m/07bfhp,4
Ronald Lacey,3,M,1935-09-28,,/m/08j3wq,4
Montgomery Clift,3,M,1920-10-17,,/m/01388c,4
Ronald Howard,3,M,1918-04-07,,/m/0lf9j,4
Lionel Murton,3,M,1915-06-02,,/m/0289v04,4
Valerie Leon,3,F,1943-11-12,,/m/07s_tj,4
Eleanor Bron,3,F,1938-03-14,/m/041rx,/m/0d8vk,4
Guy Pearce,3,M,1967-10-05,/m/03cbkrf,/m/0184jc,4
Bill Fraser,3,M,1908-06-05,,/m/0750jn,4
Lee Remick,3,F,1935-12-14,,/m/018v_q,4
Esmond Knight,3,M,1906-05-04,,/m/07hynv,4
Norman Wooland,3,M,1910-03-16,,/m/0f3l5m,4
Ronnie Stevens,3,M,1925-09-02,,/m/0b39c3,4
Tom Budge,3,M,1982-03-15,,/m/07khz75,4
Douglas Wilmer,3,M,1920-01-08,/m/02w7gg,/m/0ckq6w,4
Hilary Dwyer,3,F,1945-05-06,,/m/0f2xw_,4
Ron Moody,3,M,1924-01-08,/m/041rx,/m/015gx1,4
Henry Oscar,3,M,1891-07-14,,/m/026lhy0,4
Phoebe Nicholls,3,F,1957-04-07,/m/02w7gg,/m/079qsz,4
Jay Laga'aia,3,M,1963-09-10,,/m/0781fc,4
Leslie Dwyer,3,M,1906-08-28,,/m/073g89,4
Georgina Hale,3,F,1943-08-04,,/m/05q6zs,4
Frankie Vaughan,3,M,1928-02-03,,/m/01n_q5p,4
Hywel Bennett,3,M,1944-04-08,,/m/03qpwl,4
Michael Dorman,3,M,1981-04-26,,/m/0bwm5_n,4
Lisa Jakub,3,F,1978-12-27,/m/0g8_vp,/m/059w4s,4
David Hedison,3,M,1927-05-20,,/m/0346xp,4
Peter Firth,3,M,1953-10-27,,/m/03rp12,4
Francis Matthews,3,M,1927-09-02,,/m/0dk2gr,4
Dawn Addams,3,F,1930-09-21,,/m/08dt95,4
Jean Kent,3,F,1921-06-29,,/m/0gdqnf,4
Walter Sande,3,M,1906-07-09,,/m/06hjd98,4
Honor Blackman,3,F,1925-08-22,/m/02w7gg,/m/02htfz,4
Claire Forlani,3,F,1972-07-01,/m/0gf5k1,/m/01x72k,4
Fyvush Finkel,3,M,1922-10-09,,/m/050t68,4
Michelle Pfeiffer,3,F,1958-04-29,/m/065b6q,/m/0gx_p,4
Zelda Rae Williams,3,F,1989-07-31,,/m/0783r3,4
Linda Hayden,3,F,1953-01-19,,/m/07l_8f,4
Kenneth Cope,3,M,1931-04-14,,/m/03slgw,4
Richard Wordsworth,3,M,1915-01-19,,/m/0h74dy,4
Billy Connolly,3,M,1942-11-24,/m/02g7sp,/m/01l7qw,4
Norman Kaye,3,M,1927-01-17,,/m/0cfcb_,4
Tony Goldwyn,3,M,1960-05-20,,/m/042z_g,4
Edward Albert,3,M,1951-02-20,,/m/05kp08,4
Peggy Mount,3,F,1915-05-02,,/m/079drj,4
Colin Gordon,3,M,1911-04-27,,/m/07k84c,4
Dennis Waterman,3,M,1948-02-24,,/m/01v5t72,4
Derek Farr,3,M,1912-02-07,,/m/064l6hd,4
William Houston,3,M,1968-07-19,/m/02ctzb,/m/02w6kh9,4
Harris Yulin,3,M,1937-11-05,,/m/06w7z5,4
Ana Torrent,3,F,1966-07-12,,/m/0cspqw,4
D. A. Clarke-Smith,3,M,1888-08-02,,/m/0cc5kt0,4
Bojana Novakovic,3,F,1981-11-17,/m/04kbvpz,/m/02v_6qy,4
Carol Hawkins,3,F,1949-01-31,,/m/0c057h,4
Maurice Evans,3,M,1901-06-03,,/m/03bvgc,4
Nicholas Farrell,3,M,1955,/m/02w7gg,/m/0d_n28,4
Vincent Ball,3,M,1923-12-04,,/m/0c6bdl,4
Sean Pertwee,3,M,1964-06-04,,/m/01xq7p,4
Derek Bond,3,M,1920-01-26,,/m/0ksxpx,4
Ian Bannen,3,M,1928-06-29,,/m/049t4g,4
Nicol Williamson,3,M,1936-09-14,,/m/07c4pv,4
John Hargreaves,3,M,1945-11-28,,/m/0df971,4
Alison Doody,3,F,1966-11-11,,/m/038115,4
Jaime Pressly,3,F,1977-07-30,,/m/03c5bz,4
Arthur Mullard,3,M,1910-09-19,,/m/074g0v,4
Anton Diffring,3,M,1918-10-20,,/m/06v3sh,4
Eva Marie Saint,3,F,1924-07-04,,/m/01fn_2,4
Peter Whitford,3,,,,/m/0bxj87q,4
Alan Dobie,3,M,1932-06-02,,/m/02wvxvl,4
George Thorpe,3,M,,,/m/075smyb,4
Kelsey Grammer,3,M,1955-02-21,,/m/04cl1,4
Brahmanandam,1186,M,1956-02-01,,/m/071wvh,5
Prakash Raj,846,M,1965-03-26,/m/075_n6,/m/09tqx3,5
Nassar,678,M,1958-03-05,/m/0dryh9k,/m/0dfjb8,5
Ali,508,M,1967-10-10,/m/0dryh9k,/m/02rzmzk,5
Vivek,479,M,1961-11-19,/m/0dryh9k,/m/05nqq3,5
Senthil,459,M,1951-03-23,/m/01rv7x,/m/084g7n,5
Venu Madhav,453,M,,,/m/02qnyr7,5
Manivannan,447,M,1950-05-03,,/m/0d8cr0,5
Tanikella Bharani,424,M,1956-07-14,/m/06lshc,/m/02qvhbb,5
Srinivasa Rao Kota,419,M,1947-07-10,,/m/02ql_ms,5
Kamal Haasan,401,M,1954-11-07,/m/0cmdl5l,/m/01x2tm8,5
Raghu Babu,379,M,1964-06-24,/m/0dryh9k,/m/047s_cr,5
Manorama,367,F,1943-05-26,,/m/07_bv_,5
Rajnikanth,366,M,1950-12-12,/m/0cqgdq,/m/02wmbg,5
Vijayakumar,356,M,1949-08-29,/m/01rv7x,/m/0gp8sg,5
Dharmavarapu Subramanyam,316,M,1960-08-09,/m/0dryh9k,/m/03chxc3,5
Vadivelu,311,M,1960-10-10,,/m/0627zr,5
Akkineni Nageswara Rao,303,M,1924-09-20,/m/0dryh9k,/m/01gkm5,5
M. S. Narayana,303,M,1950-05-09,/m/0dryh9k,/m/03c6hwt,5
Sunil,298,M,1974-02-28,/m/0dryh9k,/m/03chx58,5
Sayaji Shinde,297,M,,/m/0cqgdq,/m/0fr7nt,5
Chiranjeevi,290,M,1955-08-22,/m/0dryh9k,/m/02xfrd,5
N. T. Rama Rao,278,M,1923-05-28,,/m/01gj8_,5
Manobala,274,M,1953-06-04,/m/0dryh9k,/m/06zmg7m,5
Sivaji Ganesan,254,M,1928-10-01,,/m/03hz1n,5
Charle,249,M,,,/m/0gp_s5,5
Chandra Mohan,248,M,1905,,/m/04y6dy0,5
Gummadi Venkateswara Rao,248,M,1925-07-09,/m/0dryh9k,/m/025xz3q,5
Prabhu Ganesan,243,M,1956-12-31,/m/01rv7x,/m/04cdxc,5
Raghuvaran,237,M,1958-12-11,/m/0dryh9k,/m/09_2gj,5
Goundamani,233,M,1950-03-18,,/m/05nqnp,5
Relangi Venkatramaiah,230,M,1910-08-13,/m/0dryh9k,/m/09jttq,5
Satyanarayana Kaikala,227,M,1935-07-25,,/m/0gt8fp,5
Krishna Bhagavaan,224,M,1965-07-02,,/m/02vn3cv,5
Nagesh,218,M,1933-09-27,/m/08cjt2,/m/09ld6g,5
M. N. Nambiar,217,M,1919-03-05,/m/0dryh9k,/m/0cd6_9,5
Santhanam,212,M,1980-01-21,/m/0dryh9k,/m/0gp_x9,5
Savitri Kommareddy,207,F,1935-12-06,/m/0dryh9k,/m/09k7zf,5
Chittor V. Nagaiah,204,M,1904-03-28,,/m/02qtsq_,5
S. V. Ranga Rao,198,M,1918-07-03,,/m/06xcd_,5
Sudha,195,F,,,/m/0gbxgss,5
Meena,193,F,1976-09-16,/m/0dryh9k,/m/046rfv,5
Radha Ravi,190,M,,,/m/09g7lgd,5
Joseph Vijay,185,M,1974-06-22,/m/01rv7x,/m/04v7k2,5
Subbaraju,184,M,1977-02-27,/m/0dryh9k,/m/0h1myb,5
Janagaraj,178,M,1945,,/m/0cdrb9,5
M. G. Ramachandran,157,M,1917-01-17,/m/0bhsnb,/m/02dk8v,5
Ramesh Khanna,156,M,,,/m/0d8fv4,5
Sathyaraj,153,M,1954-10-03,,/m/05kfc1,5
Vaiyapuri,151,M,,/m/0dryh9k,/m/04yfkhb,5
Jaya Prakash Reddy,147,M,,/m/0dryh9k,/m/0b6h1nn,5
M. S. Bhaskar,145,M,1950,/m/01rv7x,/m/026vd2q,5
Khushboo,141,F,1970-09-19,/m/0dryh9k,/m/04cdsl,5
Allu Rama Lingaiah,141,M,1922-10-01,,/m/0krs4m,5
Ajith Kumar,138,M,1971-05-01,/m/029f2r,/m/06c53w,5
Srividya,136,F,1953-07-24,/m/0dryh9k,/m/026xrkg,5
Simran Bagga,135,F,1976-04-04,/m/02sch9,/m/04cmrt,5
Suryakantham,135,F,1924-10-28,,/m/027r_2g,5
Karthik Muthuraman,131,M,1960-09-13,,/m/09t6j_,5
Jamuna,130,F,1936-08-30,,/m/03mghw3,5
Anjali Devi,126,F,1927-08-24,,/m/03mdv9l,5
Sarath Kumar,125,M,1954-07-14,/m/0dryh9k,/m/09k3dk,5
Ashish Vidyarthi,124,M,1962-06-19,/m/0583cz,/m/0kst7v,5
Shriya Saran,123,F,1982-09-11,/m/0dryh9k,/m/09r_wb,5
Nizhalgal Ravi,123,M,1953-04-16,,/m/04n24yj,5
Sarath Babu,122,M,1951-07-31,,/m/03nr4s4,5
Trisha Krishnan,118,F,1983-05-04,/m/04mvp8,/m/05vzql,5
Kongara Jaggayya,114,M,1928-12-31,/m/0dryh9k,/m/0crjsp,5
Jyothika Saravanan,113,F,1978-10-18,/m/02sch9,/m/08vxk5,5
Hema,112,F,,,/m/0gby81r,5
Mukesh Rishi,110,M,,/m/01kg2v,/m/026sv5l,5
Ravi Teja,109,M,1968-01-26,/m/09m6hr,/m/0fb_fx,5
Akkineni Nagarjuna,107,M,1959-08-29,/m/09m6hr,/m/06pwf6,5
Anandaraj,107,M,,,/m/09gjd32,5
Roja Selvamani,107,F,1972-11-17,,/m/0bchj6,5
Jeeva,106,M,,,/m/0j1_07z,5
Aahuthi Prasad,106,M,,,/m/0gbymjy,5
Delhi Ganesh,106,M,1944-08-01,/m/01rv7x,/m/04cw5sb,5
Revathi,106,F,1966-07-08,/m/0dryh9k,/m/0brddh,5
Anushka Shetty,103,F,1981-11-07,/m/075_n6,/m/0gxv6n,5
Dhamu,103,M,,,/m/0gp_tx,5
Duvvasi Mohan,102,M,,,/m/0gby6v4,5
Rambha,102,F,1976-06-05,/m/0dryh9k,/m/0c18m7,5
Daggubati Venkatesh,97,M,1960-12-13,/m/09m6hr,/m/05yhh7,5
Rao Gopal Rao,97,M,1937-01-14,/m/09m6hr,/m/0270lg_,5
Pragathi,96,F,,/m/0dryh9k,/m/0gc01m4,5
B. Padmanabham,94,M,1931-08-20,/m/0dryh9k,/m/054_hxv,5
Ramya Krishnan,94,F,1967-09-15,,/m/08cd4j,5
Sneha,94,F,1981-10-12,/m/0dryh9k,/m/08s0m7,5
Prabhu Deva,93,M,1973-04-03,/m/0dryh9k,/m/0bby5f,5
Jayasudha,92,F,1958-12-17,/m/0dryh9k,/m/026grpg,5
Ajay,91,M,,,/m/0gbx2ft,5
Arjun Sarja,89,M,1964-08-15,/m/08cjt2,/m/09kt30,5
Sriram L.B.,88,M,,/m/0dryh9k,/m/0b6l_q0,5
Vijaykanth,88,M,1952-08-25,/m/0dryh9k,/m/060s9n,5
Jaishankar,86,M,1938-07-12,/m/0cmdl5l,/m/09_2w4,5
Chalapathi Rao,85,M,,,/m/0gc3vr0,5
Banumathi,84,F,1925-09-07,/m/0dryh9k,/m/0bcggl,5
Kovai Sarala,82,F,,/m/01rv7x,/m/04ygybk,5
Nayanthara,81,F,1985-11-18,/m/04mvp8,/m/025t2jh,5
Kanta Rao,79,M,1923-11-16,,/m/026plzz,5
Ambika,78,F,1962-11-16,/m/0dryh9k,/m/0c18z0,5
Sowcar Janaki,78,F,1931-12-12,/m/0dryh9k,/m/047g4s0,5
Shobhan Babu,78,M,1937-01-14,,/m/026nvc0,5
Pradeep Rawat,78,M,,/m/031_sd,/m/025xfy6,5
Ganja Karuppu,75,M,,,/m/04y8rc_,5
Mukkamala,75,M,1920,,/m/0577fgf,5
V. K. Ramasamy,75,M,1926,,/m/03y1nsv,5
Gemini Ganesan,73,M,1920-11-17,,/m/06h_cf,5
Raadhika Sarathkumar,73,F,1962-09-21,/m/0bhsnb,/m/0brd1d,5
Mohan Babu,72,M,1952-03-19,/m/0dryh9k,/m/0dkg1g,5
Abbas,71,M,1975-05-21,,/m/0gqxyl,5
K. R. Vijaya,71,F,1948-11-30,/m/0b0gzf,/m/04f5d4c,5
Lakshmi,70,F,1952-12-13,,/m/026962k,5
Saravanan Sivakumar,69,M,1975-07-23,/m/01rv7x,/m/05l1x8,5
Rajanala,68,M,,,/m/03m9jgp,5
Rahul Dev,67,M,,/m/02sch9,/m/026cxyt,5
Krishna Kumari,66,F,1933,/m/0dryh9k,/m/04yg8ln,5
Devayani,66,F,1973-06-22,/m/01rv7x,/m/025t_m7,5
Thengai Srinivasan,65,M,1937-10-21,/m/01rv7x,/m/05b1219,5
Sonu Sood,65,M,1973-07-30,/m/02sch9,/m/0gxvjg,5
Chinni Jayanth,64,M,1960-07-26,,/m/04ydm1p,5
Chilakalapudi Seetha Rama Anjaneyulu,63,M,1907-07-11,,/m/065y5qr,5
Girija,63,F,1969-07-20,,/m/02qd2vx,5
Karan,63,M,1969-08-19,/m/01rv7x,/m/04jl7nt,5
Mahesh Babu,62,M,1975-08-09,,/m/07t5b3,5
Prashanth,62,M,1973-04-06,/m/05vhv7,/m/05mgpn,5
Sujatha,61,F,1952-12-10,/m/0dryh9k,/m/04ygpmd,5
Vijayashanti,61,F,1966-06-24,/m/0dryh9k,/m/0c03nv,5
Radha,61,F,1965-10-03,/m/0dryh9k,/m/0c18ht,5
Padmini,59,F,1932-06-12,,/m/063_8nm,5
Srinivasa Reddy,58,M,,,/m/0dxfcqz,5
Giri Babu,58,M,1946-06-08,,/m/04gnc4q,5
Gouthami Tadimalla,56,F,1968-07-02,,/m/04cdkf,5
Kajal Aggarwal,56,F,1985-06-19,,/m/03g_263,5
Santhana Bharathi,56,M,,/m/0dryh9k,/m/02qmpkk,5
Raja Ravindra,55,M,,/m/0dryh9k,/m/0gdl862,5
Mayilsamy,55,M,1965-06-05,/m/01rv7x,/m/04y6c5h,5
Vikram,54,M,1966-04-17,,/m/025tcjg,5
V.K. Ramaswamy,54,M,1926,/m/0dryh9k,/m/0jt307,5
Sriman,53,M,,,/m/07kf51l,5
B. Saroja Devi,53,F,1938-01-07,/m/0dryh9k,/m/090gs4,5
Suman,52,M,1959-08-28,/m/0dryh9k,/m/02qd70z,5
Napolean,52,M,1963-12-02,,/m/02qmph4,5
Dr. Prabhakar Reddy,51,M,1935-10-08,,/m/02qqs2_,5
Charmi,51,F,1987-05-17,/m/02sch9,/m/0fdp18,5
Malavika,51,F,1979-07-19,/m/01xttr,/m/0d8c6k,5
K. A. Thangavelu,51,M,,,/m/05b5fqc,5
NTR Jr,50,M,1983-05-20,,/m/0dv47r,5
Madhavi,50,F,1962-09-14,/m/04gfy7,/m/0g1tyv,5
Sripriya,50,F,,,/m/040785s,5
Vinu Chakravarthy,50,M,,,/m/0k7lj3,5
Jagapati Babu,49,M,1962-02-12,/m/0dryh9k,/m/0fkt5m,5
Aarthi,49,F,,,/m/04yh931,5
Suhasini Mani Ratnam,49,F,1961-08-15,,/m/0b66qd,5
T.S.Balaiya,49,M,1914-08-22,,/m/05q7wpp,5
Jayalalithaa Jayaram,48,F,1948-02-24,,/m/0252wd,5
Silk Smitha,48,F,1960-12-02,/m/09m6hr,/m/07hzpc,5
Ileana D'Cruz,47,F,1987-11-01,/m/0dryh9k,/m/0dm2p6,5
Raja Babu,47,M,1937-10-20,/m/0dryh9k,/m/04ydts7,5
Chalam,47,M,,,/m/0464g_t,5
R. Madhavan,47,M,1970-06-01,/m/0cmdl5l,/m/084z0w,5
Rama Prabha,46,F,1947-05-05,,/m/0537mz2,5
Rajasulochana,45,F,1935-08-15,,/m/0h63npp,5
Pandari Bai,45,F,1930,/m/01kg2v,/m/026kptc,5
Vanisri,44,F,1948-08-03,,/m/026jh7s,5
Gundu Hanmantha Rao,44,M,,/m/0dryh9k,/m/0gbx0xx,5
N. S. Krishnan,44,M,1908-11-29,,/m/0593ll,5
Thalaivasal Vijay,42,M,,/m/01rv7x,/m/0b75q4d,5
Dhulipala Seetharama Sastry,41,M,1921-09-24,,/m/02qq4h5,5
Allari Naresh,41,M,1983-06-30,/m/09m6hr,/m/0267rkd,5
J. D. Chakravarthy,40,M,1970,/m/0dryh9k,/m/0273q5l,5
S. Varalakshmi,39,F,1925-08-13,,/m/03nr1ky,5
Bhanupriya,39,F,1964-01-15,,/m/08mdtm,5
Priyamani,39,F,1984-06-04,/m/01rv7x,/m/0282jcy,5
Saranya Ponvannan,39,F,1970-04-26,,/m/09gkv4j,5
Arthi Agarwal,39,F,1983-05-04,,/m/027gds6,5
Sundarrajan,38,M,1935-03-01,/m/0dryh9k,/m/0522m32,5
Madhan Bob,38,M,,,/m/04633h4,5
Subhalekha Sudhakar,38,M,1960-11-19,,/m/0dlm6x0,5
Rao Ramesh,38,M,,/m/0dryh9k,/m/043p3m2,5
Nutan Prasad,38,M,1945-12-12,,/m/025yr7g,5
R.S. Shivaji,38,M,,,/m/0jth_3,5
Tamanna Bhatia,38,F,1989-12-21,/m/0dryh9k,/m/027cxm3,5
Soundarya,37,F,1972-07-18,,/m/02vd_b,5
Rajendra Prasad,36,M,1956-07-19,,/m/025xz2b,5
Devika,35,F,1943,,/m/04m_z60,5
Mumaith Khan,35,F,1985-09-01,/m/0dryh9k,/m/026p2nk,5
Kasinadhuni Viswanath,35,M,1930-02-09,/m/0828vj,/m/01gfzf,5
Prabhas Raju Uppalapati,35,M,1979-10-23,/m/0dryh9k,/m/0cmn9c,5
Riyaz Khan,34,M,1972-09-09,/m/01rv7x,/m/04645zm,5
S. S. Chandran,34,M,,,/m/02w30x4,5
Sivaji,34,M,,,/m/0fqn1t5,5
J.V. Somayajulu,34,M,1928-04-27,/m/0dryh9k,/m/027vp38,5
Pawan Kalyan,33,M,1971-09-02,/m/09m6hr,/m/069nv4,5
P. S. Veerappa,33,,1911,,/m/0bmc358,5
Pasupuleti Kannamba,33,F,1912-09-20,,/m/02qrtbn,5
Balakrishna Nandamuri,32,M,1960-06-10,/m/0dryh9k,/m/06t5x_,5
Venniradai Moorthy,32,M,1936,/m/01rv7x,/m/04y8lps,5
Vadivukkarasi,32,F,,,/m/0k0zjt,5
Santha Kumari,31,F,1920-05-17,/m/0dryh9k,/m/02qnbxw,5
Rajiv Kanakala,31,M,,,/m/03np5_z,5
Devadarshini,30,F,,/m/01rv7x,/m/05zr6lq,5
K. S. Ravikumar,30,M,1957-05-30,,/m/0ddvxr,5
Hansika Motwani,30,F,1991-08-09,/m/0dryh9k,/m/0glr73,5
S. P. Balasubrahmanyam,30,M,1946-06-04,,/m/06zp02,5
Sanghavi,29,F,1975-10-04,,/m/0gpb_1,5
Pandiarajan,29,M,1959-10-02,,/m/03h654p,5
Srihari,29,M,1964-08-15,/m/0dryh9k,/m/02rztxq,5
Ramesh Aravind,29,M,1964-09-10,/m/0dryh9k,/m/02vy1v1,5
R. Muthuraman,29,M,1929,,/m/0cd70d,5
Babu Mohan,28,M,,,/m/0gc998j,5
Suman Shetty,28,M,1981-05-01,,/m/0h0db9,5
Uttej,28,M,,,/m/0gbykrf,5
G Varalakshmi,28,F,1926-09-13,,/m/03nr1ym,5
Jayachitra,28,F,1957,,/m/02679cm,5
Sivakumar,27,M,1941-10-27,/m/01rv7x,/m/06_gn3,5
Adithya,27,M,1974-04-06,,/m/0264vwb,5
